Plat Number,Plat Name,Section/Township/Range,Volume,First Page,Last Page,Plat Type
258980,FOOTHILLS RIDGE DEVELOPMENT CONDO,4192007,114,062,065,C
768394,SEDONA COURT AMENDED CONDO,2282604,167,071,072,C
233000,EMERALD HILLS ADD,0332505,057,070,071,
323541,HEMLOCK ACRES NO. 19,0172205,160,080,082,
507790,MANOR HEIGHTS,0292605,115,088,089,
178663,COUNTRY CLUB NORTH,0152205,189,086,088,
088600,BOEING HEIGHTS,0272404,039,016,000,
197450,DENNY WAY 1ST AMENDMENT CONDO,3282504,253,016,017,C
616390,NORTHEND COUNTRY ESTATES ADD,0082604,028,037,000,
804080,STRAINS ADD,0242204,065,093,000,
102990,BRADFORD COURT THE CONDO,2132403,113,090,098,C
742085,ROSE OF WOODRIDGE CONDO,1092405,147,010,012,C
387401,KINGCO ESTATES NO. 03,0342204,116,082,083,
746000,RUBY ADD,0172304,044,001,000,
062942,BEAVER LAKE ESTATES DIV III,0012406,218,017,024,
889960,VICTORIA POINTE,0322405,240,024,025,
734961,RIVERWALK DIV NO. 2A,0292105,178,022,024,
812310,SUNRISE HEIGHTS NO. 02,0252403,027,042,000,
943840,WILLRUTHS ADD NO. 02,0172604,064,043,000,
545030,MERCER CREST ADD,0182405,042,026,000,
177450,COTTAGE LAKE RANCHETTES ADD,0182606,051,067,000,
073270,BENNETT TRACTS,0152407,094,044,000,
247344,FAIRWOOD PARK DIV NO. 14,0222305,088,081,082,
362976,ISSAQUAH HIGHLANDS DIV 2 REPLAT,0232406,203,011,017,
413980,LAKEMONT RIDGE PH 04 CONDO,1262405,134,094,102,C
713795,RAINIER SHADOWS ALTERATION,0092105,167,049,053,
859880,3RD AVENUE SOUTH DUPLEX CONDO,2082505,137,056,059,C
745980,ROYALWOODS,0052106,096,087,000,
147160,CEDAR VILLAGE DIV. 01,0142308,113,017,018,
422291,LAURELWOOD SOUTH DIV NO. 06,0042104,092,049,050,
326115,HERON GLEN CONDO,4292305,119,077,079,C
221800,EATONS TO RAVENNA SPRINGS PARK,0092504,002,160,000,
767380,SEATTLE TIDE LDS REPLAT BLK 369,0062404,010,061,000,
547020,MERLIN PARK ADD,0182304,007,042,000,
542242,MEADOWPARK DIV NO. 01,0192104,145,098,101,
794180,SPRINGWOOD WEST,0082104,125,037,000,
330420,HIGHLANDS NORTH THE CONDO,2322604,069,001,006,C
609419,1926 FAIRVIEW CONDO,3202504,102,044,050,C
544530,MENCH E F ADD,0012503,033,028,000,
724270,RETREAT AT 20TH CONDO,1112503,225,047,049,C
812010,SUNRIDGE ESTATES,0102406,127,072,073,
401705,LAKE FOREST ESTATES,0222206,147,001,016,
855570,TAHOMA VISTA,0222205,233,097,099,
197920,DENNYS A A EXTENSION TERRYS 1ST,0322504,001,086,000,
542390,MEADOWVIEW VILLAGE AT RIVERTRAIL CONDO,1022505,144,063,068,C
177670,COUGAR CREST,0072605,152,008,009,
856640,TARYWOOD PARK,0302405,127,046,050,
769793,70TH STREET CONDO,4052504,239,055,057,C
089901,BOISJOLIE ADD NO. 02,0232006,120,034,000,
261916,FOX BOROUGH(2ND AMENDMENT) PH 04 CONDO,1262505,083,022,025,C
155850,CHERRY VALLEY VISTA,0132606,178,017,018,
012400,ALEXANDERS 2ND ADD,0132503,013,094,000,
808190,SUMMIT HEIGHTS 1ST ADD TO BALLARD,0032503,013,076,000,
217510,EAST SEATTLE BLKS 39-40,0122404,004,021,000,
812122,SUNRISE AT BENSON PH 03 CONDO,4052205,165,050,054,C
261916,FOX BOROUGH(2ND AMENDMENT) PH 05 CONDO,1262505,083,075,078,C
970210,SPS-AMERICA WEST AIRLINES INC UNREC,0012414,998,005,000,
146090,CEDAR RIDGE ESTATES,0022104,214,011,014,
613850,NORTH EAST ESTATES NO. 02,0012505,082,013,000,
809180,SUN VISTA ESTATES,0322304,184,092,094,
894417,VILLA ESTATES,0092205,106,066,000,
606500,NEWMARK BUILDING THE 1ST AMENDMENT CONDO,4312504,120,011,012,C
152925,CHATEAU RIDGE,0152605,246,004,008,
610890,NORMANDY BEACH ESTATES,0062204,114,029,030,
939970,WILBURTON ADD,0042405,011,097,000,
734935,RIVERVIEW NORTH PH 07 CONDO,1102204,254,088,091,C
679120,PINE LAKE PARK ADD,0042406,068,056,057,
536620,MC LAUGHLINS MADRONA HILL ADD,0332504,012,029,000,
362991,ISSAQUAH HIGHLANDS DIV 34,0232406,210,040,045,
117200,BRUNNS ADD,0362603,016,005,000,
910850,WAGERS ADD,0062104,099,077,000,
025520,ARBORETUM AT VISTA PARK CONDO,4222406,239,051,054,C
717220,RAVENNA PARK HEIGHTS ADD,0042504,015,077,000,
692830,PUGET HILL (754730-1345) CONDO,1132403,029,061,000,C
800190,STERLING SQUARE PH 05 CONDO,4012406,195,009,015,C
514850,MARINA THE CONDO,2172204,211,001,005,C
261740,FOUR-THIRTY-SEVEN WILLIAMS CONDO,3082305,023,091,092,C
155500,CHERRY MEADOWS TOWNHOMES CONDO,2302105,158,069,071,C
259960,FOREST VILLAGE 14TH AMENDMENT CONDO,4162406,175,060,069,C
333200,HILLMAN CITY DIV NO. 04,0222404,010,071,000,
510450,MAPLE RIDGE TOWNHOMES,0302605,124,003,005,
228555,8035 MERCER ISLAND CONDO,4122404,138,049,052,C
931990,WESTSIDE CONDO,3242503,052,009,011,C
470000,LYRIC THE CONDO,4292504,276,003,015,C
545229,MERCER PARK 1ST AMENDMENT CONDO,2092405,100,063,069,C
867000,TRAMOR PARK ADD,0032604,081,066,000,
412250,LAKE WN SPRINGHILLS DIV NO. 03,0192505,056,052,000,
073820,BENSON CREST NO. 03,0172205,083,093,000,
720220,REDMOND OFFICE CENTER-BSP 2ND AMENDMENT,0122505,159,003,005,
926588,WEST CREEK VILLAGE,0012604,262,030,033,
050610,BALLINGER HIGHLANDS SOUTH CONDO,2042604,258,067,069,C
536280,MCLAUGHLIN COURT,0302105,165,012,013,
150780,CERINIS ADD,0212404,015,023,000,
865174,TIMBERWOOD NO. 05,0192605,105,066,067,
281728,GOLD CREEK HEIGHTS,0152605,106,048,049,
720235,REDMOND RIDGE DIV 11,0032506,215,037,043,
951700,WOODINVIEW CONDO,3092605,124,015,021,C
389310,KIRKLAND JUANITA ACRE TRACTS,0322605,016,063,000,
894530,VILLAGE PARK DIV D,0132103,071,011,000,
153200,CHATILLON CONDO,4252503,189,076,083,C
872670,2817-19 4TH AVE WEST CONDO,1242503,031,079,000,C
560440,MONTLAKE ESTATES,0212504,115,037,038,
525890,MC ALLASTER PLACE,0202605,132,058,059,
505151,MAISON VILLE CONDO,3292504,074,054,057,C
443500,LOWES TERRACE ADD,0272304,038,025,000,
327180,HIAWATHA PARK 2ND ADD,0152503,005,021,000,
769680,SERENITY AT JUANITA MASTER CONDO,4172305,215,089,091,C
719893,REDMOND CROSSINGS BSP,0122505,200,065,069,
295370,GUIRY/SCHILLISTAD 1ST AMENDMENT CONDO,1312504,089,031,033,C
733540,RIVERDALE ADD TO CITY OF AUBURN,0182105,019,040,000,
277410,GILMORES ADD,0112504,032,010,000,
660180,PACK LANE ADD,0182604,075,013,000,
261916,FOX BOROUGH(2ND AMENDMENT) PH 12 CONDO,1262505,086,051,054,C
063100,BECKER ADD,0052505,085,028,000,
143768,CASTLEWOOD CONDO,2202504,095,080,083,C
337530,HILLSIDE HEIGHTS,0082104,113,054,055,
505480,MALABAR HILL DIV NO. 01,0062205,070,074,000,
664103,PARK AT INGLEMOOR II THE,0182605,192,005,007,
379260,KAREN MARIE CONDO,4312605,037,016,000,C
610960,NORMANDY CHATEAU CONDO,1062204,024,069,073,C
269841,GARDEN VILLAGE NO. 02 PH 05 CONDO,4092406,102,064,071,C
355750,I-90 CORPORATE CENTER,0212406,149,065,070,
779655,SIMONDS GLENN AMENDED,0202605,128,051,000,
215490,EAST CEDAR GLEN,0362104,135,034,035,
315840,HATCH SHORES CONDO,2192604,241,037,039,C
895030,VISTA HILLS ADD,0322305,067,099,000,
864890,TIMBERLAKE VILLAGE,0182406,241,062,065,
387687,KINKADE GLEN,0342204,093,001,002,
913360,WALLIN-EDWARDS 1ST TO RENTON,0182305,054,068,000,
165650,COALFIELD ADD,0112305,020,088,000,
740290,RONALD UNITED METHODIST CHURCH BSP,0072604,264,039,042,
379350,KATESRIDGE,0272206,199,036,046,
379341,KASPAR HEITHTS DIV 2,0192607,186,047,049,
864990,TIMBERCREST,0102406,151,015,018,
616100,NORTHEAST REPLAT,0292604,047,007,000,
132950,CANTERBERRY CROSSING,0112104,208,048,050,
172780,COMPTON MEADOWS CONDO,1212605,042,061,063,C
571120,MOURVIEW ESTATES,0352605,161,015,017,
281710,GOLD BEACH NO. 02,0282203,082,059,060,
152700,CHARNLEY ADD,0012603,077,091,000,
413430,LAKEHURST UNREC,0202405,902,145,000,
248920,FAUNTLEROY CREST ADD,0262403,019,091,000,
203010,DICKSON O H ADD CORRECTION PLAT,0252006,072,075,000,
029373,ASPEN HILL,0072605,180,047,048,
318320,HAWTHORNE SQUARE CONDO,3072504,012,078,083,C
744900,ROWES 1ST ADD,0292504,011,042,000,
860227,3515 & 3517 CARR PLACE NORTH CONDO,4182504,064,068,000,C
022510,ANDREENS ACRE TRS,0092505,017,045,000,
062660,BEAR CREEK PLAZA CONDO,3032605,193,006,007,C
023450,ANGELIA HEIGHTS,0162605,179,020,021,
208020,DORFFELS SUPL,0092504,008,066,000,
744700,ROSS ROAD TOWNHOMES PH 03 CONDO,3052605,264,027,029,C
397763,LAGUNA HILLS DIV NO. 04,0112105,093,037,038,
873238,200 ROY STREET CONDO,2302504,115,075,082,C
747790,RYERS ADD TO PACIFIC CITY DIV NO. 02,0362104,018,095,000,
418016,LANDINGS AT RIVERVIEW PH 03 CONDO,4102204,167,057,059,C
734935,RIVERVIEW NORTH PH 09 CONDO,1102204,260,079,082,C
806230,STUCKEYS FIRST ADD,0182405,053,094,000,
803535,STONECROFTE,0132606,206,067,069,
573960,MYERS C R 1ST ADD TO MOORLAND,0052405,005,005,000,
750410,SAHALEE HILLS DIV NO. 01,0212506,108,086,096,
734550,RIVERSTONE CONDO,4342505,225,057,070,C
750448,ST CHARLES PLACE CONDO,3062604,078,072,076,C
911830,WALK THE CONDO,2082505,286,055,057,C
143380,CASCADIAN THE (0005) CONDO,3262505,058,069,073,C
262501,FRANCIS AVENUE TOWNHOMES II CONDO,3182504,170,006,008,C
322470,HEIGHTS AT RIVERVIEW THE PH 04 CONDO,2152204,184,092,094,C
019110,ALLVIEW HEIGHTS ADD,0182405,016,020,000,
762470,SEA VIEW HEIGHTS ADD,0232403,014,096,000,
131150,CAMELOT DIV F,0032104,079,046,047,
377980,JUNCTION TOWER I CONDO,2232403,118,050,052,C
953310,BELLEVUE AMD FINAL PLAT NO. 13-114685 LG,0292505,262,077,000,
151660,CHAPMAN ADD,0032504,067,082,000,
131092,CAMBRIDGE PLACE PH 01 2ND AMENDMENT CONDO,4302605,073,065,067,C
500850,MADES 1ST ADD TO W S,0112403,014,020,000,
713230,RAINIER BOULEVARD ADD,0042404,009,059,000,
345100,HOOD & CARRS 1ST TO WEST SEATTLE,0062304,006,003,000,
065000,BELL AIRE HOMES ADD,0322505,047,093,000,
179634,COVINGTON PARK,0342505,155,031,032,
720319,REDMOND RIDGE EAST DIV 10,0342606,260,080,090,
523100,MAY VALLEY VIEW ADD,0112305,063,060,000,
543800,MELRIDGE ADD,0322305,072,066,000,
184305,CRISTALLA CONDO,1312504,206,001,024,C
081100,BIGELOWS 2ND ADD,0302504,002,026,000,
220990,EASTLAND ACRE TRS,0312505,009,068,000,
533520,MC GUIRE & HOLDENS TO LATONA SUPL,0082504,007,068,000,
613060,NORTH ADD OF REMSBERG'S HOME TRACT,0052504,015,014,000,
733810,RIVERPLACE AT THE LAKES CONDO,3142204,128,005,007,C
065900,BELL HEIRS OF SARAH A ADD,0312504,001,103,000,
720300,REDONDO BEACH CONFERENCE DIV,0322204,019,054,000,
859440,THA-DRA ESTATES,0172106,114,092,093,
553530,MILLER'S CROSSING - BSP CONDO,4032104,202,085,087,C
001151,ABBEY ROAD DIV NO. 02,0362605,158,022,028,
390200,KIRKWOOD PH 03 CONDO,4052505,078,063,065,C
941640,WILLAMETTE AT SAMMAMISH HIGHLANDS,0272506,198,001,005,
289580,GREENBRIDGE MASTER PLAT,0062304,231,006,022,
423875,LE CHARDONNAY CONDO,1102605,109,091,094,C
755130,SANDER'S TO GILMAN PK & SALMON BAY SUPL,0112503,006,078,000,
915720,WALTERS THE CONDO,1122503,010,076,078,C
305860,HAMILTON'S 1ST ADD,0282404,018,092,000,
079320,BEVERLY LANE ADD,0022405,067,060,000,
195180,DEL MAR WOODS DIV NO. 02,0282405,084,092,093,
781500,SLATER'S LANDING CONDO,3172504,275,033,034,C
233135,EMERALD PARK CONDO,3192105,143,015,017,C
561210,MOOR VIEW HEIGHTS ADD,0132604,052,078,000,
929830,WESTHOLME NO. 03,0132403,027,047,000,
398030,LAKE ALICE BEACH ADD,0262407,044,029,031,
186800,CULTIVATE CONDO,3312604,191,006,007,C
856300,TAM O SHANTER PARK NO. 01,0252505,077,024,025,
865011,TIMBERCREST ESTATES DIV NO. 02,0302206,153,071,073,
113731,BROOK TRAILS ESTATES NO. 02 REPLAT,0182606,117,042,048,
666900,PARKSIDE ADD TO BELLEVUE,0292505,082,041,000,
733100,RIVER VALLEY PH 05 CONDO,3232305,210,073,077,C
111850,BROADMOORE ESTATES,0222506,147,033,040,
144680,CEDARHURST DIV NO. 02,0082304,032,002,000,
938220,WHITWOODS 1ST ADD,0072304,021,060,000,
880960,UNION 670 CONDO,3102305,070,001,003,C
133500,CAPITOL CREST CONDO,4292504,184,034,037,C
607240,NEWPORT HILLS NO. 14,0212405,090,010,012,
156540,CHINOOK MANOR CONDO,2342304,100,034,039,C
666685,PARKRIDGE EAST NO. 01,0052205,132,045,046,
159440,CITY CENTER (THE) CONDO,2202104,213,063,066,C
378310,KAMELOCH,0292206,114,017,018,
214370,EARLINGTON ADD,0182305,014,007,000,
353000,HUNTINGTON ADD,0032405,082,031,000,
158260,CHRISTOPHER TOWN OF ADD,0012104,007,030,000,
894727,VISCAIA CONDO,4262505,288,056,058,C
639122,143 PARK AVENUE NORTH CONDO,2172305,150,048,050,C
184020,CRESTVIEW ESTATES NO. 02,0342304,060,050,000,
519641,MARYMOOR HILL DIV NO. 02,0142505,146,095,099,
891400,VIEW POINT ADD TO KENT,0192205,045,083,000,
130330,CALLIGAN & CORYELLS ADD,0282504,005,084,000,
255750,FIRESIDE ADD NO. 01,0062605,062,083,084,
780200,SITE 17 CONDO,2312504,209,001,010,C
322451,HEIGHTS NO. 02 THE,0142405,107,090,091,
551460,MIDWAY SOUNDVIEW ADD,0092204,045,037,000,
858275,TERRACE AT MAPLE WOODS,0342206,270,001,006,
614200,NORTH HILCREST TRS,0132006,066,015,016,
571060,MOUNTAINAIRE DIV NO. 02,0282406,085,001,002,
001250,ABELS ADD,0302007,102,080,081,
198420,DENNYS D T 2ND ADD SUPL PLAT,0292504,003,080,000,
717780,RAVENNA VALLEY ADD NO. 02,0042504,015,067,000,
417860,LANCASTER LANE,0172605,153,067,070,
669990,PEBBLE BEACH CONDO,3082505,012,001,006,C
539560,MC NAUGHTS EXTENSION TO JUDKINS,0082404,001,085,000,
430730,LIBERTY RIDGE PHASE 1,0162305,201,087,095,
971460,SPS-MCI WORLDCOM UNREC,0012414,998,044,000,
931600,WESTRIDGE TOWNHOMES PH 11 CONDO,1222204,077,030,033,C
926650,WEST GLEN,0322305,231,034,037,
388832,KIRKLAND COURT,0042305,193,030,032,
869920,TRUSSLER_STOBIE 1ST ADD TO AUBURN,0182105,118,049,000,
265550,FRUITLAND ACRES ADD,0072405,012,033,000,
532800,MC GRATHS ADD,0292505,053,097,000,
143280,CASCADE VISTA NO. 04,0282305,067,016,000,
179630,COVINGTON HOMES,0362205,089,006,000,
734935,RIVERVIEW NORTH PH 05 CONDO,1102204,252,071,075,C
768040,SEAVIEW TERRACE ASSESSORS PLAT,0252303,047,020,000,
866917,TRAIL RUN TOWNHOMES PH 07 CONDO,1312205,261,038,043,C
159192,CIELO CONDO,4142403,224,001,003,C
890200,VICTORY HEIGHTS REPLAT BLKS 21-29,0282604,025,009,000,
545122,MERCER ISLAND ESTATES NO. 03,0302405,094,042,000,
395621,LA FORTUNA RESIDENTIAL CONDO,4282305,286,090,094,C
721470,REINTREE,0082606,098,013,014,
939220,WIGTON STAR LAKE ADD,0272204,060,054,000,
432455,LINDA HIGHLANDS DIV NO. 01,0042205,091,025,000,
242260,EVERGREEN PARK DIV NO. 03,0222104,049,085,000,
435970,LINN HEIGHTS ADD,0342605,068,098,000,
549022,MESA VERDE DIV NO. 03,0362605,102,016,017,
923190,WEGENERS ADD,0362603,019,001,000,
162680,CLIFFORD'S 1ST ADD,0292305,047,053,000,
069600,BELLS 5TH ADD,0312504,001,191,000,
377500,JULIE'S ADD,0292205,172,070,072,
010456,ALDERBROOK DIV NO. 07,0132103,146,053,056,
144260,CEDAR CREST ESTATES,0142305,095,054,000,
358480,INLAND PARK TO CITY OF KIRKLAND,0052505,066,002,000,
525572,MAYWOOD HILLS DIV NO. 10,0052605,094,056,000,
388590,KIRKLAND AVE CONDO,4052505,226,044,045,C
329867,HIGHLAND PARC TOWNHOMES PH 04 CONDO,1332506,162,021,023,C
142700,CASCADE VIEW ADD TO ENUMCLAW,0262006,127,090,091,
179594,COVENTRY PLACE CONDO,1112604,230,017,022,C
113802,BROOKHAVEN NO. 03,0302605,091,021,000,
159160,CHURCHILLS SUB-VILLA 1-ACRE TRS,0122303,006,008,000,
414101,LAKES AT MERCER ISLAND DIV NO. 02 THE,0252404,131,017,022,
661990,PANORAMA ESTATES,0302605,091,043,000,
079400,BEVERLY PARK CONDO,1072304,240,049,052,C
633200,OCEANA HEIGHTS,0262403,019,009,000,
359000,INTERLAKE ADD NO. 01 REPLAT,0142305,083,096,097,
010700,ALDERBROOK PARK DIV NO. 02 REPLAT,0362603,046,094,000,
411560,LAKE WASH SHORE LANDS SEC UNREC,0152504,902,316,000,
556145,MISSION HILLS,0102305,167,038,039,
311060,HARBOR LIGHTS THE CONDO,2082505,161,049,000,C
316960,HAWKINSONS R A ADD,0052405,043,013,000,
278128,GLACIER VIEW TOWN HOMES - BSP,0292305,225,087,093,
701490,QUEEN ANNE PARK CONDO,4132503,077,064,065,C
249810,FAYS LOCHLEVEN LOTS,0312505,023,040,000,
345970,HORIZON HILLS,0032604,104,047,049,
379060,KANDLEWOOD,0032604,089,080,000,
800190,STERLING SQUARE PH 11 CONDO,4012406,202,093,100,C
439765,LOGAN PLACE,0032405,190,037,040,
043000,BALCHS VIEW RIDGE NO. 14,0032504,048,066,067,
327860,HIGH POINT COMMUNITY BLK 1-24,0242403,221,004,024,
859890,THIRD AVE TRS,0012603,042,035,000,
125320,BURKLANDS FIRST ADD,0222204,061,028,000,
414770,LAKEVIEW LANE PH IV CONDO,3082505,278,044,046,C
947795,WINDWOOD VILLAGE AT RIVERTRAIL PH 05 CONDO,1022505,154,016,020,C
131105,CAMELLIA MANOR CONDO,3292504,062,085,089,C
378700,KAMIAKIN PARK,0212605,130,053,054,
666690,PARKRIDGE LANE,0072405,094,001,000,
814120,SUNSHINE ADD,0282504,003,095,000,
133250,CANYON ESTATES CONDO,4232304,010,048,062,C
176155,CORONATION PLACE,0282104,153,012,014,
643050,OSNERS 2ND ADD,0062504,012,003,000,
432710,LINDA WOOD REPLAT,0342304,058,047,000,
927078,WEST RIDGE PARK (0005) CONDO,4252403,231,072,078,C
278210,GLEN AT REDFORD RANCH,0042406,189,024,028,
752250,SALMONSONS ADD,0022503,019,034,000,
316400,HAWK ESTATES,0222406,277,005,010,
330399,HIGHLANDS AT NEWCASTLE DIV 3,0342405,205,012,022,
926975,WEST MARC,0252103,117,072,073,
325800,HENSELLS FIRST ADD,0152104,062,055,000,
113800,BROOKHAVEN NO. 01,0302605,089,018,019,
970265,SPS-MARKAIR INC UNREC,0012414,998,018,000,
970235,SPS-DELTA AIR LINES INC UNREC,0012414,998,011,000,
770150,SHADOW GLEN,0192206,107,044,045,
506180,MALONEYS 3RD ADD TO SKYKOMISH,0262611,026,030,000,
156160,CHESTERFIELD VILLA ADD,0082405,053,073,000,
666914,PARKVIEW PLAZA CONDO,2322504,059,091,100,C
856274,TALUS DIV 05-D,0292406,208,023,029,
691872,PRYDE ADD NO. 04,0342505,087,052,000,
930130,WESTLAKE BOULEVARD ADD,0192504,011,069,000,
911900,WALKER-PLEMMONS GARDEN TRS,0202304,048,094,000,
133195,CANTON CROSSING,0282206,278,021,026,
990200,ZIRCKEL ADD,0172204,049,034,000,
143170,CASCADE VILLAGE DIV NO. 04,0212305,070,015,000,
951651,WOODINGLEN DIV 02,0032605,101,020,000,
144230,CEDAR CREST ADD,0072604,053,067,000,
751500,SALMON BAY ACRE TRS,0362603,011,059,000,
024170,ANNALIESE CONDO,4302504,275,080,088,C
889975,VICTORIA TOWER(REPLATTED-VICTORIA CONDO) CONDO,1252503,046,091,100,C
880910,UNION PLACE,0092305,155,091,093,
144050,CECELIA ELLEN ADD,0082604,046,065,000,
363009,ISSAQUAH HIGHLANDS DIV 53 REPLAT,0232406,222,086,089,
247500,FALCON RIDGE CONDO,1282605,027,087,096,C
670540,PENDLETON CONDO,1122604,146,001,006,C
865600,TOLT CROSSING,0152507,270,091,092,
500050,MABELL 2ND ADD,0092304,038,048,000,
689995,PROMENADE AT THE LAKES CONDO,3142204,136,019,029,C
337450,HILLSHIRE TERRACE,0092205,148,006,009,
010340,ALDER RIDGE DIV NO. 01,0282104,142,076,078,
167850,COLESTREET CONDO,3242006,227,058,059,C
777920,SHOREVIEW ADD,0122303,043,046,000,
664942,PARK SUMMIT PH 02 CONDO,3292504,072,061,067,C
644820,OVERLAKE INDUSTRIAL PARK ADD,0232505,064,079,082,
278746,GLENCARIN SOUTH,0092205,120,009,012,
287500,GREEN THE 1ST AMEND CONDO,1222505,031,052,053,C
866327,TOTEM LAKE SOUTH ADD CORRECTED PLA,0282605,110,092,093,
413991,LAKEMONT WOODS DIV NO. 02,0232405,145,074,081,
816870,SYMPHONY RIDGE II,0152406,278,004,007,
404080,LAKE HILLS NO. 55,0252505,072,014,015,
612390,NORMANDY VISTA DIV NO. 07,0052204,064,019,000,
025530,ARBORETUM PLACE CONDO,4282504,088,098,101,C
317910,HAWTHORNE HILLS ADD,0102504,032,018,000,
788260,SOUTH KIRKLAND ACREAGE TRS,0082505,011,094,000,
074500,BENTLER ADD,0122303,044,080,000,
330078,HUDSON RIDGE CONDO,4172204,056,009,019,C
752595,SAMMAMISH SUNSET,0292506,129,082,084,
276360,GILLY ADD,0032604,068,079,000,
056550,BAXTER ESTATE ADD,0252404,057,045,046,
046700,BALLARD TIDE LANDS BLKS 01-20 UNREC,0132503,902,432,000,
794205,SPYGLASS PHASE II CONDO,3082204,063,049,052,C
177050,COTTAGE CREEK 1ST AMD CONDO,4232304,033,068,069,C
271910,GATEWOOD GARDENS,0262403,025,015,000,
414720,LAKEVIEW HIGHLANDS EAST,0242404,095,082,083,
264950,FRENCHS HOMESTEAD VILLA ADD,0082505,020,024,000,
890350,VICTORY HEIGHTS DIV NO. 03,0332604,031,045,000,
509760,MAPLE LANE COURT CONDO,4252204,037,019,023,C
514400,MARDELL PARK ADD,0282604,052,068,069,
000892,BELLEVUE VILLAGE (NAME CHANGED) CONDO,3262505,050,043,048,C
893780,VIEWCREST CONDO,2102204,221,061,066,C
416770,LAKOTA PALISADES DIV NO. 02,0122103,072,048,000,
919522,WATERFORD COURT CONDO,4052505,123,044,054,C
026980,ARISTO THE CONDO,1312504,203,082,091,C
894627,VILLAS AT MONDAVIO THE PH 15 CONDO,4352605,278,062,065,C
390023,KIRKLAND WOODS,0252604,278,036,038,
639135,ONE PACIFIC TOWERS CONDO,1312504,126,031,045,C
952640,WOODLAND TERRACE ADD,0052305,071,096,000,
278840,GLENDALE COUNTRY CLUB NO. 02,0052304,056,080,000,
421620,LAUREL PARK TOWNHOMES 1ST AMENDMENT CONDO,4102504,082,038,039,C
511320,MAPLE VALLEY HEIGHTS DIV NO. 05,0302306,074,080,000,
868205,TRILLIUM HEIGHTS AT ISSAQUAH RIDGE PH 02 CONDO,3222406,175,094,100,C
007510,AHO ADD,0272406,044,010,000,
429835,LEXINGTON PARK CONDO,4132204,130,019,023,C
030047,AUBURN COMMERCE CENTER CONDO,1012104,261,079,081,C
121440,BURIEN COURT,0202304,067,067,000,
926450,WEST CAMPUS 2ND AMENDMENT CONDO,2172104,090,010,011,C
798540,STEEL PLANT ADD,0252403,011,090,000,
388290,KIRK VIEW CONDO,4082505,028,064,068,C
000886,GARDENBROOK DIV NO.03 CONDO,2152405,006,052,063,C
027400,ARMSCREST NO. 05,0192205,078,086,000,
556610,MOCKING BIRD HILL ADD,0162405,053,063,064,
785350,SNOQUALMIE RIDGE PLAT 28-PH 1 NBRHOOD 5,0352407,271,093,099,
164060,CLIPPER ADD,0092304,036,030,000,
916610,WARDS SUPL ADD TO GEORGETOWN,0202404,014,098,000,
884780,URBAN TERRACE CONDO,3132503,216,003,006,C
872570,12TH AVENUE ARTS CONDO,1322504,276,028,035,C
025161,AQUA VISTA DIV NO. 03,0192505,089,048,000,
258980,FOOTHILLS RIDGE DEVELOPMENT PH 03 CONDO,4192007,137,032,035,C
160801,CLARK LAKE ESTATES DIV 02,0212205,233,076,078,
860440,THOMAS CENTER 1ST AMENDMENT CONDO,2122404,045,050,051,C
929050,WESTCHASE PHASE III CONDO,2322605,063,045,048,C
669993,PEBBLE CREEK DIV 1,0332206,211,066,071,
519642,MARYMOOR HILL DIV NO. 03,0132505,167,095,100,
919797,WATERSTONE TOWNHOMES PH 03 CONDO,2332605,200,067,072,C
352802,HUNTERS GLEN DIV NO. 03,0092506,150,049,051,
255818,FIRESIDE MANOR,0332206,096,063,000,
714060,RAINIER VISTA,0192105,057,026,000,
211650,DUMAS PALISADES ADD,0112103,065,013,000,
248161,FARM THE DIV. 02,0142605,114,054,058,
785860,SOMMERS HOMES ADD,0032304,044,074,000,
229660,ELDORADO THE CONDO,3142503,007,050,055,C
764750,SEAROSE CONDO,3232403,132,047,050,C
893460,VIEW RIDGE PARK NO. 02,0032504,039,037,000,
869980,TSUBOI ADD,0162204,131,096,097,
278910,GLENDALE ESTATES CONDO,2342505,045,036,041,C
414770,LAKEVIEW LANE AMENDMENT TO PH I CONDO,3082505,274,004,006,C
929089,WESTERLY THE CONDO,3142403,102,005,007,C
970220,SPS-AMERIFLIGHT INC UNREC,0012414,998,006,000,
292400,GREENWOOD SHORES(0005) CONDO,2192604,046,090,000,C
269060,GALVA,0222404,023,031,000,
865171,TIMBERWOOD NO. 02,0192605,099,057,058,
281910,GOLDEN VIEW ANNEX ADD,0352603,028,019,000,
556140,MIRRORMONT DIV NO. 05,0222306,088,017,023,
752556,SAMMAMISH PARKWAY PHASE II CONDO,1132405,057,093,095,C
006400,AERIE TOWNHOMES CONDO,3242503,178,078,081,C
175670,CORLISS ADD TO COLUMBIA,0212404,015,027,000,
209020,DOSES LAKE WASHINGTON ADD REPLAT,0092404,015,099,000,
796780,STAR LAKE PARK ADD,0342204,079,068,000,
235510,ENGLISH LANDING PHASE 2,0252605,278,027,035,
790250,SOUTHWOOD PARK ADD,0332405,073,095,096,
683780,POINT PLACE CONDO,3102403,084,067,069,C
183991,CRESTVIEW COURT NO. 02,0212605,091,040,041,
884990,VALE-N-VIEW,0132405,082,077,000,
