Reporting Area,MMWR Year,MMWR Week,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max†","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2020†","Hepatitis B, perinatal infection, Cum 2020†, flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis C, acute§, Confirmed, Current week","Hepatitis C, acute§, Confirmed, Current week, flag","Hepatitis C, acute§, Confirmed, Previous 52 weeks Max†","Hepatitis C, acute§, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Confirmed, Cum 2020†","Hepatitis C, acute§, Confirmed, Cum 2020†, flag","Hepatitis C, acute§, Confirmed, Cum 2019†","Hepatitis C, acute§, Confirmed, Cum 2019†, flag","Hepatitis C, acute§,  Probable, Current week","Hepatitis C, acute§, Probable, Current week, flag","Hepatitis C, acute§, Probable, Previous 52 weeks Max†","Hepatitis C, acute§, Probable, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Probable, Cum 2020†","Hepatitis C, acute§, Probable, Cum 2020†, flag","Hepatitis C, acute§, Probable, Cum 2019†","Hepatitis C, acute§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
U.S. VIRGIN ISLANDS,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20200668,POINT (-64.840836 18.060868)
MICHIGAN,2020,6,,-,0,,,-,,-,,-,5,,4,,13,,,-,2,,2,,,NP,MICHIGAN,,20200617,POINT (-85.730977 44.874798)
GEORGIA,2020,6,,-,0,,,-,,-,,-,5,,2,,12,,,-,0,,,-,,NP,GEORGIA,,20200632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,6,,-,0,,,-,,-,1,,4,,7,,,-,,-,3,,7,,,NP,,NEW YORK CITY,20200612,
ARKANSAS,2020,6,,-,0,,,-,,-,,-,8,,7,,14,,,-,1,,2,,,NP,ARKANSAS,,20200644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,6,,-,0,,,-,,-,,-,1,,3,,,-,,-,0,,,-,,NP,MISSISSIPPI,,20200641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,6,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,NP,SOUTH DAKOTA,,20200627,POINT (-100.230491 44.43614)
WYOMING,2020,6,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20200656,POINT (-107.55145 42.999627)
MISSOURI,2020,6,,-,1,,,-,,-,,-,3,,1,,8,,,-,0,,,-,,NP,MISSOURI,,20200624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,6,,-,1,,,-,1,,2,,16,,17,,52,,3,,3,,14,,,NP,,MIDDLE ATLANTIC,20200609,
CALIFORNIA,2020,6,,-,1,,,-,,-,,-,9,,1,,21,,,-,1,,1,,,NP,CALIFORNIA,,20200659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,6,,-,0,,,-,,-,,-,4,,,-,6,,,-,0,,,-,,NP,WEST VIRGINIA,,20200637,POINT (-80.613729 38.642579)
FLORIDA,2020,6,,-,1,,,-,,-,,-,36,,,-,58,,,-,0,,,-,,NP,FLORIDA,,20200631,POINT (-82.420978 28.260731)
MONTANA,2020,6,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,NP,MONTANA,,20200652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,6,,-,1,,,-,,-,,-,7,,2,,25,,,-,0,,1,,,NP,,WEST NORTH CENTRAL,20200620,
MASSACHUSETTS,2020,6,,-,1,,,-,,-,,-,6,,,-,24,,,-,0,,,-,,NP,MASSACHUSETTS,,20200605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,6,,-,0,,,-,1,,,-,9,,6,,31,,,-,2,,5,,,NP,,MOUNTAIN,20200648,
INDIANA,2020,6,,-,0,,,-,,-,,-,22,,,-,26,,,-,0,,,-,,NP,INDIANA,,20200616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20200669,
US TERRITORIES,2020,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20200663,
TOTAL,2020,7,,-,2,,1,,5,,17,,112,,150,,537,,10,,14,,75,,,NP,,TOTAL,20200770,
US RESIDENTS,2020,7,,-,2,,1,,5,,17,,112,,150,,537,,10,,14,,75,,,NP,,US RESIDENTS,20200701,
NEW HAMPSHIRE,2020,7,,-,0,,,-,,-,,-,1,,1,,4,,,-,1,,2,,,NP,NEW HAMPSHIRE,,20200706,POINT (-71.57139 43.680429)
NEW YORK,2020,7,,-,0,,,-,,-,2,,12,,10,,28,,1,,2,,5,,,NP,NEW YORK,,20200711,POINT (-75.59655 42.921241)
PACIFIC,2020,7,,-,1,,,-,1,,1,,12,,13,,35,,,-,2,,4,,,NP,,PACIFIC,20200757,
WEST SOUTH CENTRAL,2020,7,,-,0,,,-,,-,4,,12,,13,,21,,,-,1,,3,,,NP,,WEST SOUTH CENTRAL,20200743,
NEBRASKA,2020,7,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20200725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,7,,-,1,,,-,,-,2,,12,,24,,46,,5,,6,,17,,,NP,,EAST SOUTH CENTRAL,20200738,
NORTH DAKOTA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20200726,POINT (-100.46931 47.446305)
NEVADA,2020,7,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,NEVADA,,20200753,POINT (-114.916992 39.283294)
ILLINOIS,2020,7,,-,0,,,-,,-,,-,5,,2,,18,,,-,1,,1,,,NP,ILLINOIS,,20200715,POINT (-89.148632 40.124144)
IOWA,2020,7,,-,0,,,-,,-,,-,1,,,-,3,,,-,0,,,-,,NP,IOWA,,20200721,POINT (-93.500061 42.074659)
TEXAS,2020,7,,-,0,,,-,,-,,-,4,,1,,6,,,-,0,,,-,,NP,TEXAS,,20200747,POINT (-99.317341 31.447238)
ALASKA,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20200758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,7,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20200730,POINT (-77.016275 38.904785)
WASHINGTON,2020,7,,-,0,,,-,,-,,-,4,,3,,8,,,-,0,,,-,,NP,WASHINGTON,,20200762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,7,,-,1,,,-,,-,1,,7,,7,,38,,,-,2,,5,,,NP,,NEW ENGLAND,20200702,
RHODE ISLAND,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20200707,POINT (-71.534637 41.572574)
OREGON,2020,7,,-,0,,,-,,-,1,,3,,5,,2,,,-,2,,2,,,NP,OREGON,,20200761,POINT (-120.605279 43.940449)
DELAWARE,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20200729,POINT (-75.452394 38.994926)
ALABAMA,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALABAMA,,20200739,POINT (-86.844516 32.756889)
KANSAS,2020,7,,-,0,,,-,,-,,-,2,,,-,3,,,-,0,,,-,,NP,KANSAS,,20200722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,7,,-,1,,,-,,-,,-,8,,,-,20,,,-,1,,1,,,NP,NORTH CAROLINA,,20200734,POINT (-79.130883 35.52603)
GUAM,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20200766,POINT (144.653198 13.3532)
NEW JERSEY,2020,7,,-,0,,,-,,-,,-,4,,2,,11,,,-,1,,1,,,NP,NEW JERSEY,,20200710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,7,,-,0,,,-,,-,,-,3,,,-,4,,,-,0,,,-,,NP,NEW MEXICO,,20200754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,7,,-,1,,1,,,-,4,,35,,45,,138,,,-,6,,16,,,NP,,EAST NORTH CENTRAL,20200714,
TENNESSEE,2020,7,,-,1,,,-,,-,,-,8,,9,,31,,1,,2,,5,,,NP,TENNESSEE,,20200742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,CONNECTICUT,,20200703,POINT (-72.738288 41.575155)
MARYLAND,2020,7,,-,0,,,-,,-,,-,3,,7,,4,,,-,1,,2,,,NP,MARYLAND,,20200733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,7,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,NP,SOUTH CAROLINA,,20200735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,7,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20200746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20200765,POINT (145.725693 15.1834)
OHIO,2020,7,,-,1,,1,,,-,4,,11,,32,,62,,,-,4,,13,,,NP,OHIO,,20200718,POINT (-82.70936 40.415534)
MINNESOTA,2020,7,,-,0,,,-,,-,,-,5,,,-,10,,,-,0,,,-,,NP,MINNESOTA,,20200723,POINT (-94.198308 46.349153)
LOUISIANA,2020,7,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,LOUISIANA,,20200745,POINT (-91.840238 30.921314)
TOTAL,2020,8,,-,2,,1,,7,,6,,112,,176,,607,,11,,13,,94,,,NP,,TOTAL,20200870,
HAWAII,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20200760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,7,,-,1,,,-,2,,3,,44,,17,,127,,1,,1,,6,,,NP,,SOUTH ATLANTIC,20200728,
PENNSYLVANIA,2020,7,,-,1,,,-,1,,,-,8,,1,,26,,3,,1,,5,,,NP,PENNSYLVANIA,,20200713,POINT (-77.838886 40.896694)
UTAH,2020,7,,-,0,,,-,,-,,-,7,,6,,21,,,-,3,,5,,,NP,UTAH,,20200755,POINT (-111.678222 39.323779)
COLORADO,2020,7,,-,0,,,-,1,,,-,3,,1,,3,,,-,0,,,-,,NP,COLORADO,,20200750,POINT (-105.547832 38.998552)
VERMONT,2020,7,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20200708,POINT (-72.662695 44.075252)
KENTUCKY,2020,7,,-,0,,,-,,-,2,,9,,12,,15,,4,,4,,12,,,NP,KENTUCKY,,20200740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20200767,POINT (-66.414655 18.215692)
MAINE,2020,7,,-,1,,,-,,-,1,,3,,6,,7,,,-,2,,3,,,NP,MAINE,,20200704,POINT (-69.06137 45.117911)
VIRGINIA,2020,7,,-,1,,,-,2,,3,,5,,7,,8,,,-,0,,1,,,NP,VIRGINIA,,20200736,POINT (-78.666382 37.510861)
ARIZONA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20200749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20200764,
WISCONSIN,2020,7,,-,0,,,-,,-,,-,7,,2,,11,,,-,0,,,-,,NP,WISCONSIN,,20200719,POINT (-89.732969 44.639954)
IDAHO,2020,7,,-,0,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,NP,IDAHO,,20200751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20200768,POINT (-64.840836 18.060868)
MICHIGAN,2020,7,,-,0,,,-,,-,,-,5,,9,,18,,,-,1,,2,,,NP,MICHIGAN,,20200717,POINT (-85.730977 44.874798)
GEORGIA,2020,7,,-,0,,,-,,-,,-,5,,2,,16,,,-,0,,,-,,NP,GEORGIA,,20200732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,7,,-,0,,,-,,-,,-,4,,7,,,-,,-,3,,7,,,NP,,NEW YORK CITY,20200712,
ARKANSAS,2020,7,,-,0,,,-,,-,4,,8,,12,,14,,,-,1,,3,,,NP,ARKANSAS,,20200744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,7,,-,0,,,-,,-,,-,1,,3,,,-,,-,0,,,-,,NP,MISSISSIPPI,,20200741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,7,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,NP,SOUTH DAKOTA,,20200727,POINT (-100.230491 44.43614)
WYOMING,2020,7,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20200756,POINT (-107.55145 42.999627)
MISSOURI,2020,7,,-,1,,,-,,-,,-,3,,1,,8,,,-,0,,,-,,NP,MISSOURI,,20200724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,7,,-,1,,,-,1,,2,,16,,20,,65,,4,,4,,18,,,NP,,MIDDLE ATLANTIC,20200709,
CALIFORNIA,2020,7,,-,1,,,-,1,,,-,9,,5,,25,,,-,1,,2,,,NP,CALIFORNIA,,20200759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,7,,-,0,,,-,,-,,-,4,,,-,6,,1,,1,,2,,,NP,WEST VIRGINIA,,20200737,POINT (-80.613729 38.642579)
FLORIDA,2020,7,,-,1,,,-,,-,,-,36,,,-,70,,,-,0,,,-,,NP,FLORIDA,,20200731,POINT (-82.420978 28.260731)
MONTANA,2020,7,,-,0,,,-,,-,,-,2,,,-,3,,,-,0,,,-,,NP,MONTANA,,20200752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,7,,-,1,,,-,,-,,-,7,,2,,26,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20200720,
MASSACHUSETTS,2020,7,,-,1,,,-,,-,,-,6,,,-,27,,,-,0,,,-,,NP,MASSACHUSETTS,,20200705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,7,,-,0,,,-,1,,,-,9,,9,,41,,,-,3,,5,,,NP,,MOUNTAIN,20200748,
INDIANA,2020,7,,-,0,,,-,,-,,-,22,,,-,29,,,-,0,,,-,,NP,INDIANA,,20200716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20200769,
US TERRITORIES,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20200763,
US RESIDENTS,2020,8,,-,2,,1,,7,,6,,112,,176,,607,,11,,13,,94,,,NP,,US RESIDENTS,20200801,
NEW HAMPSHIRE,2020,8,,-,0,,,-,,-,,-,1,,1,,4,,,-,1,,2,,,NP,NEW HAMPSHIRE,,20200806,POINT (-71.57139 43.680429)
NEW YORK,2020,8,,-,0,,,-,,-,3,,13,,16,,32,,,-,2,,5,,,NP,NEW YORK,,20200811,POINT (-75.59655 42.921241)
PACIFIC,2020,8,,-,1,,,-,1,,,-,12,,17,,38,,,-,1,,5,,,NP,,PACIFIC,20200857,
WEST SOUTH CENTRAL,2020,8,,-,0,,,-,,-,,-,13,,11,,23,,2,,1,,8,,,NP,,WEST SOUTH CENTRAL,20200843,
NEBRASKA,2020,8,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20200825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,8,,-,1,,,-,,-,1,,12,,30,,54,,6,,6,,28,,,NP,,EAST SOUTH CENTRAL,20200838,
NORTH DAKOTA,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20200826,POINT (-100.46931 47.446305)
NEVADA,2020,8,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,NEVADA,,20200853,POINT (-114.916992 39.283294)
ILLINOIS,2020,8,,-,0,,,-,,-,,-,5,,2,,18,,,-,1,,1,,,NP,ILLINOIS,,20200815,POINT (-89.148632 40.124144)
IOWA,2020,8,,-,0,,,-,,-,,-,1,,1,,3,,,-,0,,,-,,NP,IOWA,,20200821,POINT (-93.500061 42.074659)
TOTAL,2020,9,1,,2,,2,,7,,9,,113,,266,,689,,14,,18,,126,,,NP,,TOTAL,20200970,
TEXAS,2020,8,,-,0,,,-,,-,,-,4,,1,,8,,1,,0,,1,,,NP,TEXAS,,20200847,POINT (-99.317341 31.447238)
ALASKA,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20200858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,8,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20200830,POINT (-77.016275 38.904785)
WASHINGTON,2020,8,,-,0,,,-,,-,,-,4,,4,,8,,,-,0,,,-,,NP,WASHINGTON,,20200862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,8,,-,1,,,-,1,,,-,7,,7,,40,,,-,2,,5,,,NP,,NEW ENGLAND,20200802,
RHODE ISLAND,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20200807,POINT (-71.534637 41.572574)
OREGON,2020,8,,-,0,,,-,,-,,-,3,,7,,2,,,-,1,,3,,,NP,OREGON,,20200861,POINT (-120.605279 43.940449)
DELAWARE,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20200829,POINT (-75.452394 38.994926)
ALABAMA,2020,8,,-,0,,,-,,-,,-,1,,,-,1,,1,,0,,1,,,NP,ALABAMA,,20200839,POINT (-86.844516 32.756889)
KANSAS,2020,8,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,NP,KANSAS,,20200822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,8,,-,1,,,-,1,,,-,8,,,-,24,,,-,1,,1,,,NP,NORTH CAROLINA,,20200834,POINT (-79.130883 35.52603)
GUAM,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20200866,POINT (144.653198 13.3532)
NEW JERSEY,2020,8,,-,0,,,-,,-,,-,4,,2,,12,,,-,1,,1,,,NP,NEW JERSEY,,20200810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,8,,-,0,,,-,,-,,-,3,,,-,4,,,-,0,,,-,,NP,NEW MEXICO,,20200854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,8,,-,1,,1,,,-,1,,35,,53,,152,,,-,6,,16,,,NP,,EAST NORTH CENTRAL,20200814,
TENNESSEE,2020,8,,-,1,,,-,,-,,-,8,,13,,35,,4,,2,,13,,,NP,TENNESSEE,,20200842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,8,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,CONNECTICUT,,20200803,POINT (-72.738288 41.575155)
MARYLAND,2020,8,,-,0,,,-,,-,,-,3,,8,,4,,,-,1,,1,,,NP,MARYLAND,,20200833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,8,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,SOUTH CAROLINA,,20200835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,8,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20200846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20200865,POINT (145.725693 15.1834)
OHIO,2020,8,,-,1,,1,,,-,1,,11,,36,,71,,,-,4,,13,,,NP,OHIO,,20200818,POINT (-82.70936 40.415534)
MINNESOTA,2020,8,,-,0,,,-,,-,,-,5,,,-,11,,,-,0,,,-,,NP,MINNESOTA,,20200823,POINT (-94.198308 46.349153)
LOUISIANA,2020,8,,-,0,,,-,,-,,-,2,,1,,,-,,-,1,,1,,,NP,LOUISIANA,,20200845,POINT (-91.840238 30.921314)
HAWAII,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20200860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,8,,-,1,,,-,3,,1,,44,,19,,148,,,-,1,,5,,,NP,,SOUTH ATLANTIC,20200828,
PENNSYLVANIA,2020,8,,-,1,,,-,1,,,-,8,,1,,28,,1,,1,,5,,,NP,PENNSYLVANIA,,20200813,POINT (-77.838886 40.896694)
UTAH,2020,8,,-,0,,,-,,-,,-,7,,7,,26,,2,,3,,8,,,NP,UTAH,,20200855,POINT (-111.678222 39.323779)
COLORADO,2020,8,,-,0,,,-,1,,,-,3,,1,,3,,,-,0,,,-,,NP,COLORADO,,20200850,POINT (-105.547832 38.998552)
VERMONT,2020,8,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20200808,POINT (-72.662695 44.075252)
KENTUCKY,2020,8,,-,0,,,-,,-,1,,9,,14,,18,,1,,4,,14,,,NP,KENTUCKY,,20200840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20200867,POINT (-66.414655 18.215692)
MAINE,2020,8,,-,1,,,-,,-,,-,3,,6,,7,,,-,2,,3,,,NP,MAINE,,20200804,POINT (-69.06137 45.117911)
VIRGINIA,2020,8,,-,0,,,-,2,,1,,5,,8,,9,,,-,1,,1,,,NP,VIRGINIA,,20200836,POINT (-78.666382 37.510861)
ARIZONA,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20200849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20200864,
WISCONSIN,2020,8,,-,0,,,-,,-,,-,7,,2,,11,,,-,0,,,-,,NP,WISCONSIN,,20200819,POINT (-89.732969 44.639954)
IDAHO,2020,8,,-,0,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,NP,IDAHO,,20200851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20200868,POINT (-64.840836 18.060868)
MICHIGAN,2020,8,,-,0,,,-,,-,,-,5,,13,,20,,,-,1,,2,,,NP,MICHIGAN,,20200817,POINT (-85.730977 44.874798)
GEORGIA,2020,8,,-,0,,,-,,-,,-,5,,2,,17,,,-,0,,,-,,NP,GEORGIA,,20200832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,8,,-,0,,,-,,-,,-,4,,7,,,-,,-,3,,7,,,NP,,NEW YORK CITY,20200812,
ARKANSAS,2020,8,,-,0,,,-,,-,,-,9,,9,,14,,1,,1,,6,,,NP,ARKANSAS,,20200844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,8,,-,0,,,-,,-,,-,1,,3,,,-,,-,0,,,-,,NP,MISSISSIPPI,,20200841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,8,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,NP,SOUTH DAKOTA,,20200827,POINT (-100.230491 44.43614)
WYOMING,2020,8,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20200856,POINT (-107.55145 42.999627)
MISSOURI,2020,8,,-,1,,,-,,-,,-,3,,1,,11,,,-,0,,,-,,NP,MISSOURI,,20200824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,8,,-,1,,,-,1,,3,,16,,26,,72,,1,,4,,18,,,NP,,MIDDLE ATLANTIC,20200809,
CALIFORNIA,2020,8,,-,1,,,-,1,,,-,9,,6,,28,,,-,1,,2,,,NP,CALIFORNIA,,20200859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,8,,-,0,,,-,,-,,-,4,,,-,8,,,-,1,,2,,,NP,WEST VIRGINIA,,20200837,POINT (-80.613729 38.642579)
FLORIDA,2020,8,,-,1,,,-,,-,,-,36,,,-,82,,,-,0,,,-,,NP,FLORIDA,,20200831,POINT (-82.420978 28.260731)
MONTANA,2020,8,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,NP,MONTANA,,20200852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,8,,-,1,,,-,,-,,-,7,,3,,32,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20200820,
MASSACHUSETTS,2020,8,,-,1,,,-,1,,,-,6,,,-,28,,,-,0,,,-,,NP,MASSACHUSETTS,,20200805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,8,,-,0,,,-,1,,,-,9,,10,,48,,2,,3,,8,,,NP,,MOUNTAIN,20200848,
INDIANA,2020,8,,-,0,,,-,,-,,-,22,,,-,32,,,-,0,,,-,,NP,INDIANA,,20200816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20200869,
US TERRITORIES,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20200863,
US RESIDENTS,2020,9,1,,2,,2,,7,,9,,113,,266,,689,,14,,18,,126,,,NP,,US RESIDENTS,20200901,
NEW HAMPSHIRE,2020,9,,-,0,,,-,,-,,-,1,,1,,4,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20200906,POINT (-71.57139 43.680429)
NEW YORK,2020,9,1,,0,,1,,,-,3,,14,,22,,35,,,-,2,,4,,,NP,NEW YORK,,20200911,POINT (-75.59655 42.921241)
PACIFIC,2020,9,,-,1,,,-,1,,,-,13,,19,,46,,1,,2,,6,,,NP,,PACIFIC,20200957,
WEST SOUTH CENTRAL,2020,9,,-,0,,,-,,-,,-,12,,13,,22,,,-,1,,6,,,NP,,WEST SOUTH CENTRAL,20200943,
NEBRASKA,2020,9,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20200925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,9,,-,1,,,-,,-,1,,12,,45,,66,,7,,8,,37,,,NP,,EAST SOUTH CENTRAL,20200938,
NORTH DAKOTA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20200926,POINT (-100.46931 47.446305)
NEVADA,2020,9,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,NEVADA,,20200953,POINT (-114.916992 39.283294)
ILLINOIS,2020,9,,-,0,,,-,,-,,-,5,,4,,20,,,-,1,,1,,,NP,ILLINOIS,,20200915,POINT (-89.148632 40.124144)
IOWA,2020,9,,-,0,,,-,,-,,-,1,,1,,3,,,-,0,,,-,,NP,IOWA,,20200921,POINT (-93.500061 42.074659)
