Permit_number,Schedule_Date,Schedule_time,Base_Number,Last_Updated_Date,Last_Updated_Time
BC089,09/18/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AF316,07/01/2020,10:15AM,B03027,05/10/2020,18:05:03.586
BA594,05/28/2020,9:45AM,B01061,05/10/2020,18:05:03.586
BC275,07/29/2020,10:45AM,B00653,05/10/2020,18:05:03.586
BA160,09/18/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AA051,09/16/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AD312,07/07/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AA159,09/11/2020,10:30AM,B02932,05/10/2020,18:05:03.586
BB452,05/11/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AD723,07/07/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AF219,07/27/2020,10:15AM,B03152,05/10/2020,18:05:03.586
BB943,11/02/2020,11:00AM,B01231,05/10/2020,18:05:03.586
AA643,08/14/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AA783,10/28/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AD888,06/24/2020,9:45AM,B02847,05/10/2020,18:05:03.586
AA790,06/29/2020,9:00AM,,05/10/2020,18:05:03.586
AC954,10/22/2020,10:15AM,,05/10/2020,18:05:03.586
AA097,09/23/2020,9:45AM,B02847,05/10/2020,18:05:03.586
BA296,10/28/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AE274,07/22/2020,9:30AM,B01678,05/10/2020,18:05:03.586
AD708,06/24/2020,9:30AM,,05/10/2020,18:05:03.586
BB816,09/22/2020,10:45AM,B03027,05/10/2020,18:05:03.586
BC236,06/04/2020,10:45AM,B01734,05/10/2020,18:05:03.586
AE710,07/20/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AB496,11/06/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AF554,07/15/2020,10:15AM,,05/10/2020,18:05:03.586
AD561,07/28/2020,9:00AM,B01010,05/10/2020,18:05:03.586
BA645,09/10/2020,9:15AM,B01600,05/10/2020,18:05:03.586
BA790,11/06/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AA997,09/22/2020,9:15AM,B01339,05/10/2020,18:05:03.586
AC793,07/28/2020,9:00AM,B02540,05/10/2020,18:05:03.586
AA288,10/08/2020,9:15AM,B02414,05/10/2020,18:05:03.586
AD457,07/31/2020,9:15AM,B02540,05/10/2020,18:05:03.586
AD129,08/10/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AB158,08/24/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AD969,08/19/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AF207,07/28/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AD959,08/06/2020,9:00AM,B02902,05/10/2020,18:05:03.586
BA611,10/20/2020,10:30AM,B01083,05/10/2020,18:05:03.586
AF122,06/01/2020,10:30AM,,05/10/2020,18:05:03.586
AD851,11/04/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AD863,05/21/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AA463,08/19/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AA340,11/09/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AA702,10/28/2020,9:45AM,,05/10/2020,18:05:03.586
AE168,08/25/2020,9:30AM,B02804,05/10/2020,18:05:03.586
AA586,05/26/2020,9:30AM,,05/10/2020,18:05:03.586
AC097,06/18/2020,9:15AM,B02546,05/10/2020,18:05:03.586
AE502,07/02/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AE592,06/22/2020,9:45AM,B02772,05/10/2020,18:05:03.586
AB840,05/19/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AB320,05/13/2020,9:45AM,B02107,05/10/2020,18:05:03.586
AC752,06/26/2020,9:30AM,,05/10/2020,18:05:03.586
AD260,07/08/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AE818,08/21/2020,9:30AM,B01593,05/10/2020,18:05:03.586
AC027,05/15/2020,10:45AM,,05/10/2020,18:05:03.586
AB906,05/14/2020,10:45AM,B02847,05/10/2020,18:05:03.586
AD638,06/12/2020,9:45AM,,05/10/2020,18:05:03.586
BA753,06/29/2020,10:30AM,B00053,05/10/2020,18:05:03.586
AC877,06/01/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AE262,07/01/2020,9:45AM,B01848,05/10/2020,18:05:03.586
BA870,08/26/2020,10:00AM,B01109,05/10/2020,18:05:03.586
AF270,09/23/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AC741,07/02/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AA578,11/09/2020,9:45AM,B02759,05/10/2020,18:05:03.586
AC479,10/27/2020,10:00AM,,05/10/2020,18:05:03.586
AB233,05/14/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AF269,09/09/2020,9:00AM,B01536,05/10/2020,18:05:03.586
BB983,08/31/2020,10:45AM,B02293,05/10/2020,18:05:03.586
BB843,09/24/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AC876,05/20/2020,10:45AM,B01243,05/10/2020,18:05:03.586
AD383,05/26/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BA984,06/17/2020,10:30AM,B01340,05/10/2020,18:05:03.586
AA126,10/20/2020,9:00AM,,05/10/2020,18:05:03.586
AF706,07/20/2020,10:30AM,,05/10/2020,18:05:03.586
AD763,05/26/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AB663,10/16/2020,10:15AM,B03036,05/10/2020,18:05:03.586
BC191,07/24/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AB565,11/10/2020,9:00AM,B01234,05/10/2020,18:05:03.586
AD919,06/12/2020,10:00AM,,05/10/2020,18:05:03.586
AE859,06/01/2020,10:30AM,B01536,05/10/2020,18:05:03.586
AD215,10/01/2020,10:00AM,B02377,05/10/2020,18:05:03.586
BA901,06/17/2020,10:30AM,B01065,05/10/2020,18:05:03.586
AE814,10/27/2020,10:30AM,B01010,05/10/2020,18:05:03.586
AF718,10/02/2020,10:30AM,B02804,05/10/2020,18:05:03.586
AB929,10/13/2020,9:45AM,,05/10/2020,18:05:03.586
AD562,07/17/2020,9:30AM,B01313,05/10/2020,18:05:03.586
aa278,10/13/2020,9:00AM,,05/10/2020,18:05:03.586
BB735,10/02/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AD201,06/25/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AD643,08/06/2020,10:15AM,B02902,05/10/2020,18:05:03.586
AF631,08/06/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AC689,11/05/2020,10:45AM,B02539,05/10/2020,18:05:03.586
AB242,07/13/2020,9:00AM,B02346,05/10/2020,18:05:03.586
BA229,09/15/2020,9:45AM,B02539,05/10/2020,18:05:03.586
BB575,10/19/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AB757,10/29/2020,9:15AM,B02219,05/10/2020,18:05:03.586
AD448,09/11/2020,9:15AM,B02089,05/10/2020,18:05:03.586
AB426,09/21/2020,10:00AM,,05/10/2020,18:05:03.586
AF279,07/13/2020,10:30AM,,05/10/2020,18:05:03.586
AE058,06/12/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AD987,09/10/2020,9:45AM,B01061,05/10/2020,18:05:03.586
BA783,10/13/2020,10:15AM,B02657,05/10/2020,18:05:03.586
AC763,10/28/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AB502,11/05/2020,10:00AM,B01726,05/10/2020,18:05:03.586
AA935,09/09/2020,9:30AM,B02219,05/10/2020,18:05:03.586
AB287,10/30/2020,10:45AM,B03152,05/10/2020,18:05:03.586
AD028,07/15/2020,9:30AM,B03152,05/10/2020,18:05:03.586
AE066,08/20/2020,9:15AM,,05/10/2020,18:05:03.586
AB386,06/09/2020,9:15AM,,05/10/2020,18:05:03.586
AA120,08/14/2020,9:30AM,B01536,05/10/2020,18:05:03.586
BA738,06/22/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AD427,07/15/2020,9:45AM,B02638,05/10/2020,18:05:03.586
AA754,10/19/2020,9:15AM,B01300,05/10/2020,18:05:03.586
BB001,06/30/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AE048,07/16/2020,9:45AM,B01145,05/10/2020,18:05:03.586
AB651,11/02/2020,9:45AM,,05/10/2020,18:05:03.586
AE218,06/26/2020,10:00AM,B90675,05/10/2020,18:05:03.586
AE327,06/15/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AE470,05/19/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AA388,06/22/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AC410,09/03/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AF448,06/26/2020,10:45AM,B01734,05/10/2020,18:05:03.586
AB624,11/05/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AE587,10/19/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BB524,08/31/2020,10:45AM,B01614,05/10/2020,18:05:03.586
BB826,05/13/2020,9:30AM,,05/10/2020,18:05:03.586
BA369,08/19/2020,10:45AM,B01231,05/10/2020,18:05:03.586
AB825,06/26/2020,9:15AM,B03152,05/10/2020,18:05:03.586
AA118,10/01/2020,9:00AM,,05/10/2020,18:05:03.586
AF830,09/16/2020,10:30AM,B01128,05/10/2020,18:05:03.586
AA555,08/28/2020,9:30AM,B01848,05/10/2020,18:05:03.586
BA068,07/28/2020,10:15AM,B90042,05/10/2020,18:05:03.586
BB434,07/16/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AF437,07/08/2020,10:15AM,B01364,05/10/2020,18:05:03.586
AF208,07/10/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AB998,05/18/2020,9:30AM,B01340,05/10/2020,18:05:03.586
AB701,10/05/2020,9:15AM,B02183,05/10/2020,18:05:03.586
AA213,08/14/2020,9:45AM,B01455,05/10/2020,18:05:03.586
AF601,06/23/2020,10:15AM,,05/10/2020,18:05:03.586
AE953,07/01/2020,10:15AM,B02902,05/10/2020,18:05:03.586
AB469,10/21/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AC387,05/11/2020,9:45AM,B00485,05/10/2020,18:05:03.586
AB650,09/24/2020,9:15AM,B03152,05/10/2020,18:05:03.586
BC022,07/08/2020,9:00AM,B01231,05/10/2020,18:05:03.586
AF372,05/20/2020,9:15AM,B02537,05/10/2020,18:05:03.586
AC833,07/15/2020,9:15AM,B01010,05/10/2020,18:05:03.586
aa355,10/15/2020,9:15AM,B01678,05/10/2020,18:05:03.586
AA646,10/16/2020,9:15AM,B01536,05/10/2020,18:05:03.586
AE416,08/31/2020,10:15AM,,05/10/2020,18:05:03.586
AA969,09/25/2020,9:00AM,B01339,05/10/2020,18:05:03.586
BA353,11/10/2020,9:30AM,B02539,05/10/2020,18:05:03.586
AB107,06/11/2020,9:00AM,B02902,05/10/2020,18:05:03.586
AC489,08/07/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AE752,09/08/2020,10:30AM,,05/10/2020,18:05:03.586
AF152,07/24/2020,10:00AM,B01010,05/10/2020,18:05:03.586
AF494,07/30/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AE174,06/12/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BB151,05/13/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AD635,06/24/2020,9:30AM,B02822,05/10/2020,18:05:03.586
BA745,06/03/2020,10:30AM,B03112,05/10/2020,18:05:03.586
ab720,10/13/2020,9:45AM,B02847,05/10/2020,18:05:03.586
BC281,06/25/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AE212,06/19/2020,9:45AM,B03036,05/10/2020,18:05:03.586
BA582,11/02/2020,9:00AM,B02546,05/10/2020,18:05:03.586
BC272,05/13/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AA705,09/01/2020,9:00AM,B01313,05/10/2020,18:05:03.586
AB157,10/14/2020,9:15AM,B00457,05/10/2020,18:05:03.586
AC111,05/19/2020,9:45AM,B02932,05/10/2020,18:05:03.586
aa277,10/09/2020,9:00AM,B01536,05/10/2020,18:05:03.586
AB667,08/28/2020,9:45AM,B00531,05/10/2020,18:05:03.586
AA239,10/27/2020,9:30AM,B02847,05/10/2020,18:05:03.586
BB865,08/18/2020,9:15AM,B01231,05/10/2020,18:05:03.586
AA186,09/11/2020,9:45AM,B02537,05/10/2020,18:05:03.586
AE542,07/28/2020,9:30AM,B01614,05/10/2020,18:05:03.586
BA724,07/07/2020,10:30AM,B02932,05/10/2020,18:05:03.586
BA159,11/09/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AC668,06/23/2020,9:15AM,,05/10/2020,18:05:03.586
AE954,07/14/2020,9:45AM,B02804,05/10/2020,18:05:03.586
AA128,07/27/2020,9:00AM,B01536,05/10/2020,18:05:03.586
AC851,07/15/2020,9:15AM,,05/10/2020,18:05:03.586
AA959,10/23/2020,9:45AM,B00937,05/10/2020,18:05:03.586
BA193,09/10/2020,9:45AM,B03036,05/10/2020,18:05:03.586
AB268,11/10/2020,9:00AM,B02651,05/10/2020,18:05:03.586
AC031,05/15/2020,9:00AM,B02932,05/10/2020,18:05:03.586
BB827,08/24/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AC349,07/01/2020,9:00AM,,05/10/2020,18:05:03.586
AE160,09/03/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AC473,07/24/2020,9:00AM,,05/10/2020,18:05:03.586
BB261,09/28/2020,10:45AM,B01734,05/10/2020,18:05:03.586
AE912,07/15/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AA009,11/09/2020,9:30AM,B01536,05/10/2020,18:05:03.586
BB128,10/13/2020,10:15AM,,05/10/2020,18:05:03.586
AC088,08/07/2020,10:00AM,B02346,05/10/2020,18:05:03.586
BB294,07/23/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AF254,08/12/2020,10:00AM,B00310,05/10/2020,18:05:03.586
AB781,11/10/2020,9:30AM,B02414,05/10/2020,18:05:03.586
AA958,10/23/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AA412,09/17/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AA211,10/20/2020,9:00AM,B01285,05/10/2020,18:05:03.586
BA736,07/16/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AE499,08/10/2020,10:15AM,,05/10/2020,18:05:03.586
BB153,06/29/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AF647,08/06/2020,9:30AM,,05/10/2020,18:05:03.586
BB433,05/13/2020,9:15AM,B03036,05/10/2020,18:05:03.586
AE360,06/30/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AD659,08/24/2020,9:15AM,B03189,05/10/2020,18:05:03.586
BB351,09/14/2020,9:30AM,,05/10/2020,18:05:03.586
BB052,09/09/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AD186,07/01/2020,9:15AM,B01010,05/10/2020,18:05:03.586
AA247,07/30/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AE072,08/24/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AF043,06/12/2020,10:15AM,B01313,05/10/2020,18:05:03.586
AB670,08/03/2020,9:00AM,B01362,05/10/2020,18:05:03.586
BB682,09/18/2020,9:00AM,B01811,05/10/2020,18:05:03.586
AB735,08/19/2020,9:00AM,,05/10/2020,18:05:03.586
AC394,07/17/2020,9:00AM,B01734,05/10/2020,18:05:03.586
AE925,10/07/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AE161,09/01/2020,10:15AM,B01313,05/10/2020,18:05:03.586
AA450,06/04/2020,9:00AM,,05/10/2020,18:05:03.586
BC184,05/15/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BB144,08/05/2020,9:15AM,B03152,05/10/2020,18:05:03.586
BA709,07/22/2020,10:30AM,,05/10/2020,18:05:03.586
AD040,06/24/2020,9:15AM,B02537,05/10/2020,18:05:03.586
AA331,06/25/2020,10:45AM,B01231,05/10/2020,18:05:03.586
AF642,08/10/2020,9:30AM,B02414,05/10/2020,18:05:03.586
AC892,06/12/2020,9:30AM,B02902,05/10/2020,18:05:03.586
BA987,06/30/2020,10:15AM,,05/10/2020,18:05:03.586
AE176,06/26/2020,10:00AM,B02772,05/10/2020,18:05:03.586
BA560,06/16/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AC518,06/02/2020,9:45AM,B01285,05/10/2020,18:05:03.586
BB421,08/27/2020,9:15AM,B01381,05/10/2020,18:05:03.586
AC652,06/24/2020,9:15AM,B02638,05/10/2020,18:05:03.586
AD366,07/09/2020,9:45AM,,05/10/2020,18:05:03.586
AD304,06/08/2020,9:45AM,B02183,05/10/2020,18:05:03.586
BA897,06/03/2020,10:45AM,B03152,05/10/2020,18:05:03.586
AE420,08/04/2020,9:30AM,,05/10/2020,18:05:03.586
AD832,08/19/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AA238,08/07/2020,10:30AM,B00937,05/10/2020,18:05:03.586
AF236,06/26/2020,10:30AM,B02822,05/10/2020,18:05:03.586
BA833,08/03/2020,9:15AM,B03036,05/10/2020,18:05:03.586
AD800,06/29/2020,9:45AM,,05/10/2020,18:05:03.586
BC198,08/19/2020,10:30AM,B03036,05/10/2020,18:05:03.586
BA434,10/15/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB081,07/07/2020,10:45AM,B02902,05/10/2020,18:05:03.586
AB604,11/06/2020,9:00AM,B00647,05/10/2020,18:05:03.586
BC108,07/15/2020,10:45AM,B01678,05/10/2020,18:05:03.586
AE123,06/10/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AD136,06/10/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AB632,06/03/2020,9:00AM,,05/10/2020,18:05:03.586
BA892,06/29/2020,10:30AM,B01300,05/10/2020,18:05:03.586
AD280,07/21/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AC116,05/11/2020,9:30AM,B01285,05/10/2020,18:05:03.586
BB252,09/30/2020,9:45AM,B01231,05/10/2020,18:05:03.586
aa749,09/01/2020,9:15AM,B02219,05/10/2020,18:05:03.586
AF746,11/06/2020,9:00AM,B01593,05/10/2020,18:05:03.586
AE961,07/21/2020,10:15AM,B03152,05/10/2020,18:05:03.586
AB498,10/21/2020,9:45AM,,05/10/2020,18:05:03.586
AF078,07/21/2020,10:30AM,B01601,05/10/2020,18:05:03.586
AF535,09/23/2020,9:30AM,B02804,05/10/2020,18:05:03.586
AA268,06/26/2020,9:00AM,B02605,05/10/2020,18:05:03.586
BA284,07/22/2020,10:00AM,B02772,05/10/2020,18:05:03.586
AB920,06/18/2020,9:15AM,B02932,05/10/2020,18:05:03.586
BA403,10/27/2020,9:00AM,B01777,05/10/2020,18:05:03.586
BA342,09/23/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AD548,06/22/2020,9:30AM,B03036,05/10/2020,18:05:03.586
AB562,06/19/2020,9:00AM,B02414,05/10/2020,18:05:03.586
BA258,05/28/2020,9:30AM,B02638,05/10/2020,18:05:03.586
AE330,07/14/2020,9:30AM,B01977,05/10/2020,18:05:03.586
AF345,08/11/2020,10:00AM,,05/10/2020,18:05:03.586
BB766,05/29/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AB661,10/09/2020,9:30AM,,05/10/2020,18:05:03.586
AC800,06/23/2020,9:30AM,B02540,05/10/2020,18:05:03.586
AC480,07/21/2020,9:00AM,B02660,05/10/2020,18:05:03.586
AE777,06/26/2020,10:15AM,B03036,05/10/2020,18:05:03.586
BB400,10/13/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BC311,07/17/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AE059,10/01/2020,10:00AM,B02414,05/10/2020,18:05:03.586
AD857,11/10/2020,9:15AM,B03152,05/10/2020,18:05:03.586
BB202,05/12/2020,10:45AM,,05/10/2020,18:05:03.586
AB393,11/04/2020,10:00AM,B01777,05/10/2020,18:05:03.586
AC262,06/02/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AE874,07/10/2020,10:00AM,B03152,05/10/2020,18:05:03.586
AA317,09/16/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AD543,07/29/2020,9:15AM,B02219,05/10/2020,18:05:03.586
AC738,07/16/2020,9:15AM,B01455,05/10/2020,18:05:03.586
AE440,08/14/2020,9:00AM,B02902,05/10/2020,18:05:03.586
AA413,09/22/2020,9:30AM,B02759,05/10/2020,18:05:03.586
BB077,09/10/2020,9:00AM,B03027,05/10/2020,18:05:03.586
BB620,07/06/2020,10:45AM,B01231,05/10/2020,18:05:03.586
AF368,08/18/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AD642,08/14/2020,10:30AM,B02902,05/10/2020,18:05:03.586
AE672,07/31/2020,9:45AM,B90675,05/10/2020,18:05:03.586
AA957,10/23/2020,9:15AM,B01285,05/10/2020,18:05:03.586
AC504,05/19/2020,10:00AM,,05/10/2020,18:05:03.586
AF945,07/31/2020,10:45AM,B00647,05/10/2020,18:05:03.586
AD249,05/15/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AC724,11/02/2020,10:15AM,B01777,05/10/2020,18:05:03.586
BA915,06/30/2020,10:15AM,B01436,05/10/2020,18:05:03.586
AE915,07/10/2020,10:00AM,B03189,05/10/2020,18:05:03.586
AE971,07/28/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AE997,09/08/2020,10:30AM,,05/10/2020,18:05:03.586
AB958,09/21/2020,10:15AM,B01124,05/10/2020,18:05:03.586
BB430,09/02/2020,9:15AM,B01601,05/10/2020,18:05:03.586
AD796,09/08/2020,10:45AM,B02415,05/10/2020,18:05:03.586
BB981,09/22/2020,10:30AM,B02293,05/10/2020,18:05:03.586
AF104,07/24/2020,10:00AM,B03189,05/10/2020,18:05:03.586
BB945,11/02/2020,11:00AM,B01231,05/10/2020,18:05:03.586
BA543,10/16/2020,10:45AM,B00937,05/10/2020,18:05:03.586
AB856,10/09/2020,9:30AM,B01453,05/10/2020,18:05:03.586
AC787,05/12/2020,10:15AM,B02346,05/10/2020,18:05:03.586
BA762,06/29/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AB397,06/08/2020,9:00AM,,05/10/2020,18:05:03.586
AA715,05/28/2020,9:00AM,B01734,05/10/2020,18:05:03.586
AA828,07/17/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AA287,10/26/2020,9:00AM,,05/10/2020,18:05:03.586
AB884,06/23/2020,9:00AM,,05/10/2020,18:05:03.586
AB678,07/16/2020,9:00AM,B01315,05/10/2020,18:05:03.586
AF224,10/05/2020,10:00AM,B02804,05/10/2020,18:05:03.586
AC025,06/02/2020,9:30AM,,05/10/2020,18:05:03.586
BA592,10/28/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AF172,07/24/2020,10:00AM,,05/10/2020,18:05:03.586
BA479,07/17/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AC685,10/16/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AA714,05/28/2020,10:45AM,B02804,05/10/2020,18:05:03.586
AC705,05/15/2020,9:15AM,B01300,05/10/2020,18:05:03.586
BC314,08/06/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AA807,10/16/2020,9:15AM,B03036,05/10/2020,18:05:03.586
AF604,08/21/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AB330,10/02/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AA733,06/09/2020,9:00AM,B01536,05/10/2020,18:05:03.586
AE869,06/05/2020,10:15AM,B03189,05/10/2020,18:05:03.586
AB641,05/11/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AE532,05/26/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AF095,06/03/2020,10:00AM,B02772,05/10/2020,18:05:03.586
AB034,05/15/2020,10:15AM,B03027,05/10/2020,18:05:03.586
BB517,10/06/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AB957,06/01/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AD075,06/15/2020,9:30AM,B01534,05/10/2020,18:05:03.586
ab110,10/02/2020,9:30AM,B01536,05/10/2020,18:05:03.586
AF641,06/01/2020,10:30AM,B01065,05/10/2020,18:05:03.586
AE999,05/27/2020,10:45AM,,05/10/2020,18:05:03.586
AC138,06/09/2020,9:15AM,,05/10/2020,18:05:03.586
AF816,07/17/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AB190,10/22/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AC189,11/09/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AF359,06/26/2020,10:30AM,B00937,05/10/2020,18:05:03.586
AE837,06/05/2020,10:15AM,,05/10/2020,18:05:03.586
AF488,05/15/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AA368,10/27/2020,9:30AM,B01083,05/10/2020,18:05:03.586
AA165,09/22/2020,9:30AM,B01538,05/10/2020,18:05:03.586
AE129,06/22/2020,9:30AM,B02932,05/10/2020,18:05:03.586
BA740,06/17/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AF060,08/24/2020,9:45AM,B03036,05/10/2020,18:05:03.586
BA408,10/23/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AC042,05/14/2020,10:45AM,B01811,05/10/2020,18:05:03.586
AF293,06/11/2020,10:30AM,B02414,05/10/2020,18:05:03.586
AB266,06/09/2020,9:00AM,,05/10/2020,18:05:03.586
BA253,10/27/2020,9:00AM,B01734,05/10/2020,18:05:03.586
AA762,10/19/2020,9:15AM,B01717,05/10/2020,18:05:03.586
AB960,05/26/2020,10:00AM,B03027,05/10/2020,18:05:03.586
AE531,05/26/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AC176,06/16/2020,9:00AM,B02414,05/10/2020,18:05:03.586
AF899,08/07/2020,9:45AM,B02932,05/10/2020,18:05:03.586
BA052,10/01/2020,10:30AM,B02660,05/10/2020,18:05:03.586
BA792,11/06/2020,9:30AM,B01313,05/10/2020,18:05:03.586
AA357,05/13/2020,9:30AM,B01678,05/10/2020,18:05:03.586
BB835,09/28/2020,9:45AM,B03152,05/10/2020,18:05:03.586
BA431,11/05/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AB289,07/02/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AA864,10/01/2020,9:30AM,B02847,05/10/2020,18:05:03.586
BB061,06/17/2020,10:30AM,B03112,05/10/2020,18:05:03.586
AA575,10/02/2020,9:15AM,,05/10/2020,18:05:03.586
BA006,06/16/2020,10:00AM,B02847,05/10/2020,18:05:03.586
AD061,11/02/2020,10:15AM,B01614,05/10/2020,18:05:03.586
BC126,07/22/2020,10:45AM,B00882,05/10/2020,18:05:03.586
AB144,06/05/2020,9:00AM,B01300,05/10/2020,18:05:03.586
AA802,06/29/2020,9:00AM,B01234,05/10/2020,18:05:03.586
AE370,07/16/2020,10:00AM,B01600,05/10/2020,18:05:03.586
AA290,10/08/2020,9:15AM,B02414,05/10/2020,18:05:03.586
AE173,08/03/2020,10:15AM,B01811,05/10/2020,18:05:03.586
AB434,07/08/2020,9:15AM,B01339,05/10/2020,18:05:03.586
BA604,06/04/2020,9:45AM,,05/10/2020,18:05:03.586
AF008,09/23/2020,10:30AM,B02197,05/10/2020,18:05:03.586
AD704,09/03/2020,9:30AM,,05/10/2020,18:05:03.586
AD681,09/29/2020,10:00AM,B01777,05/10/2020,18:05:03.586
AB527,10/02/2020,10:00AM,B90675,05/10/2020,18:05:03.586
AD848,06/16/2020,9:30AM,B02183,05/10/2020,18:05:03.586
BA504,06/04/2020,9:45AM,,05/10/2020,18:05:03.586
AF388,06/19/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AD450,07/10/2020,9:00AM,B02183,05/10/2020,18:05:03.586
AB315,06/17/2020,9:00AM,B02932,05/10/2020,18:05:03.586
