the_geom,Object ID,GIS_ID,CORRIDOR_TYPE,STREET_NAME,Shape__Length
"MULTILINESTRING ((-97.721249061541 30.334004662808, -97.720172986938 30.335687963511))",222,293,Core Transit Corridor,N LAMAR BLVD,700.017923841526
"MULTILINESTRING ((-97.742388149701 30.306258968937, -97.741902878171 30.307096266961))",354,354,Core Transit Corridor,N LAMAR BLVD,340.851785211785
"MULTILINESTRING ((-97.838787029088 30.17819062169, -97.8389403002 30.178180957799, -97.840929792244 30.179163021124, -97.841018286822 30.179275222773))",58,129,Future Core Transit Corridor,W SLAUGHTER LN,821.04934721509
"MULTILINESTRING ((-97.717278743763 30.280442897104, -97.716239659807 30.28060595532))",603,459,Core Transit Corridor,E MARTIN LUTHER KING BLVD,333.30358245655
"MULTILINESTRING ((-97.753971460515 30.271543602144, -97.752781371721 30.273953963811))",478,546,Core Transit Corridor,N LAMAR BLVD,953.731838780917
"MULTILINESTRING ((-97.739265253265 30.30333544361, -97.739791836613 30.303585380366))",369,369,Core Transit Corridor,W 38TH ST,189.412477101075
"MULTILINESTRING ((-97.755174432517 30.249389534353, -97.755831992747 30.247452780853))",638,638,Core Transit Corridor,S 1ST ST,734.341784912761
"MULTILINESTRING ((-97.738547731997 30.312102792223, -97.737605155687 30.313468017479))",258,329,Core Transit Corridor,N LAMAR BLVD,578.783160781735
"MULTILINESTRING ((-97.753350901772 30.420553600315, -97.753930213899 30.4212005778))",290,11,Future Core Transit Corridor,JOLLYVILLE RD,297.834173751836
"MULTILINESTRING ((-97.753178087905 30.269743073106, -97.754460341449 30.270241503926))",425,493,Core Transit Corridor,W 5TH ST,443.52211930418
"MULTILINESTRING ((-97.75096199798 30.269316132956, -97.752383637505 30.269592307096, -97.753178087905 30.269743073106))",428,496,Core Transit Corridor,W 5TH ST,716.611988456731
"MULTILINESTRING ((-97.711617739033 30.256803374559, -97.711115441587 30.256633574341))",547,615,Core Transit Corridor,E 5TH ST,170.188099254408
"MULTILINESTRING ((-97.779850752851 30.245356330179, -97.781404704695 30.244262829556))",643,643,Core Transit Corridor,S LAMAR BLVD,631.611357874891
"MULTILINESTRING ((-97.785368505474 30.241404398047, -97.786232149128 30.24078625109, -97.788859061279 30.238946244847, -97.78929033312 30.238675296812))",651,651,Core Transit Corridor,S LAMAR BLVD,1587.34193166078
"MULTILINESTRING ((-97.699714842837 30.223389005781, -97.699650753299 30.223290985178, -97.697978892384 30.222549917477, -97.69783827145 30.222561628293))",745,745,Core Transit Corridor,E RIVERSIDE DR,678.454923042877
"MULTILINESTRING ((-97.753489817818 30.259589610447, -97.754734442029 30.260015059961, -97.75571264967 30.260349437064))",705,705,Core Transit Corridor,BARTON SPRINGS RD,754.230991528668
"MULTILINESTRING ((-97.702943728359 30.355344665299, -97.702695242607 30.355501840538))",26,97,Future Core Transit Corridor,N LAMAR BLVD,97.0049604877381
"MULTILINESTRING ((-97.678440034771 30.307918089965, -97.677097855573 30.307994798673))",339,60,Future Core Transit Corridor,MANOR RD,424.454560637046
"MULTILINESTRING ((-97.739232296946 30.319861640031, -97.739341572758 30.322017376839))",251,322,Core Transit Corridor,BURNET RD,784.774588104367
"MULTILINESTRING ((-97.745737452526 30.301094694978, -97.745461967082 30.301498330348))",104,175,Core Transit Corridor,N LAMAR BLVD,170.6100063413
"MULTILINESTRING ((-97.67959521127 30.397665289445, -97.679405010614 30.399157570768))",343,64,Future Core Transit Corridor,N LAMAR BLVD,546.026444681735
"MULTILINESTRING ((-97.805085320357 30.174086928227, -97.805166504915 30.17400981841, -97.805728528776 30.174004717662, -97.805884658572 30.174067206635))",66,137,Future Core Transit Corridor,W SLAUGHTER LN,269.934974058428
"MULTILINESTRING ((-97.715347392263 30.312073885323, -97.714918042722 30.311891843402))",321,42,Future Core Transit Corridor,E 51ST ST,150.791242930351
"MULTILINESTRING ((-97.747713753682 30.268387020912, -97.748786282151 30.268683693482))",434,502,Core Transit Corridor,W 5TH ST,355.360391709823
"MULTILINESTRING ((-97.755698272742 30.267969140548, -97.755211099828 30.269099188376, -97.755206255598 30.2691097349, -97.754698801605 30.270224025145, -97.754609208895 30.270295794358))",703,703,Core Transit Corridor,N LAMAR BLVD,917.205022024489
"MULTILINESTRING ((-97.701309312788 30.287541892949, -97.701108875527 30.287628538337))",144,215,Future Core Transit Corridor,MANOR RD,70.6769412076654
"MULTILINESTRING ((-97.737532665138 30.345389041774, -97.736618698599 30.346740215596))",210,281,Core Transit Corridor,BURNET RD,569.732048964524
"MULTILINESTRING ((-97.749572597197 30.260163878887, -97.749719543656 30.260276305011, -97.75000039558 30.260731566084, -97.750105719186 30.260869748956, -97.750228711516 30.260984634932, -97.750355599279 30.261081832251, -97.751057834906 30.26151601839, -97.751195108074 30.261543620989, -97.751336623743 30.261539376949, -97.751473975694 30.261564037404, -97.751578442727 30.261607562593, -97.751661537716 30.261686136136, -97.751716735801 30.261787828514, -97.751747852199 30.261897891203, -97.751766437883 30.262045271205))",722,722,Core Transit Corridor,W RIVERSIDE DR,1037.44926917612
"MULTILINESTRING ((-97.745712261356 30.306414127739, -97.746385732972 30.306713756816))",353,353,Core Transit Corridor,W 38TH ST,238.832395019506
"MULTILINESTRING ((-97.724104647628 30.2793003958, -97.723186359951 30.279479721093))",611,467,Core Transit Corridor,E MARTIN LUTHER KING BLVD,297.106268755416
"MULTILINESTRING ((-97.713378856553 30.281103071673, -97.712446533476 30.281243527952))",581,437,Core Transit Corridor,E MARTIN LUTHER KING BLVD,298.685177737123
"MULTILINESTRING ((-97.716914421867 30.231350236486, -97.716239827187 30.231083064503, -97.716122953858 30.231107574371))",733,733,Core Transit Corridor,E RIVERSIDE DR,272.127360195724
"MULTILINESTRING ((-97.747710762181 30.263648126955, -97.74798154038 30.262883496059, -97.748243624792 30.262206699946, -97.749283281787 30.259763370637))",93,164,Core Transit Corridor,S 1ST ST,1497.90736675653
"MULTILINESTRING ((-97.754288630702 30.251508711978, -97.754640109858 30.250654934155))",507,575,Core Transit Corridor,S 1ST ST,329.746722536029
"MULTILINESTRING ((-97.695030782625 30.221070940604, -97.695003641705 30.220986303465, -97.694362977948 30.220607552793, -97.69424510127 30.220607571853))",738,738,Core Transit Corridor,E RIVERSIDE DR,313.969457241533
"MULTILINESTRING ((-97.775216851719 30.203894059444, -97.775372168596 30.203260107697))",170,241,Future Core Transit Corridor,S CONGRESS AVE,235.725673909716
"MULTILINESTRING ((-97.764512483789 30.234450336117, -97.764852129594 30.233827323766))",659,659,Core Transit Corridor,S 1ST ST,250.688982222828
"MULTILINESTRING ((-97.744133717783 30.274858892588, -97.743716387836 30.276015504357))",512,580,Core Transit Corridor,GUADALUPE ST,440.79354350264
"MULTILINESTRING ((-97.754221011921 30.421481457142, -97.754691588903 30.421922719002))",288,9,Future Core Transit Corridor,JOLLYVILLE RD,218.524625024335
"MULTILINESTRING ((-97.723822263422 30.234065125782, -97.723621272528 30.23381493038, -97.723498413502 30.233683463382))",458,526,Core Transit Corridor,E RIVERSIDE DR,172.519574958829
"MULTILINESTRING ((-97.748327910648 30.415675150332, -97.750042654931 30.41729113508))",294,15,Future Core Transit Corridor,JOLLYVILLE RD,798.461668324646
"MULTILINESTRING ((-97.774800415383 30.204947056424, -97.775216851719 30.203894059444))",169,240,Future Core Transit Corridor,S CONGRESS AVE,404.930551081744
"MULTILINESTRING ((-97.700165810619 30.316853880044, -97.699624386086 30.3172938195))",310,31,Core Transit Corridor,CAMERON RD,234.061953451349
"MULTILINESTRING ((-97.715643933293 30.330384760143, -97.715590160525 30.330470051452, -97.715605325982 30.330691683159, -97.715624803564 30.330929711976, -97.7156759 30.331229390602, -97.71571799444 30.331451819323, -97.71579990882 30.331707158453, -97.715927312484 30.332059798931, -97.716106412149 30.332416684334, -97.716254066899 30.332705488714, -97.716489403688 30.333172712054, -97.716629638914 30.333454598717, -97.716701157942 30.333597674866))",715,715,Core Transit Corridor,AIRPORT BLVD,1236.10511692668
"MULTILINESTRING ((-97.697368974886 30.319318497017, -97.69673328136 30.319929760874))",52,123,Core Transit Corridor,CAMERON RD,299.419034177558
"MULTILINESTRING ((-97.718277861979 30.280292767649, -97.717278743763 30.280442897104))",590,446,Core Transit Corridor,E MARTIN LUTHER KING BLVD,320.062497508572
"MULTILINESTRING ((-97.731140203968 30.318268969605, -97.730828718152 30.318774955632))",238,309,Core Transit Corridor,N LAMAR BLVD,208.621890227501
"MULTILINESTRING ((-97.705560836868 30.282301677277, -97.703952988229 30.282576738999))",423,423,Core Transit Corridor,E MARTIN LUTHER KING BLVD,517.270719554341
"MULTILINESTRING ((-97.718433151048 30.284415973973, -97.71818483365 30.284457662958))",160,231,Future Core Transit Corridor,MANOR RD,79.8309119817266
"MULTILINESTRING ((-97.71049423339 30.350061817587, -97.709361301857 30.350819747695, -97.709160831053 30.350815645645))",33,104,Future Core Transit Corridor,N LAMAR BLVD,514.560831457304
"MULTILINESTRING ((-97.723716266398 30.330121881019, -97.723547516861 30.3303824815))",225,296,Core Transit Corridor,N LAMAR BLVD,108.706251844109
"MULTILINESTRING ((-97.752147720446 30.289779883048, -97.752167681707 30.289870138377, -97.75167558516 30.290486617318, -97.75129980761 30.290937940918, -97.751158394948 30.291100195032, -97.750965580202 30.291300248268, -97.750827727542 30.291443156292, -97.750744091073 30.29151297972, -97.750617703273 30.291587470234, -97.750528218717 30.29162356617, -97.750419310891 30.2916547607, -97.750318018191 30.291674969212, -97.750126519676 30.291710852316, -97.749967836852 30.291741455584, -97.749856638948 30.291714928522))",599,455,Core Transit Corridor,N LAMAR BLVD,1079.82399121897
"MULTILINESTRING ((-97.737605155687 30.313468017479, -97.737585311651 30.313635359781, -97.73718049935 30.314230368973, -97.737012326991 30.314469600035, -97.736900169425 30.314631029184, -97.736823782288 30.314714247414, -97.736653703922 30.314899367308))",255,326,Core Transit Corridor,N LAMAR BLVD,607.717601231277
"MULTILINESTRING ((-97.739673550108 30.250124163437, -97.739477340688 30.250048213837, -97.738891282767 30.249836754845, -97.738774160785 30.249847474001))",510,578,Core Transit Corridor,E RIVERSIDE DR,305.409453594379
"MULTILINESTRING ((-97.73578735141 30.348260829491, -97.734941913635 30.349508867197))",248,319,Core Transit Corridor,BURNET RD,526.437207000237
"MULTILINESTRING ((-97.715450751973 30.284894155486, -97.71419345956 30.285096746232))",158,229,Future Core Transit Corridor,MANOR RD,403.626287999242
"MULTILINESTRING ((-97.723186359951 30.279479721093, -97.722207100835 30.279657796634))",608,464,Core Transit Corridor,E MARTIN LUTHER KING BLVD,315.8168054174
"MULTILINESTRING ((-97.765018466365 30.23357773916, -97.765320590909 30.233124382923))",661,661,Core Transit Corridor,S 1ST ST,190.497508980303
"MULTILINESTRING ((-97.745182633036 30.282667953094, -97.745934089258 30.282889402653))",572,428,Core Transit Corridor,W MARTIN LUTHER KING BLVD,250.491328883588
"MULTILINESTRING ((-97.783983442671 30.242454963064, -97.784650656065 30.241898925226))",694,694,Core Transit Corridor,S LAMAR BLVD,292.035836600268
"MULTILINESTRING ((-97.748129380736 30.403228533665, -97.747844418448 30.403915882361))",299,20,Future Core Transit Corridor,JOLLYVILLE RD,265.631414691085
"MULTILINESTRING ((-97.695841126031 30.252274246892, -97.69314315699 30.251097073494))",168,239,Future Core Transit Corridor,E 7TH ST,953.396985666174
"MULTILINESTRING ((-97.741998325201 30.282647608496, -97.741913486638 30.283801038444))",571,427,Core Transit Corridor,GUADALUPE ST,420.344049569151
"MULTILINESTRING ((-97.699624386086 30.3172938195, -97.6987687316 30.318095850012))",55,126,Core Transit Corridor,CAMERON RD,397.458305141371
"MULTILINESTRING ((-97.781985568478 30.18340182818, -97.782774644564 30.180972534925, -97.783223250548 30.179567818174))",56,127,Future Core Transit Corridor,S CONGRESS AVE,1448.20546083136
"MULTILINESTRING ((-97.752534449871 30.241857316414, -97.752707075268 30.240811130793))",454,522,Core Transit Corridor,S CONGRESS AVE,384.37267901738
"MULTILINESTRING ((-97.716934285349 30.333964132848, -97.716973560084 30.33416793862, -97.717462624809 30.335106469444, -97.717640774269 30.335330380026))",221,292,Core Transit Corridor,AIRPORT BLVD,548.677209432916
"MULTILINESTRING ((-97.753930213899 30.4212005778, -97.754221011921 30.421481457142))",289,10,Future Core Transit Corridor,JOLLYVILLE RD,137.24403322806
"MULTILINESTRING ((-97.753971460515 30.271543602144, -97.754753114183 30.271860990823, -97.754985599733 30.271943971357))",702,702,Core Transit Corridor,W 6TH ST,351.768483616467
"MULTILINESTRING ((-97.751311265629 30.245150475247, -97.751637804084 30.244252197158))",449,517,Core Transit Corridor,S CONGRESS AVE,342.580319017787
"MULTILINESTRING ((-97.73247900481 30.313534995669, -97.732360640373 30.315019079201))",253,324,Core Transit Corridor,W GUADALUPE ST,541.03506290974
"MULTILINESTRING ((-97.732519330156 30.313029143887, -97.73247900481 30.313534995669))",256,327,Core Transit Corridor,W GUADALUPE ST,184.412095781861
"MULTILINESTRING ((-97.756346586967 30.246569276213, -97.75690281373 30.245727861946))",639,639,Core Transit Corridor,S 1ST ST,352.83462048725
"MULTILINESTRING ((-97.714971578169 30.343977630564, -97.714568521979 30.344658092951, -97.713246968483 30.346614114836, -97.713091121611 30.346842429574, -97.71279355847 30.347278416359, -97.712790586744 30.347282756397, -97.712680543976 30.347443962198, -97.712611166717 30.347551073768, -97.712561947959 30.347627023112, -97.71255167004 30.347643480392, -97.71244734368 30.347810193484, -97.712364830088 30.347942064972, -97.712286325605 30.348057103779, -97.71228252786 30.34806266495, -97.712232328233 30.348136174026, -97.71136168691 30.349187142401, -97.71049423339 30.350061817587))",34,105,Future Core Transit Corridor,N LAMAR BLVD,2632.48759776409
"MULTILINESTRING ((-97.761472972345 30.428247086969, -97.762291887034 30.42872005255))",348,69,Future Core Transit Corridor,JOLLYVILLE RD,310.161357925046
"MULTILINESTRING ((-97.733252946543 30.352221143308, -97.731427845001 30.355101023404, -97.731121367329 30.355643915478, -97.730950878993 30.35601981311, -97.73090489748 30.356159533559))",206,277,Core Transit Corridor,BURNET RD,1614.73208569456
"MULTILINESTRING ((-97.715745542914 30.302629067883, -97.715721166615 30.302734294647, -97.715795095976 30.302916173043, -97.715845385838 30.303093112861))",370,370,Core Transit Corridor,AIRPORT BLVD,175.45535067107
"MULTILINESTRING ((-97.741557796683 30.287724089367, -97.741468774122 30.288767421327))",416,416,Core Transit Corridor,GUADALUPE ST,380.487491838801
"MULTILINESTRING ((-97.75117209333 30.277365106815, -97.750872061706 30.278070132989, -97.750771678374 30.278406319834, -97.75067317347 30.278851099662))",477,545,Core Transit Corridor,N LAMAR BLVD,564.371897474788
"MULTILINESTRING ((-97.735107999486 30.307522539816, -97.734357970094 30.308654232899))",272,343,Core Transit Corridor,GUADALUPE ST,474.782127024477
"MULTILINESTRING ((-97.75067317347 30.278851099662, -97.750713411421 30.279231567712, -97.750726784385 30.279672165913, -97.750703132072 30.27983844269))",619,475,Core Transit Corridor,N LAMAR BLVD,360.182664168918
"MULTILINESTRING ((-97.70700904296 30.282070080057, -97.705560836868 30.282301677277))",569,425,Core Transit Corridor,E MARTIN LUTHER KING BLVD,464.811890775945
"MULTILINESTRING ((-97.691237901868 30.327775318426, -97.691224544264 30.327905356681, -97.690531624507 30.329001514788, -97.690412884391 30.329044393343))",36,107,Future Core Transit Corridor,CAMERON RD,542.723533510271
"MULTILINESTRING ((-97.706227373375 30.226232052764, -97.706190960147 30.226132732717, -97.70495845745 30.225549480654, -97.704840549893 30.225572529599))",735,735,Core Transit Corridor,E RIVERSIDE DR,519.382580413761
"MULTILINESTRING ((-97.735545730636 30.35831141391, -97.735624856146 30.358415165027, -97.738137855748 30.359740116573, -97.738271694381 30.359757814507))",204,275,Core Transit Corridor,W ANDERSON LN,1015.50504519258
"MULTILINESTRING ((-97.746882875957 30.257148869229, -97.747925001187 30.2581325214))",114,185,Core Transit Corridor,W RIVERSIDE DR,486.042713606948
"MULTILINESTRING ((-97.750476537081 30.307043204605, -97.750785040721 30.307201266613))",279,350,Core Transit Corridor,W 35TH ST,113.057379792754
"MULTILINESTRING ((-97.742087419554 30.281807804287, -97.742695086014 30.281954856721))",602,458,Core Transit Corridor,W MARTIN LUTHER KING BLVD,199.122997260726
"MULTILINESTRING ((-97.740849041688 30.361025348393, -97.74099331364 30.361112782829, -97.741426307712 30.361209215835, -97.74166667621 30.361243666563, -97.741951343993 30.361273704307, -97.742316285517 30.361294306688, -97.742980648063 30.361305746698, -97.743205867676 30.361310295228, -97.743428751417 30.36131677594, -97.743897756777 30.361312439083, -97.744015469244 30.361251639673))",247,318,Core Transit Corridor,W ANDERSON LN,1021.21379767123
"MULTILINESTRING ((-97.746148980609 30.259117045679, -97.748433286405 30.258643339604))",100,171,Core Transit Corridor,BARTON SPRINGS RD,741.491926539941
"MULTILINESTRING ((-97.758445249879 30.24330283146, -97.758860612385 30.242634599616, -97.759629913089 30.242116494111))",646,646,Core Transit Corridor,S 1ST ST,583.601595869238
"MULTILINESTRING ((-97.75690281373 30.245727861946, -97.756957620998 30.245632702884))",640,640,Core Transit Corridor,S 1ST ST,38.6942374513901
"MULTILINESTRING ((-97.76574170677 30.232414991738, -97.76600570063 30.232015986099))",663,663,Core Transit Corridor,S 1ST ST,167.358849243883
"MULTILINESTRING ((-97.747402480204 30.293939199551, -97.747465496952 30.293960135726, -97.74856834549 30.295639436268, -97.74871637743 30.295871882571, -97.748844892478 30.296126570389, -97.748911904296 30.296327404174, -97.748963674093 30.296542342791, -97.748983918416 30.296684723662, -97.748990290754 30.296847974817, -97.748975537563 30.296997708833, -97.748961475228 30.297140552962, -97.748932522188 30.297281996885, -97.748876532102 30.297492121501, -97.748816392549 30.29764179304, -97.748673051647 30.297937067042, -97.74856130318 30.298108360966, -97.748480105635 30.298140111935))",556,624,Core Transit Corridor,N LAMAR BLVD,1700.79420823633
"MULTILINESTRING ((-97.72414259157 30.26324185449, -97.722119211876 30.262581803639))",410,410,Core Transit Corridor,E 7TH ST,682.409837252283
"MULTILINESTRING ((-97.741438789859 30.304430046147, -97.743056800934 30.305202597356))",361,361,Core Transit Corridor,W 38TH ST,582.795000087329
"MULTILINESTRING ((-97.733572095145 30.265433034744, -97.732551575594 30.265090534027))",180,251,Core Transit Corridor,E 6TH ST,345.418513191767
"MULTILINESTRING ((-97.746148980609 30.259117045679, -97.746882875957 30.257148869229))",113,184,Core Transit Corridor,S CONGRESS AVE,752.373832200672
"MULTILINESTRING ((-97.774529020713 30.205585370858, -97.774800415383 30.204947056424))",691,691,Core Transit Corridor,S CONGRESS AVE,247.474065166036
"MULTILINESTRING ((-97.751067175309 30.352418041794, -97.75115740593 30.352517275681, -97.751490147083 30.352675711331, -97.751718371905 30.352785232179, -97.75301189556 30.353442744923, -97.753141790462 30.35341793705))",30,101,Future Core Transit Corridor,FAR WEST BLVD,762.818438471699
"MULTILINESTRING ((-97.743716387836 30.276015504357, -97.743342861391 30.276945822299))",623,479,Core Transit Corridor,GUADALUPE ST,358.302852330418
"MULTILINESTRING ((-97.716122953858 30.231107574371, -97.716080971852 30.231018127988, -97.715675790982 30.230855112984, -97.71453201941 30.230367528503, -97.714410137326 30.230385196583))",743,743,Core Transit Corridor,E RIVERSIDE DR,617.578305335792
"MULTILINESTRING ((-97.732116607266 30.266031508913, -97.731736510494 30.265901263499))",484,552,Core Transit Corridor,E 7TH ST,129.006392122769
"MULTILINESTRING ((-97.728000572694 30.264662532473, -97.727118969405 30.264339313763))",187,258,Core Transit Corridor,E 7TH ST,302.129238028294
"MULTILINESTRING ((-97.706495788364 30.307512263579, -97.702840957423 30.305784009557))",341,62,Core Transit Corridor,E 51ST ST,1313.48473728021
"MULTILINESTRING ((-97.717150757048 30.284609829314, -97.715450751973 30.284894155486))",159,230,Future Core Transit Corridor,MANOR RD,546.453962229328
"MULTILINESTRING ((-97.756372366539 30.23551347275, -97.757373775552 30.234188705669, -97.758468091036 30.232467001777))",696,696,Core Transit Corridor,S CONGRESS AVE,1291.52532405617
"MULTILINESTRING ((-97.748655417802 30.307301360597, -97.748864771469 30.307300631546, -97.749057983894 30.307269377137, -97.749230749463 30.307246512597, -97.749450183643 30.307180636368))",275,346,Core Transit Corridor,W 35TH ST CTOF,256.50654580744
"MULTILINESTRING ((-97.717469516508 30.231641917351, -97.717384558641 30.231537016349, -97.716914421867 30.231350236486))",749,749,Core Transit Corridor,E RIVERSIDE DR,209.916766933809
"MULTILINESTRING ((-97.833997307587 30.176582514313, -97.834120269606 30.176531752216, -97.834953762709 30.176594446992, -97.83525822428 30.176633391835))",61,132,Future Core Transit Corridor,W SLAUGHTER LN,404.620513868837
"MULTILINESTRING ((-97.712640393725 30.229515888442, -97.712594949687 30.229401259566, -97.712318281036 30.229222930921, -97.71181291821 30.228907574096, -97.711499830372 30.228739719762, -97.711088311024 30.228524964098, -97.710953851259 30.228531176851))",734,734,Core Transit Corridor,E RIVERSIDE DR,659.804572090311
"MULTILINESTRING ((-97.743056800934 30.305202597356, -97.742388149701 30.306258968937))",358,358,Core Transit Corridor,N LAMAR BLVD,438.320666969394
"MULTILINESTRING ((-97.734001932428 30.264531390808, -97.732965735624 30.264183073614))",188,259,Core Transit Corridor,E 5TH ST,350.800540066464
"MULTILINESTRING ((-97.704859398957 30.286531108244, -97.704206265437 30.286657980194))",148,219,Future Core Transit Corridor,MANOR RD,211.248643726937
"MULTILINESTRING ((-97.714585250652 30.301310221007, -97.714664013016 30.301445856025, -97.714808196828 30.301546439402, -97.714932489177 30.301654702212, -97.715051227416 30.301769067721, -97.715142874944 30.301867917907, -97.715299816608 30.302050914733, -97.715493134923 30.302321978189, -97.715577346242 30.30245428595, -97.715652750662 30.302581764895, -97.715745542914 30.302629067883))",376,376,Core Transit Corridor,AIRPORT BLVD,611.259318085254
"MULTILINESTRING ((-97.749944644156 30.248929385004, -97.750278089766 30.247951489377))",443,511,Core Transit Corridor,S CONGRESS AVE,370.908321777813
"MULTILINESTRING ((-97.729090293965 30.265022979376, -97.728889478263 30.264950138062))",181,252,Core Transit Corridor,E 7TH ST,68.709821104907
"MULTILINESTRING ((-97.686381966758 30.381940865567, -97.685195934311 30.38400979346))",7,78,Future Core Transit Corridor,N LAMAR BLVD,840.253771274405
"MULTILINESTRING ((-97.717850089077 30.339411657557, -97.715966046768 30.342354312304))",213,284,Core Transit Corridor,N LAMAR BLVD,1224.15997109662
"MULTILINESTRING ((-97.772798879532 30.208867800093, -97.773169812065 30.208253646395, -97.773631943814 30.207424039715))",688,688,Core Transit Corridor,S CONGRESS AVE,587.410463983703
"MULTILINESTRING ((-97.736319053477 30.301862103954, -97.738154269236 30.302746382707))",375,375,Core Transit Corridor,W 38TH ST,662.454566993446
"MULTILINESTRING ((-97.713399064291 30.311211721387, -97.711946568566 30.310480710725))",325,46,Future Core Transit Corridor,E 51ST ST,529.860499806997
"MULTILINESTRING ((-97.747371741818 30.26932623568, -97.748431317825 30.269633650982))",427,495,Core Transit Corridor,W 6TH ST,352.682595213498
"MULTILINESTRING ((-97.754298468422 30.308487655866, -97.754631076172 30.308585108464))",268,339,Core Transit Corridor,W 35TH ST,110.779433119527
"MULTILINESTRING ((-97.712099863353 30.285403236774, -97.711151584364 30.285546109462))",154,225,Future Core Transit Corridor,MANOR RD,303.784562891094
"MULTILINESTRING ((-97.741575082476 30.315406699313, -97.740776352673 30.316699715962))",244,315,Core Transit Corridor,BURNET RD,533.532526198479
"MULTILINESTRING ((-97.740046674822 30.309954104651, -97.739318735271 30.31101550573))",263,334,Core Transit Corridor,N LAMAR BLVD,449.192747558371
"MULTILINESTRING ((-97.764166775992 30.264096677233, -97.764593802184 30.264406619707, -97.764923268383 30.264658471606, -97.764995189037 30.264774106744))",536,604,Core Transit Corridor,BARTON SPRINGS RD,362.117718723544
"MULTILINESTRING ((-97.750042654931 30.41729113508, -97.7513438455 30.418354205598))",293,14,Future Core Transit Corridor,JOLLYVILLE RD,563.639755391839
"MULTILINESTRING ((-97.719256464847 30.280139460725, -97.7186153239 30.280206141645))",594,450,Core Transit Corridor,E MARTIN LUTHER KING BLVD,203.82389485765
"MULTILINESTRING ((-97.71818483365 30.284457662958, -97.717150757048 30.284609829314))",192,263,Future Core Transit Corridor,MANOR RD,331.049827266813
"MULTILINESTRING ((-97.690412884391 30.329044393343, -97.690419186478 30.329172003412, -97.690232416497 30.329434418294, -97.689963550717 30.329712164203, -97.689588031041 30.329948023055, -97.689267950591 30.330087193534, -97.688293554144 30.330471401027, -97.687833404147 30.330775451409, -97.686505834639 30.332462670267, -97.686351211043 30.3325905616))",42,113,Future Core Transit Corridor,CAMERON RD,1880.23708571613
"MULTILINESTRING ((-97.688008693468 30.296138010035, -97.687639676352 30.296881247032))",189,260,Future Core Transit Corridor,MANOR RD,294.328068232706
"MULTILINESTRING ((-97.763605665701 30.223415098747, -97.763801827691 30.223108165832, -97.763845381775 30.223040006556, -97.76390526015 30.222946349056, -97.763962783683 30.222849536649, -97.76406032279 30.22268542871, -97.764178648305 30.222484031842))",680,680,Core Transit Corridor,S CONGRESS AVE,383.995471202408
"MULTILINESTRING ((-97.741902878171 30.307096266961, -97.741397192338 30.307867142311))",381,381,Core Transit Corridor,N LAMAR BLVD,322.591160495384
"MULTILINESTRING ((-97.764832540313 30.221372981589, -97.764909707523 30.22130076517, -97.765530141676 30.220358845594))",682,682,Core Transit Corridor,S CONGRESS AVE,430.486479922108
"MULTILINESTRING ((-97.754460341449 30.270241503926, -97.754609208895 30.270295794358))",635,491,Core Transit Corridor,W 5TH ST,50.9742264466646
"MULTILINESTRING ((-97.738774160785 30.249847474001, -97.738687096872 30.249757039425, -97.738414364136 30.249660589108, -97.73818415723 30.249568410528, -97.737881784995 30.249420861813, -97.737518381301 30.249235084234, -97.7373165775 30.249096310599, -97.737149666605 30.248958243772, -97.736960839857 30.248769264598, -97.73664614383 30.248415737414))",707,707,Core Transit Corridor,E RIVERSIDE DR,866.142132425864
"MULTILINESTRING ((-97.744155356974 30.305725355428, -97.745712261356 30.306414127739))",355,355,Core Transit Corridor,W 38TH ST,551.479895801111
"MULTILINESTRING ((-97.740563376823 30.298906142468, -97.740434661368 30.2990960636))",393,393,Core Transit Corridor,GUADALUPE ST,80.1314285306616
"MULTILINESTRING ((-97.780213639046 30.189059629622, -97.780720984482 30.187441566374))",177,248,Future Core Transit Corridor,S CONGRESS AVE,609.917801504587
"MULTILINESTRING ((-97.66933152558 30.308917283303, -97.6690703329 30.308991616006))",329,50,Future Core Transit Corridor,MANOR RD,86.7411805450234
"MULTILINESTRING ((-97.715581008093 30.309188022719, -97.715518169071 30.310014599475))",265,336,Core Transit Corridor,AIRPORT BLVD,301.269969392275
"MULTILINESTRING ((-97.812687787923 30.173894472314, -97.814279166045 30.17384804809, -97.814399813235 30.17391796906))",69,140,Future Core Transit Corridor,W SLAUGHTER LN,548.981822138706
"MULTILINESTRING ((-97.759140027408 30.261152325373, -97.759289560182 30.261140835376, -97.759506133947 30.261247031311, -97.759735974733 30.261338063387, -97.759926238189 30.261404372834, -97.759982339092 30.261491502345))",542,610,Core Transit Corridor,BARTON SPRINGS RD,306.712948449457
"MULTILINESTRING ((-97.701542972231 30.315817764428, -97.700833496151 30.316317517066))",312,33,Core Transit Corridor,CAMERON RD,288.356002435001
