the_geom,OBJECTID,MARKINGS_SPECIALTY_LINE_ID,INTERSECTION_ID,SEGMENT_ID,ALTERNATE_ID,LOCATION_DESCRIPTION,LOCATION_STATUS,DIRECTION,SPECIALTY_LINE_TYPE,NUMBER_OF_ASSETS,MARKING_TEXT_NOTE,MATERIAL,COLOR,INSTALL_DATE,ASSET_CONDITION,CREW_ASSIGNED,COMMENTS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,GLOBALID,Shape__Length
"MULTILINESTRING ((-97.707655347211 30.443507390616, -97.707663366055 30.443510419617, -97.70766683238 30.443510633995, -97.707669503469 30.443509686116, -97.707670376723 30.443507984992, -97.707670599711 30.443505840144, -97.70766948231 30.443504385251, -97.70766690875 30.443501753679, -97.707658729333 30.443498578822))",872,738,5160806,3272493,,,ACTIVE,E,CURBS,1,,PAINT,Yellow,04/12/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/12/2019 03:49:51 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,b48869d5-4f38-40e1-9f57-993c75a7257a,10.9358201627259
"MULTILINESTRING ((-97.737044688796 30.212248250358, -97.73715660811 30.212072894033))",366,277,5158116,2046436,,,ACTIVE,N,DELINEATORS,3,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,35e76fa1-a5cc-4df5-98e8-ff6c63144bfb,72.9184571006983
"MULTILINESTRING ((-97.744193786347 30.254073641482, -97.744178124561 30.254103884519))",45,1082,5156868,3188448,,,ACTIVE,,RPM_LANE_SEPARATOR,,,,Yellow,09/03/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 06:57:52 PM +0000,ADEANDA,02/10/2020 09:08:23 PM +0000,903c7496-84ff-4c6f-9db3-cfd25a18516d,12.0595535910635
"MULTILINESTRING ((-97.774459537638 30.251205756907, -97.774763941103 30.250760135345))",684,281,5152798,2021475,,,ACTIVE,NE,DELINEATORS,6,,,White,01/17/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,01/22/2019 04:18:51 PM +0000,fc2e77ef-e8d8-47af-9edf-2b8da84ded24,188.425022608475
"MULTILINESTRING ((-97.759243846575 30.247449044029, -97.759231719354 30.247452259008, -97.759217647466 30.247450643499, -97.759208531965 30.247431682701, -97.759208803158 30.247409540289, -97.75924837419 30.247387858202, -97.759269791022 30.247392666679, -97.759275202515 30.247412910162, -97.759270115041 30.247431196663, -97.759243844363 30.247449127))",407,226,5154759,2023745,,,ACTIVE,,DELINEATORS,8,,,Yellow,06/14/2018 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:42 PM +0000,78381021-a38b-48ba-b472-d1e11da97a0d,70.7231109055795
"MULTILINESTRING ((-97.782106343239 30.255266522095, -97.782276632298 30.254884343337, -97.78229095833 30.254862544897))",76,413,5151962,2021343,,,ACTIVE,,CONCRETE_DOMES,17,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,d05f43c6-41c1-4bf1-a87c-8d2cfa784a68,158.158506760249
"MULTILINESTRING ((-97.696895770399 30.307136952498, -97.696819831334 30.30725762955))",980,562,5162333,2016126,,,ACTIVE,,CONCRETE_DOMES,8,,,White,04/04/2019 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 09:09:20 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,7dc7c5f7-177c-4a2c-ba76-94a0987890cf,50.004819481721
"MULTILINESTRING ((-97.693281721034 30.313052249353, -97.693134490131 30.313285231231))",995,586,5162748,2015747,,,ACTIVE,,CONCRETE_DOMES,11,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 09:40:56 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,8ce18df8-f0bf-4e01-978a-f29639d8b0c9,96.6331368272705
"MULTILINESTRING ((-97.690781933605 30.317094954294, -97.690635098574 30.317331869712))",1013,595,5162961,2015422,,,ACTIVE,,CONCRETE_DOMES,11,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 10:08:42 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,2cb986df-e622-4e33-a495-9fe062d14895,97.8298050611076
"MULTILINESTRING ((-97.724512774228 30.244801157113, -97.724412028935 30.244802586603))",350,341,5159593,2022477,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:47 PM +0000,712e7293-19a3-4eb9-968f-3b66b5953ed1,31.8161345459692
"MULTILINESTRING ((-97.695710391705 30.309013096149, -97.695692002365 30.309041487468))",629,572,5162476,2016010,,,ACTIVE,,DELINEATORS,2,,,,11/28/2018 12:00:00 AM +0000,Unknown,,CONTRACTOR,SGOV,11/30/2018 09:20:52 PM +0000,SGOV,11/30/2018 11:10:16 PM +0000,b31f99d0-60d3-4faa-a027-49457b0de64f,11.8444616921844
"MULTILINESTRING ((-97.756198980924 30.227762955671, -97.756195715373 30.227761696173, -97.756190788917 30.22776088059, -97.756185554371 30.227761252599, -97.756181650293 30.227763322506, -97.756179919336 30.227766391713, -97.756179817471 30.227770209252, -97.756181900417 30.227774548991, -97.756185390263 30.227777722347, -97.756188918275 30.227779465364, -97.756193013772 30.227780502444))",922,837,5155182,2047161,,,ACTIVE,E,CURBS,1,,PAINT,Yellow,05/20/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/24/2019 09:11:33 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,c57bebe3-824b-44cd-9de2-64af4d9ca09d,14.3824575498624
"MULTILINESTRING ((-97.841953514845 30.250009282581, -97.841935667638 30.250034898009, -97.841941099913 30.250050820453, -97.841963052288 30.250039310549, -97.841972362073 30.250024868568, -97.84195385869 30.250009289268))",396,343,5146883,2035576,,,ACTIVE,,DELINEATORS,6,Island marking,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:47 PM +0000,56f59a0b-fe2d-4c43-933d-15362ec72707,39.182438084533
"MULTILINESTRING ((-97.735519532259 30.297564763269, -97.735610322521 30.297413666844))",428,303,5157959,2016796,,,ACTIVE,,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,SGOV,08/07/2018 09:48:51 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,7b8a06d2-e955-4e45-9fb3-21d57660effd,61.973522102238
"MULTILINESTRING ((-97.741954212466 30.284416416798, -97.741951885798 30.28447419096, -97.741942357868 30.284524845301, -97.741940882999 30.284548722141, -97.741940063479 30.284586916169, -97.741933312428 30.284641373187, -97.741931635485 30.284712511549, -97.741924573306 30.284799431269, -97.741931167808 30.284847857992))",1084,135,5157071,2017636,,,ACTIVE,,DELINEATORS,9,,,White,04/15/2020 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,04/21/2020 06:04:44 PM +0000,093ab57b-07d5-4849-a61e-15ab56f15ea8,157.502896314899
"MULTILINESTRING ((-97.721435958898 30.280721842516, -97.721426103575 30.280702598531))",1098,1100,5159782,2017883,,,ACTIVE,S,DELINEATORS,2,,,White,04/01/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/16/2020 06:23:09 PM +0000,ADEANDA,04/20/2020 03:30:38 PM +0000,c379c954-a0a9-4dd6-a2e0-961e53091b8d,7.65903649122881
"MULTILINESTRING ((-97.779473972686 30.258771465331, -97.779741331816 30.258582696054))",64,307,5152304,2021256,,,ACTIVE,,CONCRETE_DOMES,6,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,20b3164b-1776-4b01-adfe-89a62ccda81f,108.804693240155
"MULTILINESTRING ((-97.728221991371 30.341519372243, -97.728199547274 30.341536241346))",260,437,5158843,2011534,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:52 PM +0000,716bfd95-fcaa-4b90-84b8-c18198d46495,9.36831887608025
"MULTILINESTRING ((-97.743951220602 30.251658748899, -97.74402666385 30.251704797914, -97.743958495039 30.251695959553, -97.743954915924 30.251675594484))",873,385,5156871,2019669,,,ACTIVE,SW,DELINEATORS,6,1 replaced on 6/4/19,,White,06/04/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,MSTEVENS,06/06/2019 07:11:29 PM +0000,a4b84eb5-daf3-475c-b9b0-64b6ba103958,58.3736372054837
"MULTILINESTRING ((-97.731377248795 30.338864390012, -97.730902368678 30.33961205691))",90,125,5158466,2011630,,,ACTIVE,,CONCRETE_DOMES,27,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,ed80cdc9-9528-4561-8ef9-2de6c9be1704,310.452074436247
"MULTILINESTRING ((-97.720520613863 30.31315247131, -97.720421570925 30.313100912744))",1053,639,5159775,2015727,,,ACTIVE,,CURBS,1,,PAINT,Red,01/17/2019 12:00:00 AM +0000,Unknown,OTHER,,SGOV,01/22/2019 04:10:08 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,768ca844-c2ee-49cc-b73a-6eea4b98c8a5,36.4460037630468
"MULTILINESTRING ((-97.728369873806 30.341366395783, -97.728411705593 30.341376029946, -97.728453071355 30.341345093186))",259,27,5158843,2011601,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:33 PM +0000,b6d930d3-0ebf-4ff9-b6f7-3622be62ebe0,30.8828333813929
"MULTILINESTRING ((-97.718844484018 30.420677620626, -97.718717348324 30.420624682832))",1062,1063,5773405,2005972,,,ACTIVE,,CURBS,,,PAINT,Red,12/19/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 05:22:23 PM +0000,ADEANDA,02/10/2020 09:08:22 PM +0000,81ff83d2-61e1-4102-81ba-afbef705b971,44.4570940902736
"MULTILINESTRING ((-97.676584328854 30.304349660169, -97.676657762696 30.304236819391))",614,993,5164637,2016378,,,ACTIVE,S,CURBS,,,PAINT,Red,10/03/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/14/2019 05:45:41 PM +0000,ADEANDA,10/21/2019 03:32:32 PM +0000,b1e5713f-561f-4882-a79a-4ade941dab3a,47.1297121422675
"MULTILINESTRING ((-97.783250559376 30.253656898875, -97.783292718047 30.253622523585))",81,360,5151825,2021388,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,77225f4d-4863-48e9-96e1-a837db773623,18.2615027016712
"MULTILINESTRING ((-97.67544067498 30.297327048542, -97.675450478064 30.297289961067, -97.675465936153 30.297265629258, -97.675484644355 30.297236180811, -97.67549965641 30.297233369061, -97.675507495509 30.297248452978, -97.675486017838 30.297279045034, -97.675466062966 30.297304296941, -97.67544067498 30.297327048542))",231,22,5164734,2016736,,,ACTIVE,,DELINEATORS,8,Island marking,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:32 PM +0000,2603fe98-b3f4-4b5e-afef-53d13fbdf161,82.7196355224391
"MULTILINESTRING ((-97.746608180317 30.26485383809, -97.746646345232 30.264763885463))",672,1022,5156415,2019030,,,ACTIVE,S,DELINEATORS,4,,,White,01/07/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,01/21/2020 09:30:11 PM +0000,ADEANDA,01/27/2020 04:26:49 PM +0000,eae34166-05df-410f-bc8a-6ea14832a3aa,34.8630473218137
"MULTILINESTRING ((-97.735318848725 30.297745190757, -97.735108975753 30.298085044696))",426,403,5158037,2016783,,,ACTIVE,,CONCRETE_DOMES,15,,,White,,Unknown,BIKE,,SGOV,08/07/2018 09:45:09 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,4a0a1ff6-7c8c-485b-88a7-d5529534a6de,140.229147378756
"MULTILINESTRING ((-97.736779906856 30.2772973642, -97.736785436051 30.27728158056))",861,869,5157857,2018099,,,ACTIVE,N,DELINEATORS,1,,,White,05/24/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/06/2019 10:02:19 PM +0000,MSTEVENS,06/07/2019 03:20:31 PM +0000,85c62280-c883-4c71-b7b6-6b0d8615a06b,5.99981408559623
"MULTILINESTRING ((-97.743415375979 30.264086910729, -97.743182916088 30.264024912981))",322,266,5156996,2019036,,,ACTIVE,,DELINEATORS,15,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,3bee81bb-7f44-47d8-a81d-945941b43a2f,76.7739195897447
"MULTILINESTRING ((-97.721274366598 30.2549359872, -97.721205941551 30.254911281827, -97.721203160471 30.25491015404, -97.721200259035 30.254909287284, -97.721197267246 30.254908686682, -97.721195838064 30.254908533019, -97.72119422337 30.254908359331, -97.721191155285 30.254908312115, -97.721188095244 30.254908543888, -97.721185083858 30.254909051868, -97.721182148356 30.254909828489, -97.721179322104 30.25491086992, -97.721176637793 30.25491215878, -97.721174123691 30.254913687525, -97.721171807393 30.25491543506, -97.721169713304 30.254917382936, -97.721167865929 30.254919509092, -97.721166283512 30.254921792244, -97.721164984421 30.254924206599, -97.721164127379 30.254926302415, -97.721160124065 30.25493466042))",832,944,5159900,2019750,,,ACTIVE,W,CURBS,,,PAINT,Red,08/17/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,08/22/2019 08:41:26 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,52817118-42af-49f0-89f6-2838d94d7622,43.0026722899458
"MULTILINESTRING ((-97.735630463008 30.344633059786, -97.73561205151 30.344621705251))",124,663,5157860,2011444,,,ACTIVE,,DELINEATORS,2,,,,,Unknown,,,SGOV,03/01/2019 03:27:12 PM +0000,SGOV,03/01/2019 03:27:15 PM +0000,66210502-feda-4e7d-94da-e0be958faa2c,7.12617074767188
"MULTILINESTRING ((-97.757821930818 30.247060665014, -97.757815731479 30.247066270219, -97.75779618937 30.247097868792))",914,831,5154936,2023729,,,ACTIVE,NW,CURBS,1,,PAINT,Yellow,05/15/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/15/2019 09:27:16 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,5928679c-8754-4f91-b754-d4d3a041bafa,15.87015100154
"MULTILINESTRING ((-97.663325258545 30.409373069212, -97.663312956215 30.409319989818, -97.663311352399 30.409316739523, -97.663308997856 30.409314207228, -97.663305207354 30.409311836354, -97.663300365516 30.409311639954, -97.663295377975 30.409312682174, -97.663292110697 30.409315288791, -97.663289721045 30.409318008418, -97.663288506536 30.409322089799, -97.663299868131 30.409377334241))",752,740,5623736,5676743,,,ACTIVE,N,DELINEATORS,9,,,Yellow,04/03/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/12/2019 06:59:51 PM +0000,MSTEVENS,04/12/2019 07:04:48 PM +0000,ff5c79b3-89f2-4f80-b669-0606fd1cda6c,51.3616017785339
"MULTILINESTRING ((-97.697234523219 30.354656220774, -97.697217001258 30.354647623916, -97.697227366082 30.354631004447))",557,542,5162135,2011111,,,ACTIVE,,DELINEATORS,3,,,,,Unknown,,,SGOV,10/19/2018 02:31:30 PM +0000,SGOV,10/19/2018 02:31:33 PM +0000,33e9a88f-6e69-47f7-abc2-e9732fd6c340,13.2213913528331
"MULTILINESTRING ((-97.781750398196 30.256695805652, -97.781872374179 30.256174470943))",74,412,5152031,2021312,,,ACTIVE,,CONCRETE_DOMES,18,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,7b26258f-8a32-4ca7-90ca-d22222a6d4ef,193.475777305119
"MULTILINESTRING ((-97.727290270574 30.342198840258, -97.726618020592 30.3427056444))",130,185,5158959,2011513,,,ACTIVE,,CONCRETE_DOMES,28,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,72a2b82b-7690-4129-97a8-2d209736a90d,280.966683416697
"MULTILINESTRING ((-97.710428263396 30.38892565662, -97.710362855066 30.389026980947, -97.710316099982 30.38910063337, -97.710273506115 30.389173177946))",806,142,5160691,3270191,,,ACTIVE,NE,DELINEATORS,7,,,White,04/15/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,MSTEVENS,04/15/2019 02:46:33 PM +0000,98459b8a-9817-4c38-8bb2-405580b1673d,102.408393412744
"MULTILINESTRING ((-97.744570367782 30.289440888966, -97.744571959484 30.289426397015))",208,425,5156622,2017289,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:51 PM +0000,b9b47757-3152-4cc6-8e55-0c967fdfc710,5.29445452973716
"MULTILINESTRING ((-97.870955568859 30.189727151283, -97.870904444167 30.189749086738))",814,925,5144596,2025664,,,ACTIVE,SW,CURBS,1,,PAINT,Red,07/03/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,07/19/2019 06:02:18 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,e51b3ebc-11fd-433b-b49c-100569f0d173,18.0153139161159
"MULTILINESTRING ((-97.735403683728 30.350934065646, -97.735346687372 30.350909968821))",892,784,5157750,2011237,,,ACTIVE,SE,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 08:03:46 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,31672671-f072-4568-8c00-71ce0f6a019c,20.0000220209821
"MULTILINESTRING ((-97.728001089984 30.341307527321, -97.727836051017 30.341230234669))",453,113,5158843,2011562,,,ACTIVE,,CONCRETE_DOMES,7,,,White,,Unknown,BIKE,,SGOV,08/01/2018 06:28:50 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,662195a6-d816-4614-8e29-6b0f13c39313,59.1658847576599
"MULTILINESTRING ((-97.714930003157 30.254833468004, -97.714841881249 30.254802617711))",27,842,5160583,2019525,,,ACTIVE,E,CURBS,1,,PAINT,Red,12/03/2019 12:00:00 AM +0000,Excellent,OTHER,,MSTEVENS,05/29/2019 02:56:58 PM +0000,ADEANDA,02/10/2020 10:47:01 PM +0000,b4a3a506-7489-4586-b64a-d1c491275733,30.000081810568
"MULTILINESTRING ((-97.732682823601 30.262070733199, -97.732607399602 30.262047865424))",421,397,5158535,2019163,,,ACTIVE,,CURBS,1,,PAINT,Red,07/31/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,07/31/2018 09:58:27 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,8a1e0851-be14-4ebc-9022-229fcf0282f5,25.2226498202023
"MULTILINESTRING ((-97.702352112086 30.327963022732, -97.702356342969 30.327978037168, -97.702355602105 30.327990214549, -97.702361485052 30.328005220476))",246,321,5161661,2037764,,,ACTIVE,,DELINEATORS,4,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:46 PM +0000,82c9e49c-7fb0-4e7b-a841-1fe6e1d63f1e,15.8207487640431
"MULTILINESTRING ((-97.819592931749 30.458584654759, -97.819614724392 30.458636649833))",683,1054,5148323,2006968,,,ACTIVE,,CURBS,1,,PAINT,Red,01/10/2020 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 06:08:03 PM +0000,ADEANDA,01/29/2020 07:59:44 PM +0000,82057739-ac28-4bbd-8414-5406a385ddae,20.1178846706944
"MULTILINESTRING ((-97.68739519763 30.344932265742, -97.68734891134 30.345007999194))",438,350,5163219,2040187,,,ACTIVE,,CONCRETE_DOMES,4,,,White,,Unknown,BIKE,,SGOV,08/01/2018 02:44:48 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,fc1dc7fc-a777-4987-ab16-5a244e86add7,31.1738651440509
"MULTILINESTRING ((-97.690247073433 30.317951553172, -97.690197492076 30.318033615189))",1022,600,5163019,2015371,,,ACTIVE,,CONCRETE_DOMES,4,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 10:17:48 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,72d9084b-1f68-481b-a619-8b5ccc99ecea,33.6966894586947
"MULTILINESTRING ((-97.673592931749 30.283305740969, -97.673596011123 30.28331507117, -97.673563075396 30.283323653884))",488,479,5164888,2017584,,,ACTIVE,,DELINEATORS,5,,,White,,Unknown,,,SGOV,08/22/2018 09:30:30 PM +0000,SGOV,08/28/2018 06:22:03 PM +0000,1c71b9df-5933-4c8d-bf7c-143ac0ef1af2,14.3840843658826
"MULTILINESTRING ((-97.744732650494 30.287832278574, -97.744734097143 30.28783687906))",193,366,5156607,2017426,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:48 PM +0000,76b9fb0f-5f97-4089-b753-c298af2ff0ea,1.73433105097384
"MULTILINESTRING ((-97.754229896893 30.20073235592, -97.754257171641 30.200816615768, -97.754307176037 30.200920282451, -97.75436728654 30.201016035262, -97.754438411583 30.201111055214, -97.754513408414 30.20122572925, -97.754569418796 30.201330949692, -97.754612332536 30.201432563203, -97.754645816944 30.201537329952, -97.754669361 30.201643805845, -97.754687323955 30.201774044207, -97.75468656671 30.201884805855))",173,54,5155513,2047163,,,ACTIVE,NW,CONCRETE_DOMES,42,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,ae25a0d2-ce27-4042-a8f5-3be4b02ab72d,450.0522170831
"MULTILINESTRING ((-97.684992235592 30.278068967843, -97.685008377783 30.278092221219))",708,809,5163789,2017950,,,ACTIVE,SE,DELINEATORS,3,,,White,04/26/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/26/2019 09:57:15 PM +0000,MSTEVENS,04/26/2019 09:58:02 PM +0000,a5ef2f01-5225-4e26-aa9a-550d69d732b8,9.87339851148694
"MULTILINESTRING ((-97.880195924879 30.191927386163, -97.88020953333 30.191845749576))",871,779,5144162,2042010,,,ACTIVE,S,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 07:32:48 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,447eef7a-5aa9-48c1-801c-8f2e3b06c7db,30.0002509564843
"MULTILINESTRING ((-97.67493059433 30.292810767213, -97.674810984759 30.292839108854, -97.674698895454 30.292866494684))",240,320,5429506,3189584,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:46 PM +0000,af6ae0a0-dd7e-4fbd-b0cd-e112396bbdee,75.8833942092725
"MULTILINESTRING ((-97.738650260391 30.322169981016, -97.738574564259 30.322135788611))",644,1023,5157283,2047270,,,ACTIVE,,CURBS,,,PAINT,Red,12/03/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,01/23/2020 06:01:26 PM +0000,ADEANDA,01/27/2020 04:26:49 PM +0000,aac6e286-3f7d-4bde-8f1c-fb2d97a5c0d6,26.9265761442336
"MULTILINESTRING ((-97.772069912608 30.277713554395, -97.77210494193 30.277730727583, -97.772163509152 30.277762695795, -97.77223508291 30.277802086673, -97.772268481194 30.277818511665, -97.772317227159 30.277847418602, -97.772370788369 30.277881435133, -97.772419496403 30.277911774182))",300,35,5152973,2020859,,,ACTIVE,,DELINEATORS,7,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:33 PM +0000,c28cddf2-cad1-4f70-ab57-119d37ab9f22,131.91793001422
"MULTILINESTRING ((-97.728360450187 30.209555883309, -97.728362230369 30.209566304554, -97.728360302593 30.209576651272, -97.728355450658 30.209588370519, -97.728348577264 30.209598615728, -97.728339250851 30.209608095479, -97.72832920617 30.209613621001, -97.728321730318 30.209615617393, -97.728260891101 30.209630845632))",897,760,5159241,2023193,,,ACTIVE,SE,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 03:50:29 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,815fb120-ff95-4118-b9a0-8ee51d6240b4,47.246811252873
"MULTILINESTRING ((-97.696150471026 30.308174117967, -97.696044520469 30.308345746613))",982,564,5162423,2016070,,,ACTIVE,,CONCRETE_DOMES,10,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 09:15:00 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,65928cc7-cba6-4622-a406-cc5c4201747a,70.8095056686634
"MULTILINESTRING ((-97.703122765709 30.253687253306, -97.703167082666 30.253614287912))",792,773,5161801,2019563,,,ACTIVE,S,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 07:08:24 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,bdf22c5d-05aa-423b-97ca-6a25cbbcbda2,29.9998483651815
"MULTILINESTRING ((-97.676788622663 30.293182091224, -97.676755626339 30.293166281998))",234,319,5429498,2016995,,,ACTIVE,,DELINEATORS,5,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:46 PM +0000,dfe42825-320a-464e-be04-f89cda9046c8,11.8956856815973
"MULTILINESTRING ((-97.754049706806 30.329970822692, -97.75410381355 30.329994386697, -97.754221923602 30.330040504574, -97.754338969809 30.330091402306, -97.754451642309 30.330146143464, -97.754553237476 30.330191399175))",289,147,5155158,2042837,,,ACTIVE,,DELINEATORS,5,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:39 PM +0000,38902e96-e8e1-4052-8c60-fdd8c07518de,178.042938693649
