OBJECTID,Angle,Site_ID,the_geom,Status,Type,Street,XStreet1,XStreet2,Side
721,29,M15-015,POINT (-73.95226811095465 40.77272862424258),Installed,Type D,1 Avenue,E 79 Street,E 80 Street,E
723,29,M15-017,POINT (-73.94400776345543 40.78397595677709),Installed,Type D,1 Avenue,E 97 Street,E 98 Street,E
726,209,M15-021,POINT (-73.93385905671458 40.802562302584874),Installed,Type D,2 Avenue,E 125 Street,E 124 Street,W
727,209,M15-022,POINT (-73.93850530037022 40.79619006789922),Installed,Type D,2 Avenue,E 115 Street,E 114 Street,W
729,209,M15-024,POINT (-73.9475218340707 40.78387066517363),Installed,Type D,2 Avenue,E 95 Street,E 96 Street,W
730,209,M15-025,POINT (-73.95162456545806 40.7782423762608),Installed,Type D,2 Avenue,E 86 Street,E 87 Street,W
731,209,M15-026,POINT (-73.9553326833076 40.773160146670335),Installed,Type D,2 Avenue,E 79 Street,E 78 Street,W
732,209,M15-027,POINT (-73.96051611517139 40.76604905617839),Installed,Type D,2 Avenue,E 67 Street,E 68 Street,W
734,209,M15-029,POINT (-73.96888767162088 40.75460859654612),Installed,Type D,2 Avenue,E 50 Street,E 49 Street,W
735,209,M15-030,POINT (-73.97250222671367 40.74964586183737),Installed,Type D,2 Avenue,E 42 Street,E 41 Street,W
737,209,M15-032,POINT (-73.97898087853576 40.7407568613195),Installed,Type D,2 Avenue,E 28 Street,E 27 Street,W
738,47.49,M15-002,POINT (-74.00701880679455 40.705306515939725),Installed,Type D,Water Street,Wall Street,Pine Street,S
740,82.67,M15-004,POINT (-73.99730595880816 40.711940275447944),Installed,Type D,Madison Street,Catherine Street,Oliver Street,S
741,201.35,M15-036,POINT (-73.99196862972454 40.716549280370096),Installed,Type D,Allen Street,Hester Street,Grand Street,W
743,29,M15-006,POINT (-73.98820854973064 40.72342282478242),Installed,Type D,1 Avenue,E 1 Street,E 2 Street,E
745,29,M15-007,POINT (-73.98214936609203 40.731650742219095),Installed,Type D,1 Avenue,E 14 Street,E 15 Street,E
746,209,M15-034,POINT (-73.98538672277803 40.73192698192328),Installed,Type D,2 Avenue,E 14 Street,E 13 Street,W
749,36.71,M15-003,POINT (-74.00358829773884 40.707736053648155),Installed,Type D,Pearl Street,Fulton Street,Beekman Street,S
750,262.67,M15-037,POINT (-73.99725158871584 40.712108240115775),Installed,Type D,Madison Street,Catherine Street,Oliver Street,N
751,29,M15-011,POINT (-73.96894643305339 40.7498362066561),Installed,Type D,1 Avenue,E 44 Street,E 43 Street,E
766,124,X12-008,POINT (-73.89101985097886 40.8613538467409),Installed,Type D,E Fordham Road,Webster Avenue,3 Avenue,S
783,23,X41-003,POINT (-73.910129735426 40.83115026550901),Sign Held,Type D,Webster Avenue,E 167 Street,E 168 Street,E
785,37,X41-010,POINT (-73.87661995692726 40.87115542799487),Sign Held,Type D,Webster Avenue,E 204 Street,E 205 Street,E
787,52,X41-001,POINT (-73.91797688173108 40.815773440686215),Sign Held,Type D,3 Avenue,E 149 Street,Willis Avenue,E
789,23,X41-004,POINT (-73.90783718472078 40.83522934542145),Sign Held,Type D,Webster Avenue,E 170 Street,E 169 Street,E
790,23,X41-005,POINT (-73.90500027760127 40.840197725128746),Sign Held,Type D,Webster Avenue,Claremont Parkway,E 173 Street,E
791,23,X41-006,POINT (-73.9005729740728 40.848181803875924),Pending Sign,Type D,Webster Avenue,E Tremont Avenue,E 178 Street,E
793,51,X41-009,POINT (-73.88324766252002 40.867374200880924),Sign Held,Type D,Webster Avenue,Bedford Park Boulevard,Botanical Square South,E
798,203,X41-021,POINT (-73.91043207514453 40.83107918781159),Sign Held,Type D,Webster Avenue,E 167 Street,E 168 Street,W
799,218,X41-016,POINT (-73.8918714029045 40.861360557841074),Pending Sign,Type D,Webster Avenue,E Fordham Road,E 188 Street,W
801,203,X41-020,POINT (-73.90797922238785 40.83544528664222),Sign Held,Type D,Webster Avenue,E 170 Street,E 169 Street,W
802,203,X41-019,POINT (-73.90536532195622 40.840062201942715),Sign Held,Type D,Webster Avenue,Claremont Parkway,Clay Avenue,W
803,203,X41-018,POINT (-73.90084832770785 40.84817964016504),Sign Held,Type D,Webster Avenue,Valentine Avenue,E Tremont Avenue,W
805,231,X41-015,POINT (-73.88388962759298 40.867214213880914),Pending Sign,Type D,Webster Avenue,Bedford Park Boulevard,E 199 Street,W
806,233.52,X41-014,POINT (-73.87713871350198 40.871043719287336),Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W
812,209,M60-030,POINT (-73.95660373887253 40.81311995552966),Installed,Type D,Amsterdam Avenue,La Salle Street,W 125 Street,W
813,299,M60-029,POINT (-73.95181774329103 40.81055417694529),Installed,Type D,W 125 Street,Frederick Douglass Boulevard,St. Nicholas Avenue,N
814,29,M60-004,POINT (-73.95651526897797 40.81283656538138),Installed,Type D,Amsterdam Avenue,W 125 Street,La Salle Street,E
815,119,M60-005,POINT (-73.9524127984521 40.81057906081429),Installed,Type D,W 125 Street,St. Nicholas Avenue,Frederick Douglass Boulevard,S
816,119,M60-006,POINT (-73.9448200571761 40.80738002626017),Installed,Type D,W 125 Street,Lenox Avenue,5 Avenue,S
817,299,M60-028,POINT (-73.9461458592959 40.808164377528044),Installed,Type D,W 125 Street,Lenox Avenue,Adam Clayton Powell Boulevard,N
819,119,M60-007,POINT (-73.94025021721247 40.80545820895702),Installed,Type D,E 125 Street,Madison Avenue,Park Avenue,S
822,119,M60-009,POINT (-73.93412270064674 40.802873890240775),Installed,Type D,E 125 Street,2 Avenue,3 Avenue,S
823,299,M60-025,POINT (-73.93424482580798 40.80314713083724),Installed,Type D,E 125 Street,2 Avenue,3 Avenue,N
824,313,M60-024,POINT (-73.91729546369295 40.77104587584661),Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N
845,37.05,LM-141,POINT (-74.00793265432381 40.70811171500748),Installed,Type B,William Street,Maiden Lane,Platt Street,W
847,119,MT-174,POINT (-73.97948845296338 40.75298198900127),Installed,Type A,E 42 Street,Madison Avenue,5 Avenue,N
850,119,MT-178,POINT (-73.97672285649038 40.75162425716636),Installed,Type A,E 42 Street,Park Avenue,Lexington Avenue,S
853,119,MT-181,POINT (-73.9750655763682 40.7509241371577),Installed,Type A,E 42 Street,3 Avenue,Lexington Avenue,S
866,119,MT-195,POINT (-73.9853244188936 40.75792680738388),Installed,Type A,W 45 Street,7 Avenue,6 Avenue,N
868,140.88,NR-134,POINT (-73.94745293846121 40.63246846744135),Installed,Type B,Flatbush Avenue,Nostrand Avenue,Avenue H,W
869,29,MT-208,POINT (-73.98342603160482 40.75559401115066),Installed,Type B,6 Avenue,W 43 Street,W 44 Street,W
870,29,MT-209,POINT (-73.9817273251334 40.76301371633241),Installed,Type B,7 Avenue,W 53 Street,W 54 Street,E
871,119,MT-210,POINT (-73.98256696842759 40.763190878381266),Installed,Type B,W 53 Street,Broadway,7 Avenue,S
873,119,GV-003,POINT (-73.99130115122801 40.72703974797881),Installed,Type B,E 4 Street,Bowery,2 Avenue,N
874,29,GV-006,POINT (-73.99074427976664 40.73004870749496),Installed,Type B,4 Avenue,E 8 Street,E 9 Street,N
875,29,GV-004,POINT (-73.9909786342301 40.72828018932914),Installed,Type B,Cooper Square (3 Avenue),E 6 Street,E 5 Street,W
876,29,GV-005,POINT (-73.99136877027895 40.729961452599426),Installed,Type B,Lafayette Street,Astor Place,E 8 Street,W
877,82,DB-023,POINT (-73.96427226762056 40.69370922372473),Installed,Type B,Myrtle Avenue,Grand Avenue,Ryerson Street,N
881,151,NF-005,POINT (-73.9746486359603 40.680007188373914),Installed,Type B,Flatbush Avenue,St. Marks Avenue,6 Avenue,W
884,15,NF-008,POINT (-73.97233051267143 40.67729544545146),Installed,Type B,Carlton Avenue,Flatbush Avenue,Park Place,W
891,173,GW-005,POINT (-73.95964093370607 40.73173570467678),Sign Held,Type A,West Street,India Street,Java Street,W
896,119,GV-008,POINT (-74.0049234379483 40.740671758107815),Installed,Type B,W 14 Street,Hudson Street,8 Avenue,S
897,89.28,GV-009,POINT (-74.00596503718785 40.73943334031628),Installed,Type C,Gansevoort Street,Greenwich Street,Hudson Street,N
913,95,DB-001,POINT (-73.9809740482181 40.70136642102741),Installed,Type A,York Street,Navy Street,Gold Street,N
916,93,DB-004,POINT (-73.96758688097759 40.697786296191595),Installed,Type A,Flushing Avenue,Washington Avenue,Williamsburg Street West,N
919,171.36,NR-137,POINT (-73.96784157718074 40.68785054700136),Installed,Type B,Clinton Avenue,Lafayette Avenue,Greene Avenue,W
923,82,NR-141,POINT (-73.95406076745344 40.58575438504833),Installed,Type B,Shore Parkway,Shore Parkway,E 14 Street,N
927,75,DB-009,POINT (-73.96309912374825 40.69807501879195),Installed,Type A,Flushing Avenue,Williamsburg Street West,Steuben Street,N
943,30.46,SX-004,POINT (-73.91340295623249 40.83882455644667),Installed,Type B,Grand Concourse,E 170 Street,E 171 Street,E
944,30.46,SX-003,POINT (-73.91413396766123 40.83863332479589),Installed,Type B,Grand Concourse,E 170 Street,Elliot Place,W
945,36.31,SX-002,POINT (-73.91730367055249 40.8345860638423),Installed,Type B,Grand Concourse,E 167 Street,E 168 Street,E
946,36.31,SX-001,POINT (-73.91814790275282 40.83439890939062),Installed,Type B,Grand Concourse,E 167 Street,Tudor Place,W
948,117,SX-006,POINT (-73.9175030275052 40.8400715435405),Installed,Type B,E 170 Street,Jerome Avenue,Townsend Avenue,S
949,19,SX-007,POINT (-73.91763659619339 40.816222618271084),Installed,Type B,Melrose Avenue,E 149 Street,E 150 Street,E
950,118.64,SX-008,POINT (-73.91755714657833 40.815927966522075),Installed,Type B,E 149 Street,3 Avenue,Bergen Avenue,S
951,205,X41-025,POINT (-73.91772586669869 40.81631012298567),Sign Held,Type D,Melrose Avenue,E 149 Street,E 150 Street,W
953,124.32,FR-001,POINT (-73.89125266064028 40.86148182350258),Installed,Type C,E Fordham Road,Webster Avenue,3 Avenue,S
954,98.97,FR-005,POINT (-73.89456391394955 40.862126620626704),Installed,Type B,E Fordham Road,E Kingsbridge Road,Valentine Avenue,N
959,10,RW-001,POINT (-73.75318783016303 40.603217264108764),Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W
965,82.45,CO-001,POINT (-73.86231727737814 40.74979318753188),Installed,Type C,Roosevelt Avenue,National Street,104 Street,S
969,29,UE-006,POINT (-73.94327621144392 40.776794680076755),Pending Sign,Type A,East End Avenue,E 89 Street,E 88 Street,E
970,29,UE-005,POINT (-73.94466819978182 40.774884885445324),Sign Held,Type A,East End Avenue,E 86 Street,,E
972,119,UE-002,POINT (-73.9560648803685 40.77959515214696),Pending Sign,Type B,E 86 Street,Lexington Avenue,Park Avenue,S
977,160.23,FG-003,POINT (-73.82975060662288 40.758462062283876),Installed,Type B,Main Street,41 Avenue,40 Road,W
980,155.45,FG-006,POINT (-73.83182010292103 40.762958519255086),Removed Sign/Footing (Temporary),Type B,Main Street,Northern Boulevard,Northern Boulevard,E
984,119,UM-001,POINT (-73.93360901180138 40.84917988277828),Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S
985,16.65,UM-002,POINT (-73.93841343811575 40.85080229227997),Installed,Type A,Fort Washington Avenue,W 181 Street,W 180 Street,W
1000,150.68,DB-011,POINT (-73.98052965467244 40.68861306549064),Installed,Type B,Flatbush Avenue,Fulton Street,Livingston Street,E
1001,149.99,DB-012,POINT (-73.97805571312699 40.68513270165639),Installed,Type B,Flatbush Avenue,Hanson Place,Lafayette Avenue,N
1002,27,DB-013,POINT (-73.97853890325433 40.68378390945135),Installed,Type B,4 Avenue,Pacific Street,Atlantic Avenue,E
1003,117.71,DB-014,POINT (-73.9762119815462 40.68709555870145),Installed,Type B,Fulton Street,Lafayette Avenue,Fort Greene Place,N
1004,120,DB-015,POINT (-73.97324905535525 40.68572584992718),Installed,Type B,Fulton Street,Hanson Place,South Portland Avenue,S
1017,84.11,RD-001,POINT (-73.88128438052286 40.701847790842315),Installed,Type B,Myrtle Avenue,70 Street,69 Place,S
1018,79.44,EB-001,POINT (-73.8832200880914 40.66629286349936),Installed,Type B,Livonia Avenue,Ashford Street,Warwick Street,S
1019,90,RD-003,POINT (-73.89976232590435 40.70056270613133),Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N
1022,81.6,JH-003,POINT (-73.8836552883602 40.74758924647894),Installed,Type A,Roosevelt Avenue,82 Street,83 Street,N
1023,172.26,JH-002,POINT (-73.88403441891741 40.74796774272087),Installed,Type B,82 Street,Roosevelt Avenue,37 Avenue,W
1024,81.69,JH-004,POINT (-73.89219329899753 40.74719556804267),Installed,Type B,37 Road,73 Street,74 Street,N
1025,171.56,EH-001,POINT (-73.89142550991978 40.74650310252891),Installed,Type A,74 Street,Broadway,41 Avenue,W
1029,108.92,SX-016,POINT (-73.92700570333128 40.81838955392367),Installed,Type B,E 149 Street,Grand Concourse,Anthony J. Griffin Place,S
1031,20.09,SX-018,POINT (-73.92692047515818 40.81903498591818),Installed,Type A,Grand Concourse,E 149 Street,E 150 Street,E
1033,154.2,SX-020,POINT (-73.9296704606766 40.82660491930601),Installed,Type B,E 153 Street,E 157 Street,River Avenue,N
1035,24.18,SX-022,POINT (-73.9262451036346 40.82741062744537),Installed,Type A,River Avenue,E 161 Street,E 158 Street,W
1036,129.89,SX-023,POINT (-73.92705857183448 40.82791516023531),Installed,Type B,E 161 Street,River Avenue,Macombs Dam Bridge,S
1040,119,SX-027,POINT (-73.92991275417359 40.81324866066701),Installed,Type B,E 138 Street,Grand Concourse E,Grand Concourse W,N
1041,112.25,SX-028,POINT (-73.92408911877878 40.82748070702179),Installed,Type B,E 161 Street,Walton Avenue,Gerard Avenue,N
1042,112.63,SX-029,POINT (-73.92301460206389 40.826677255153236),Installed,Type B,E 161 Street,Grand Concourse,Walton Avenue,S
1043,108.58,SX-030,POINT (-73.92299484594409 40.81733942310511),Installed,Type B,E 149 Street,Morris Avenue,Park Avenue,S
1044,114.89,NR-143,POINT (-73.9575071319861 40.70836531338015),Installed,Type B,Broadway,Marcy Avenue,Rodney Street,N
1045,114.88,NR-144,POINT (-73.95769254477118 40.708267218747764),Installed,Type B,Broadway,Marcy Avenue,Rodney Street,S
1047,23.85,SX-031,POINT (-73.92348104360283 40.82569632878505),Installed,Type B,Grand Concourse,E 158 Street,E 161 Street,W
1048,114.01,SX-032,POINT (-73.92086838929255 40.83567187115015),Installed,Type B,E 167 Street,River Avenue,Gerard Avenue,N
1049,113.24,SX-033,POINT (-73.92096067639407 40.826233812366624),Installed,Type B,E 161 Street,Concourse Village West,Sherman Avenue,S
1050,22.27,SX-034,POINT (-73.91863893607982 40.82541750112827),Installed,Type B,Concourse Village East,E 161 Street,E 158 Street,W
1052,29.12,SX-036,POINT (-73.91939697115329 40.83301600269094),Installed,Type B,Grand Concourse,McClellan Street,E 166 Street,W
1054,95.86,SX-038,POINT (-73.92182754400226 40.84036794893543),Installed,Type B,W 170 Street,Edward L. Grant Highway,Shakespeare Avenue,N
1057,119.09,SX-041,POINT (-73.9255236304327 40.81012878993224),Installed,Type A,E 138 Street,Alexander Avenue,3 Avenue,S
1058,166.24,SX-042,POINT (-73.93027651664882 40.819547014459516),Installed,Type B,Exterior Street,E 149 Street,E 150 Street,E
1062,23.72,SX-046,POINT (-73.92693829885197 40.825950287498415),Installed,Type A,River Avenue,E 157 Street,E 158 Street,E
1063,112.63,SX-047,POINT (-73.92229177707759 40.826918993746546),Installed,Type B,E 161 Street,Grand Concourse,Sheridan Avenue,N
1067,289.71,FR-009,POINT (-73.89130423598334 40.860122244661554),Installed,Type C,E 189 Street,3 Avenue,Park Avenue,N
1074,21.4,LM-148,POINT (-73.99006264182013 40.71938123548931),Installed,Type A,Allen Street,Delancey Street,Rivington Street,E
1076,21.4,LM-146,POINT (-73.98845326261338 40.71829013203168),Installed,Type A,Essex Street,Delancey Street,Broome Street,W
1077,21.4,LM-147,POINT (-73.98567107189449 40.71803981260082),Installed,Type B,Clinton Street,Delancey Street,Rivington Street,W
1079,111.4,LM-150,POINT (-73.9908597899575 40.723447810870255),Installed,Type B,E Houston Street,Chrystie Street,Forsyth Street,S
1088,111.87,SX-050,POINT (-73.92585283271958 40.82753879735249),Installed,Type B,E 161 Street,River Avenue,Gerard Avenue,S
1090,84.5,CH-055,POINT (-73.99432448785939 40.714299755043776),Installed,Type B,Division Street,Forsyth Street,Market Street,N
1094,16.41,LM-157,POINT (-74.01429242000722 40.70831131439666),Installed,Type A,Washington Street,Rector Street,Carlisle Street,E
1107,32.55,LM-158,POINT (-74.00651282387312 40.71357556614044),Installed,Type B,Broadway,Warren Street,Chambers Street,E
1108,46.52,LM-159,POINT (-74.00493212631976 40.712467642113694),Installed,Type C,Centre Street,Brooklyn Bridge,Chambers Street,W
1110,11.64,LM-161,POINT (-74.01175274324689 40.713959440591445),Installed,Type B,Greenwich Street,Barclay Street,Park Place,W
1112,128.19,LM-163,POINT (-74.00541858955697 40.70896351736825),Installed,Type A,Fulton Street,Gold Street,Ryders Alley,S
1114,37.28,LM-165,POINT (-74.0068890518557 40.7065531017077),Installed,Type A,Pearl Street,Maiden Lane,Cedar Street,E
1115,129.33,LM-166,POINT (-74.01018560332894 40.70687565719635),Installed,Type B,Wall Street,Broad Street,William Street,N
1120,151.53,NR-146,POINT (-73.962570771931 40.66313735907833),Installed,Type B,Flatbush Avenue,Ocean Avenue,East Drive,W
1121,94.01,NR-147,POINT (-73.93821911276811 40.6796990708724),Installed,Type B,Fulton Street,Albany Avenue,Troy Avenue,S
1122,94.11,NR-148,POINT (-73.94649054329784 40.680291802786826),Installed,Type B,Fulton Street,Marcy Avenue,Verona Place,N
1124,82.85,NR-150,POINT (-73.94903304943304 40.711077140309456),Installed,Type B,Grand Street,Lorimer Street,Union Avenue,S
1125,25.79,NR-151,POINT (-73.96373174264781 40.71076255550271),Installed,Type A,Bedford Avenue,S 6 Street,Williamsburg Bridge,W
1126,66,FG-007,POINT (-73.83043146875416 40.75954901517782),Installed,Type B,Roosevelt Avenue,Main Street,Prince Street,N
1127,66,FG-008,POINT (-73.83038087890188 40.75942016198039),Installed,Type B,Roosevelt Avenue,Main Street,Prince Street,S
1128,160,FG-009,POINT (-73.8301033274123 40.75970066055786),Installed,Type B,Main Street,Roosevelt Avenue,39 Avenue,E
1131,160,Q44-046,POINT (-73.83068183151245 40.76046372064368),Installed,Type D,Main Street,39 Avenue,38 Avenue,W
1132,340,Q44-016,POINT (-73.83055087000187 40.760607104810155),Installed,Type D,Main Street,38 Avenue,39 Avenue,E
1133,159.04,FG-014,POINT (-73.83088082095696 40.761298244602074),Installed,Type B,Main Street,37 Avenue,38 Avenue,E
1138,71.93,FG-019,POINT (-73.8290717120324 40.759902838085026),Installed,Type B,Roosevelt Avenue,Main Street,Union Street,N
1141,134.58,HTM-005,POINT (-74.00392686787865 40.71457769846233),Installed,Heritage Trail Marker,Duane Street,Elk Street,Lafayette Street,N
1142,54,HTM-011,POINT (-74.0032712619444 40.7137435536409),Installed,Heritage Trail Marker,Centre Street,Duane Street,Reade Street,N
1144,72.32,HTM-023,POINT (-74.00763292567558 40.71144004444251),Installed,Heritage Trail Marker,Park Row,Beekman Street,Ann Street,E
1145,32.37,HTM-035,POINT (-74.00803259935783 40.712271900028135),Installed,Heritage Trail Marker,Broadway,Barclay Street,Park Place,W
1146,212.69,HTM-034,POINT (-74.00984957929487 40.709857701081326),Installed,Heritage Trail Marker,Broadway,Cortlandt Street,John Street,E
1147,27,HTM-006,POINT (-74.01231757208693 40.70860052657618),Installed,Heritage Trail Marker,Trinity Place,Thames Street,Rector Street,N
1148,300,HTM-016,POINT (-74.01005634533297 40.70886333265621),Removed Sign Only (Permanent),Heritage Trail Marker,Liberty Street,Liberty Place,Broadway,S
1150,314,HTM-019,POINT (-74.00794234469312 40.709123319674326),Installed,Heritage Trail Marker,John Street,Dutch Street,Nassau Street,S
1153,307.73,HTM-004,POINT (-74.00868498492565 40.70670018319739),Installed,Heritage Trail Marker,Pine Street,William Street,Pearl Street,S
1154,309.44,HTM-001,POINT (-74.01086028842273 40.70730971669145),Installed,Heritage Trail Marker,Wall Street,Nassau Street,Broadway,N
1156,24.19,HTM-022,POINT (-74.01083911902882 40.706658893971095),Installed,Heritage Trail Marker,Broad Street,Exchange Place,Wall Street,E
1157,34.92,HTM-003,POINT (-74.00906477298068 40.706073650161414),Installed,Heritage Trail Marker,Wall Street,Hanover Street,William Street,S
1158,7.33,HTM-021,POINT (-74.01138896679656 40.70519351972054),Installed,Heritage Trail Marker,Broad Street,Beaver Street,Exchange Place,E
1159,25,HTM-007,POINT (-74.01445531121593 40.70444196605801),Removed Sign Only (Permanent),Heritage Trail Marker,Battery Place,State Street,Broadway,S
1160,314.59,HTM-024,POINT (-74.01386921258596 40.70255148051227),Installed,Heritage Trail Marker,State Street,Bus Slip,Pearl Street,N
1161,77.74,HTM-017,POINT (-74.01140924110115 40.70358650616443),Installed,Heritage Trail Marker,Pearl Street,Broad Street,Coenties Slip,N
1163,228.68,HTM-037,POINT (-74.00877402656396 40.7040866859618),Installed,Heritage Trail Marker,Water Street,Old Slip,,E
1164,41.6,NR-153,POINT (-73.94864740150564 40.6321686055434),Removed Sign Only (Temporary),Type B,Hillel Place,Campus Road,Kenilworth Place,N
1165,171.47,NR-152,POINT (-73.94686058928977 40.63188075124264),Installed,Type B,Flatbush Avenue,Avenue H,Nostrand Avenue,W
1166,173,GW-011,POINT (-73.9592873019592 40.729575085570815),Installed,Type A,West Street,Greenpoint Avenue,Milton Street,W
1168,95,DB-028,POINT (-73.97055365473133 40.69791011606891),Pending Sign,Type A,Flushing Avenue,Vanderbilt Avenue,Clinton Avenue,N
1174,119,M86-002,POINT (-73.9553378681306 40.77929911354305),Pending Sign,Type D,E 86 Street,Lexington Avenue,3 Avenue,S
1175,299,M86-001,POINT (-73.95593267058157 40.77973685961005),Pending Sign,Type D,E 86 Street,Lexington Avenue,Park Avenue,N
1176,299,M86-003,POINT (-73.95439990601902 40.77908474635214),Pending Sign,Type D,E 86 Street,3 Avenue,Lexington Avenue,N
1177,119,M86-004,POINT (-73.95366811235083 40.778605198144454),Pending Sign,Type D,E 86 Street,3 Avenue,2 Avenue,S
1178,41.3,LM-171,POINT (-74.01357906936384 40.7020506396215),Installed,Custom,Peter Minuit Plaza,State Street,,W
1179,221.3,LM-172,POINT (-74.01357906936384 40.7020506396215),Installed,Custom,Peter Minuit Plaza,State Street,,W
1180,41.3,LM-173,POINT (-74.01346527000116 40.70197455523577),Installed,Custom,Peter Minuit Plaza,State Street,,W
1181,221.3,LM-174,POINT (-74.01346527000116 40.70197455523577),Installed,Custom,Peter Minuit Plaza,State Street,,W
1182,41.3,LM-175,POINT (-74.01335147208131 40.70189846983611),Installed,Custom,Peter Minuit Plaza,State Street,,W
1183,221.3,LM-176,POINT (-74.01335147208131 40.70189846983611),Installed,Custom,Peter Minuit Plaza,State Street,,W
1185,328.73,HTM-027,POINT (-74.0040892166808 40.70724121953899),Installed,Heritage Trail Marker,Fulton Street,Water Street,Front Street,S
1186,56.69,HTM-026,POINT (-74.00267760610426 40.70794081415187),Installed,Heritage Trail Marker,Water Street,Beekman Street,Peck Slip,E
1187,140,HTM-025,POINT (-74.00138347511307 40.705018129298324),Removed Sign Only (Permanent),Heritage Trail Marker,Pier 17,East River,,W
1188,29,UM-006,POINT (-73.91526686883792 40.8692803870076),Installed,Type B,10 Avenue,W 215 Street,W 214 Street,E
1189,29,UM-007,POINT (-73.91865371754496 40.8646461999949),Installed,Type B,10 Avenue,W 207 Street,Post Avenue,E
1190,69.42,UM-008,POINT (-73.92000913151693 40.868139537440875),Installed,Type B,Broadway,Isham Street,W 207 Street,W
1191,64.76,UM-009,POINT (-73.92148109632124 40.86770016420124),Installed,Type B,Broadway,W 207 Street,W 204 Street,W
1192,64.76,UM-010,POINT (-73.92299016222071 40.86716055266133),Installed,Type B,Broadway,W 204 Street,W 207 Street,W
1193,154,UM-011,POINT (-73.92727296430986 40.86533117862172),Installed,Type B,Dyckman Street,Broadway,Vermilyea Avenue,S
1194,0,UM-013,POINT (-73.92516904709264 40.86123067005089),Installed,Type B,Hillside Avenue,Nagle Avenue,Sickles Street,E
1197,21.84,UM-016,POINT (-73.93255003011406 40.85880137836663),Installed,Type B,Bennett Avenue,W 192 Street,Broadway,E
1198,20.94,UM-017,POINT (-73.93424498444737 40.858911488161624),Installed,Type B,Fort Washington Avenue,Margaret Corbin Circle,W 190 Street,E
1199,21.8,UM-018,POINT (-73.93262914935144 40.856492935541254),Installed,Type B,Broadway,W 190 Street,W 189 Street,E
1200,29,UM-019,POINT (-73.92949698921659 40.855291174992615),Installed,Type B,St. Nicholas Avenue,W 191 Street,W 190 Street,W
1201,8.21,UM-020,POINT (-73.93643683753264 40.85279902654081),Installed,Type B,Overlook Terrace,W 184 Street,W 186 Street,E
1202,13.09,UM-021,POINT (-73.93745813563655 40.85300552442591),Installed,Type B,Fort Washington Avenue,W 185 Street,W 183 Street,E
1203,119,UM-022,POINT (-73.93750470353798 40.848258834922106),Installed,Type B,W 178 Street,Broadway,Wadsworth Avenue,S
1204,16.95,UM-023,POINT (-73.93948709818564 40.84770518326423),Installed,Type B,Fort Washington Avenue,W 177 Street,W 176 Street,E
1205,16.95,UM-024,POINT (-73.94021562237327 40.84635201776935),Installed,Type B,Fort Washington Avenue,W 175 Street,W 174 Street,W
1209,19.22,UM-028,POINT (-73.93659540039219 40.83709147295915),Installed,Type A,Edgecombe Avenue,W 165 Street,W 164 Street,E
1211,170.59,UM-030,POINT (-73.93971220744018 40.83547378137487),Installed,Type B,St. Nicholas Avenue,W 162 Street,W 161 Street,W
1214,137.82,UM-033,POINT (-73.92735781986786 40.86571328996847),Installed,Type B,Dyckman Street,Broadway,Seaman Avenue,N
1216,29,UM-034,POINT (-73.93956442370698 40.84164233597604),Installed,Type B,Broadway,W 169 Street,W 168 Street,W
1217,119,UM-035,POINT (-73.93933712926258 40.84081994925265),Installed,Type B,W 168 Street,St. Nicholas Avenue,Audubon Avenue,N
1220,29,UM-038,POINT (-73.93673958676825 40.830195964655985),Installed,Type B,Frederick Douglass Boulevard,W 155 Street,Harlem River Drive,W
1221,29,UM-039,POINT (-73.94574947157949 40.832561157779026),Pending Blades,Fingerpost,Broadway,W 155 Street,W 153 Street,E
1222,29,UM-040,POINT (-73.95044136491875 40.82613982877411),Installed,Type B,Broadway,W 145 Street,W 144 Street,E
1225,119,UM-043,POINT (-73.93640669342535 40.81233114618002),Installed,Type B,E 135 Street,Madison Avenue,5 Avenue,N
1238,29,UM-056,POINT (-73.9374149165743 40.80417331831825),Installed,Type B,Lexington Avenue,E 125 Street,E 124 Street,E
1239,119,UM-057,POINT (-73.9368434089524 40.804235621012715),Removed Sign/Footing (Permanent),Type B,E 125 Street,Lexington Avenue,3 Avenue,N
1240,119,UM-058,POINT (-73.93775140221985 40.804410754017454),Installed,Type B,E 125 Street,Lexington Avenue,Park Avenue,S
1243,29,UM-061,POINT (-73.95842787798641 40.80004506433829),Pending Sign,Type B,Central Park West,Frederick Douglass Circle,W 97 Street,E
1244,29,UM-062,POINT (-73.95248422219315 40.798435554420585),Installed,Type B,Lenox Avenue,Central Park North,W 111 Street,W
1245,119,UM-063,POINT (-73.94464218674905 40.79476035614654),Installed,Type B,E 110 Street,Lexington Avenue,Park Avenue,S
1246,119,UM-064,POINT (-73.9419207270786 40.798648549495844),Installed,Type B,E 116 Street,Lexington Avenue,Park Avenue,S
1247,119,UM-065,POINT (-73.94991142614747 40.802224739506684),Installed,Type B,W 116 Street,Lenox Avenue,"Adam Clayton Powell, Jr. Boulevard",N
