the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-97.833624199656 30.449425341613, -97.833623455145 30.437706251847, -97.854460237938 30.437706050705, -97.854460343241 30.449425078877, -97.833624199656 30.449425341613)))",1126,D37
"MULTIPOLYGON (((-97.979466872041 30.496296036196, -97.979464258501 30.484577243825, -98.000301036068 30.484577940068, -98.000300695668 30.496293881892, -97.979466872041 30.496296036196)))",701,WW41
"MULTIPOLYGON (((-97.979458011904 30.179899587543, -97.979457713815 30.168183769659, -98.000286463428 30.168182818234, -98.000286848049 30.179901341602, -97.979458011904 30.179899587543)))",2140,WW14
"MULTIPOLYGON (((-98.146139199112 30.613475247441, -98.146138530711 30.601756873248, -98.166972230218 30.601757549929, -98.166973052216 30.613475883649, -98.146139199112 30.613475247441)))",91,WN51
"MULTIPOLYGON (((-98.000285809317 30.027561810016, -98.000284636792 30.015843486911, -98.021121607153 30.015842641656, -98.021122078459 30.027563656162, -98.000285809317 30.027561810016)))",2273,WV1
"MULTIPOLYGON (((-97.375281235807 30.390836454012, -97.375281413693 30.379118965169, -97.396117935352 30.37911917862, -97.396118703887 30.390836630989, -97.375281235807 30.390836454012)))",917,EB32
"MULTIPOLYGON (((-97.562791371617 30.64863804518, -97.562790243718 30.636918304907, -97.583625208616 30.636919841875, -97.583624979913 30.648636747145, -97.562791371617 30.64863804518)))",368,S54
"MULTIPOLYGON (((-97.416950667409 30.496300828843, -97.416948156793 30.484583373807, -97.437785104241 30.484581815051, -97.437784512082 30.49630189292, -97.416950667409 30.496300828843)))",648,Z41
"MULTIPOLYGON (((-97.771117875416 30.121311320734, -97.771117521662 30.109595089082, -97.791953531981 30.109592676209, -97.791953966337 30.121311609323, -97.771117875416 30.121311320734)))",1920,G9
"MULTIPOLYGON (((-97.875292246645 30.168184031524, -97.875284872501 30.15646510352, -97.896120996528 30.156464788767, -97.896120615053 30.168183519597, -97.875292246645 30.168184031524)))",1832,B13
"MULTIPOLYGON (((-97.68779477083 30.672073470849, -97.687795102112 30.66035409582, -97.70862904136 30.660354514594, -97.708629734303 30.672071108202, -97.68779477083 30.672073470849)))",287,L56
"MULTIPOLYGON (((-97.375279388352 30.133034171041, -97.375278859659 30.121314133472, -97.396108050793 30.121315458884, -97.396108025535 30.133032674972, -97.375279388352 30.133034171041)))",2017,EB10
"MULTIPOLYGON (((-97.416951150974 30.554893319474, -97.416951020487 30.543175923978, -97.437785563599 30.543174023804, -97.437785847833 30.554891365401, -97.416951150974 30.554893319474)))",761,Z46
"MULTIPOLYGON (((-98.062786639026 30.03928070373, -98.062786586577 30.027562517912, -98.08362344973 30.027562438015, -98.083622865436 30.039280568016, -98.062786639026 30.03928070373)))",2284,WS2
"MULTIPOLYGON (((-98.083623480142 30.074435111446, -98.083623275535 30.06271691217, -98.104459743989 30.0627160467, -98.104460101726 30.074434204419, -98.083623480142 30.074435111446)))",2188,WR5
"MULTIPOLYGON (((-98.166970419713 30.508010838595, -98.16697039154 30.496292495142, -98.187804236141 30.496292932368, -98.187804417741 30.508011235838, -98.166970419713 30.508010838595)))",658,WM42
"MULTIPOLYGON (((-97.333606529075 30.051005224661, -97.333606222258 30.039287944059, -97.354442581512 30.039285630538, -97.354442166075 30.05100558578, -97.333606529075 30.051005224661)))",2230,ED3
"MULTIPOLYGON (((-97.50028696081 30.519738426921, -97.500287090608 30.508018508881, -97.521120681137 30.508019748453, -97.521120785692 30.519736865447, -97.50028696081 30.519738426921)))",474,V43
"MULTIPOLYGON (((-97.729455614612 30.367398714534, -97.729455638437 30.35567941458, -97.750292572388 30.355679979798, -97.750291983658 30.367396466846, -97.729455614612 30.367398714534)))",972,J30
"MULTIPOLYGON (((-97.854466634813 30.660351008325, -97.854466458685 30.648634770897, -97.875300380788 30.64863300559, -97.875299845061 30.660351930963, -97.854466634813 30.660351008325)))",324,C55
"MULTIPOLYGON (((-98.06279830639 30.332237671572, -98.062798252353 30.32051915844, -98.083627007734 30.320520570352, -98.083627278493 30.332236292527, -98.06279830639 30.332237671572)))",1413,WS27
"MULTIPOLYGON (((-97.833621504252 30.285366876734, -97.833620690162 30.273650613078, -97.854456977385 30.273648340295, -97.854457082106 30.285367291256, -97.833621504252 30.285366876734)))",1763,D23
"MULTIPOLYGON (((-97.791963942705 30.578324145932, -97.791963431424 30.566607718091, -97.812797286994 30.566608171135, -97.81279795053 30.578324551943, -97.791963942705 30.578324145932)))",178,F48
"MULTIPOLYGON (((-97.562785115678 30.203343630382, -97.562784785837 30.191624023705, -97.583614002188 30.191624756556, -97.583613772096 30.203341546278, -97.562785115678 30.203343630382)))",1613,S16
"MULTIPOLYGON (((-97.937799809387 30.508014559333, -97.937799088855 30.496295707824, -97.95863304819 30.496294812491, -97.958633128663 30.508013604984, -97.937799809387 30.508014559333)))",642,WY42
"MULTIPOLYGON (((-97.521121707465 30.543173861742, -97.521121603812 30.531456747453, -97.541955500651 30.531454504534, -97.541955679171 30.543174315626, -97.521121707465 30.543173861742)))",751,U45
"MULTIPOLYGON (((-97.833620789078 30.25021264692, -97.833620839038 30.238493678851, -97.854456594896 30.23849429342, -97.854456698492 30.250213215342, -97.833620789078 30.25021264692)))",1522,D20
"MULTIPOLYGON (((-98.041969794928 30.566604833973, -98.041969100645 30.554886222673, -98.062803426563 30.554884715296, -98.06280348033 30.56660327016, -98.041969794928 30.566604833973)))",254,WT47
"MULTIPOLYGON (((-98.104471321355 30.566603772405, -98.104470960401 30.554885301014, -98.125305028498 30.554884659947, -98.12530474884 30.5666030765, -98.104471321355 30.566603772405)))",764,WQ47
"MULTIPOLYGON (((-97.812791731291 30.261930604116, -97.812791861226 30.250214328237, -97.833620789078 30.25021264692, -97.833620740145 30.261931625172, -97.812791731291 30.261930604116)))",1465,E21
"MULTIPOLYGON (((-98.021121824652 30.03928192688, -98.021122078459 30.027563656162, -98.041958346628 30.027562106253, -98.041958245925 30.039280334329, -98.021121824652 30.03928192688)))",2369,WU2
"MULTIPOLYGON (((-97.750295095186 30.543171874701, -97.750294964484 30.531452595185, -97.771129371477 30.531451713547, -97.771128862154 30.54317092951, -97.750295095186 30.543171874701)))",776,H45
"MULTIPOLYGON (((-98.021128732212 30.461140538636, -98.02112898523 30.449421893379, -98.041965103499 30.449424204721, -98.041965069612 30.46114005831, -98.021128732212 30.461140538636)))",1103,WU38
"MULTIPOLYGON (((-98.125288926754 30.097871536752, -98.125289205959 30.086153399362, -98.146125791639 30.086153910775, -98.146125665577 30.097872007462, -98.125288926754 30.097871536752)))",2430,WP7
"MULTIPOLYGON (((-97.625292597848 30.636918238373, -97.625292519411 30.625201427345, -97.646126302239 30.625201120639, -97.646126534229 30.636917881638, -97.625292597848 30.636918238373)))",410,P53
"MULTIPOLYGON (((-97.458609006189 30.086159356176, -97.458609361839 30.074442384586, -97.479445514227 30.074441529204, -97.479446100852 30.086158465356, -97.458609006189 30.086159356176)))",2422,X6
"MULTIPOLYGON (((-98.146128991344 30.297084621574, -98.146127533444 30.28536628358, -98.166964289968 30.285365424172, -98.166965109333 30.297083708179, -98.146128991344 30.297084621574)))",1758,WN24
"MULTIPOLYGON (((-97.479449755947 30.449427675802, -97.479449958658 30.437710457506, -97.500285961496 30.437709964975, -97.500285912468 30.449427130584, -97.479449755947 30.449427675802)))",1107,W37
"MULTIPOLYGON (((-98.000285357323 30.08615359122, -98.000285764454 30.074435204623, -98.021121855099 30.07443686512, -98.021121601143 30.086155208719, -98.000285357323 30.08615359122)))",2456,WV6
"MULTIPOLYGON (((-97.833617513956 30.039281420066, -97.833617492179 30.027565467265, -97.85445372216 30.027564225579, -97.854453826209 30.039282881062, -97.833617513956 30.039281420066)))",2355,D2
"MULTIPOLYGON (((-97.500287911952 30.613483981934, -97.500288042799 30.601764086417, -97.521122068546 30.601764889763, -97.521122967882 30.613482001638, -97.500287911952 30.613483981934)))",44,V51
"MULTIPOLYGON (((-97.583612582254 30.086157697426, -97.58361281118 30.074441055692, -97.604449194109 30.074439094094, -97.60444903963 30.086158433768, -97.583612582254 30.086157697426)))",2436,R6
"MULTIPOLYGON (((-97.312777761302 30.039287048567, -97.312777606826 30.027569731985, -97.333606001748 30.027567933909, -97.333606222258 30.039287944059, -97.312777761302 30.039287048567)))",2304,EE2
"MULTIPOLYGON (((-98.125305028498 30.554884659947, -98.125303719003 30.543166213524, -98.146137570105 30.543164984663, -98.1461374449 30.554883363095, -98.125305028498 30.554884659947)))",752,WP46
"MULTIPOLYGON (((-98.187804055627 30.4845746288, -98.187804667568 30.472856338845, -98.208632590095 30.47285613438, -98.208632924354 30.48457439797, -98.187804055627 30.4845746288)))",574,WL40
"MULTIPOLYGON (((-97.666951168938 30.156469318694, -97.666951654021 30.144750050856, -97.687787705273 30.144750693287, -97.687788240855 30.15646717954, -97.666951168938 30.156469318694)))",1862,M12
"MULTIPOLYGON (((-97.750288955808 30.133029575617, -97.750289543489 30.121313296638, -97.771117875416 30.121311320734, -97.771118157442 30.133030316765, -97.750288955808 30.133029575617)))",2040,H10
"MULTIPOLYGON (((-97.729454844588 30.32052428492, -97.729454869537 30.308805010964, -97.75029118849 30.308805768653, -97.750291317382 30.320524994526, -97.729454844588 30.32052428492)))",1203,J26
"MULTIPOLYGON (((-97.916962908208 30.484577046996, -97.916962341824 30.472858151041, -97.937798442777 30.472858019769, -97.937799163053 30.48457687102, -97.916962908208 30.484577046996)))",558,WZ40
"MULTIPOLYGON (((-97.416945183599 30.226779507696, -97.416945054293 30.215062239152, -97.437781631412 30.215061991672, -97.437781914188 30.226779206317, -97.416945183599 30.226779507696)))",1653,Z18
"MULTIPOLYGON (((-97.500285143852 30.332244608415, -97.500285193958 30.320527488184, -97.521113242062 30.320526747174, -97.521113344463 30.332243815079, -97.500285143852 30.332244608415)))",1355,V27
"MULTIPOLYGON (((-97.687789728312 30.343959896939, -97.687789984757 30.332243260592, -97.708618912479 30.33224228319, -97.708619525988 30.343961635775, -97.687789728312 30.343959896939)))",1335,L28
"MULTIPOLYGON (((-97.35444348727 30.238499729357, -97.354443903345 30.226779537236, -97.375280093209 30.22678113812, -97.375279915437 30.23849852666, -97.35444348727 30.238499729357)))",1618,EC19
"MULTIPOLYGON (((-98.06278669045 30.050998908482, -98.062786639026 30.03928070373, -98.083622865436 30.039280568016, -98.083623069942 30.050998730852, -98.06278669045 30.050998908482)))",2348,WS3
"MULTIPOLYGON (((-97.958633208115 30.519732396852, -97.958633128663 30.508013604984, -97.979467106126 30.508014784837, -97.979467406425 30.519730783856, -97.958633208115 30.519732396852)))",521,WX43
"MULTIPOLYGON (((-98.146129943193 30.355676316683, -98.146128485329 30.343957942568, -98.166965217175 30.343956866894, -98.166966036113 30.355675187021, -98.146129943193 30.355676316683)))",1329,WN29
"MULTIPOLYGON (((-97.979462094476 30.379111330593, -97.979461861319 30.367392607616, -98.000297894783 30.367393752293, -98.000298281597 30.379112431779, -97.979462094476 30.379111330593)))",954,WW31
"MULTIPOLYGON (((-97.500286861869 30.543172761759, -97.500286911866 30.531455595145, -97.521121603812 30.531456747453, -97.521121707465 30.543173861742, -97.500286861869 30.543172761759)))",749,V45
"MULTIPOLYGON (((-97.89611920179 30.03928097832, -97.896118793175 30.02756241407, -97.916955463912 30.027564744809, -97.916955304582 30.039280500192, -97.89611920179 30.03928097832)))",2360,A2
"MULTIPOLYGON (((-97.875284032888 30.121311565706, -97.875283776107 30.109592833586, -97.896120078864 30.109592714723, -97.896119697461 30.121311386339, -97.875284032888 30.121311565706)))",1922,B9
"MULTIPOLYGON (((-97.729451750507 30.074438231024, -97.729451700758 30.062721970538, -97.750280925067 30.06272090993, -97.750280263296 30.074439855158, -97.729451750507 30.074438231024)))",2208,J5
"MULTIPOLYGON (((-97.541951224631 30.39083599466, -97.541951046941 30.37911620116, -97.562787544875 30.379116851817, -97.562787084063 30.390836576607, -97.541951224631 30.39083599466)))",1054,T32
"MULTIPOLYGON (((-97.604456553396 30.519735355376, -97.604456628703 30.508018460936, -97.625290616759 30.508016568852, -97.625290617557 30.519736161699, -97.604456553396 30.519735355376)))",484,Q43
"MULTIPOLYGON (((-97.708617737701 30.238496074574, -97.708617915402 30.226776816444, -97.729454025146 30.226778567061, -97.729454075268 30.238495027917, -97.708617737701 30.238496074574)))",1691,K19
"MULTIPOLYGON (((-97.812794864694 30.414270490464, -97.812794274538 30.402551362549, -97.833623531969 30.4025517938, -97.833623553542 30.414268110716, -97.812794864694 30.414270490464)))",987,E34
"MULTIPOLYGON (((-97.771118284886 30.168184628511, -97.77111792987 30.156468337635, -97.791954553599 30.156465735428, -97.791954198438 30.168184712076, -97.771118284886 30.168184628511)))",1827,G13
"MULTIPOLYGON (((-97.541949083378 30.191625262242, -97.541948115379 30.179905599313, -97.562785245988 30.179904446731, -97.562784785837 30.191624023705, -97.541949083378 30.191625262242)))",2082,T15
"MULTIPOLYGON (((-97.583616267309 30.367399777317, -97.583615783452 30.355680096712, -97.604452608885 30.355679596943, -97.604452454383 30.367399209819, -97.583616267309 30.367399777317)))",1286,R30
"MULTIPOLYGON (((-97.875292504611 30.179902836442, -97.875292246645 30.168184031524, -97.896120615053 30.168183519597, -97.896121025529 30.179902279089, -97.875292504611 30.179902836442)))",2134,B14
"MULTIPOLYGON (((-98.187793857112 30.285363806389, -98.187792886448 30.273645571206, -98.208629304992 30.27364622461, -98.208630429028 30.285364420044, -98.187793857112 30.285363806389)))",1780,WL23
"MULTIPOLYGON (((-97.604459149575 30.660354438944, -97.604459225712 30.648637590035, -97.625292598895 30.64863779219, -97.625292676345 30.660354589806, -97.604459149575 30.660354438944)))",364,Q55
"MULTIPOLYGON (((-97.666951755761 30.203341077803, -97.666951373046 30.191624488899, -97.687788113644 30.191622185603, -97.6877877831 30.203341457651, -97.666951755761 30.203341077803)))",1583,M16
"MULTIPOLYGON (((-97.937799088855 30.496295707824, -97.937799163053 30.48457687102, -97.958628207689 30.484575931862, -97.95863304819 30.496294812491, -97.937799088855 30.496295707824)))",682,WY41
"MULTIPOLYGON (((-97.3961075498 30.062724105801, -97.396107658543 30.051004241665, -97.416943749643 30.051005431028, -97.416943877527 30.06272249233, -97.3961075498 30.062724105801)))",2178,EA4
"MULTIPOLYGON (((-97.791955453962 30.261931553942, -97.791955809311 30.25021248231, -97.812791861226 30.250214328237, -97.812791731291 30.261930604116, -97.791955453962 30.261931553942)))",1464,F21
"MULTIPOLYGON (((-98.125289205959 30.086153399362, -98.125288695958 30.074435265347, -98.146125918707 30.074435831106, -98.146125791639 30.086153910775, -98.125289205959 30.086153399362)))",2204,WP6
"MULTIPOLYGON (((-97.396108708416 30.144752672879, -97.396108025535 30.133032674972, -97.416945191421 30.133033484442, -97.41694532063 30.144750661339, -97.396108708416 30.144752672879)))",1986,EA11
"MULTIPOLYGON (((-97.750291648046 30.28537010534, -97.750291518124 30.273650904065, -97.771120177308 30.273651024906, -97.771119668217 30.285370162629, -97.750291648046 30.28537010534)))",1736,H23
"MULTIPOLYGON (((-98.062799194354 30.367396012467, -98.062799205937 30.355674731572, -98.08362848341 30.355673268563, -98.08362862516 30.36739450755, -98.062799194354 30.367396012467)))",1264,WS30
"MULTIPOLYGON (((-98.187805573967 30.53144785371, -98.187804598344 30.519729538684, -98.20866952705 30.519735277993, -98.208639023768 30.531447529007, -98.187805573967 30.53144785371)))",482,WL44
"MULTIPOLYGON (((-97.333614648588 30.519739289135, -97.333615132869 30.50802166967, -97.354448843176 30.508019683855, -97.354448427541 30.519739996602, -97.333614648588 30.519739289135)))",506,ED43
"MULTIPOLYGON (((-97.791953531981 30.109592676209, -97.791953096693 30.0978737591, -97.812782414369 30.097876122056, -97.812782283488 30.109592227751, -97.791953531981 30.109592676209)))",1954,F8
"MULTIPOLYGON (((-98.146138655843 30.590038508024, -98.146138781987 30.578320138781, -98.166972174417 30.57832089615, -98.166972201792 30.590039225049, -98.146138655843 30.590038508024)))",206,WN49
