FacilityName,FacilityAddress,ViolationDate,Violation,Disposition,DispositionDate
BRIGHTON BEER & WINE,"225 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",12/01/2016,WINDOW TINTING,SETTLED; $500.00 + ALERT,12/27/2016
GOURMET INSPIRATIONS,"2646 UNIVERSITY BLVD , WHEATON, MD 20902",04/14/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/30/2017
KOI ASIAN CUISINE,"12046 CHERRY HILL ROAD , SILVER SPRING, MD 20904",04/26/2016,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,05/23/2016
TIA QUETA RESTAURANT,"4839 DEL RAY AVE. , BETHESDA, MD 20814",02/28/2018,SALE TO MINOR,SETTLED; $1000+ALERT,03/26/2018
PANDORA SEAFOOD HOUSE,"36 A MARYLAND AVENUE , ROCKVILLE, MD 20850",05/07/2018,LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100+ALERT,06/01/2018
MONTEREY MART & CAFE,"5901 5901 MONTROSE RD. , ROCKVILLE, MD 20852",01/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,02/06/2019
DUCK DUCK GOOSE,"7929 NORFOLK GOOSE , BETHESDA, MD 20814",11/03/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,11/30/2017
ISLAND PRIDE OASIS,"617 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",10/15/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/20/2018
AMY TEX-MEX BAR AND GRILL,"621 SLIGO AVE , SILVER SPRING, MD 20910",08/23/2018,SALE TO MINOR,SETTLED; $1000+ALERT,09/10/2018
CLYDES TOWER OAKS LODGE,"2 PRESERVE PKWY. , ROCKVILLE, MD 20852",11/22/2017,PATRON LEAVING PREMISE WITH OPEN ALCOHOL CONTAINER,SETTLED; $500 + ALERT,12/18/2017
ETCHIONS COUNTRY STORE,"7000 DAMASCUS ROAD , GAITHERSBURG, MD 20882",10/10/2018,SALE TO MINOR,SETTLED;$2500+ALERT,11/06/2018
BIG WAN'S CUISINE,"16051 FREDERICK ROAD , ROCKVILLE, MD 20855",03/08/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,HEARING; $500 FINE,08/23/2016
"MILESTONE BEER, WINE & DELI","21030 FREDERICK ROAD D, GERMANTOWN, MD 20876",12/02/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/10/2017
217 BOARDWALK PL.,"217 BOARDWALK PL. , GAITHERSBURG, MD 20878",10/15/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/18/2018
PRIME BEER & WINE,"12842 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20904",01/11/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500+ALERT,07/11/2018
EL NORTENO,"8917 BROOKVILLE ROAD , SILVER SPRING, MD 20910",04/26/2016,SALE TO MINOR,SETTLED; $2500.00 + ALERT,05/25/2016
BAR LOUIE,"150 GIBBS STREET , ROCKVILLE, MD 20850",03/18/2017,PATRON LEAVING PREMISE WITH OPEN ALCOHOL CONTAINER,SETTLED; $500.00 X 2  = $1000.00 + ALERT,06/20/2017
RED LOBSTER-GAITHERSBURG,"15700 SHADY GROVE ROAD , GAITHERSBURG, MD 20877",05/26/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,07/18/2016
TARA THAI RESTAURANT,"9811 WASHINGTONIAN BLVD. , GAITHERSBURG, MD 20878",08/17/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500+ALERT,09/28/2018
CURRY PLACE,"12951 WISTERIA DRIVE , GERMANTOWN, MD 20874",10/30/2017,LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100 + ALERT,01/30/2018
COURTYARD BY MARRIOTT,"204 BOARDWALK PLACE , GAITHERSBURG, MD 20878",10/10/2018,SALE TO MINOR,SETTLED;$2500+ALERT,11/08/2018
BESTWAY MARYLAND SUPERMKT.,"8540 PINEY BRANCH ROAD , SILVER SPRING, MD 20901",03/31/2016,SALE TO MINOR,SETTLED; $2500.00 + ALERT,05/04/2016
CHEESE & WINE SHOPPE,"2501 ENNALLS AVE. , WHEATON, MD 20902",05/30/2016,SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000.00 + ALERT,06/29/2016
& PIZZA,"19823 CENTURY BOULEVARD , GERMANTOWN, MD 20874",11/11/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/03/2017
PHOLUSCIOUS,"10048 DARNESTOWN ROAD , ROCKVILLE, MD 20850",01/24/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,02/08/2018
MUSSEL BAR BY RW,"7262 WOODMONT AVENUE , BETHESDA, MD 20814",09/15/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,10/12/2017
GENTLEMAN JIM'S RESTAURANT,"18917 EARHART COURT , GAITHERSBURG, MD 20879",09/10/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,11/09/2017
LEBANESE TAVERNA,"7141 ARLINGTON ROAD , BETHESDA, MD 20814",09/15/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,11/30/2017
GREAT SHOALS,"7050 CARROLL AVE. #101 , TAKOMA PARK, MD 20912",08/23/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00,09/18/2018
OUTBACK STEAKHOUSE,"12609 WISTERIA DR , GERMANTOWN, MD 20874",08/17/2018,SALE TO MINOR,SETTLED;$1000.00+ALERT,10/08/2018
LEBANESE TAVERNA CAFE,"115 GIBBS STREET A, ROCKVILLE, MD 20850",12/30/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/27/2017
LA FONDA CHIQUITA CAFE,"6838 NEW HAMPSHIRE AVE. , TAKOMA PARK, MD 20912",04/11/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,05/29/2018
GILLY'S CRAFT BEER & FINE WINE,"2009 CHAPMAN AVENUE , ROCKVILLE, MD 20852",02/03/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,04/25/2017
PROMENADE MARKET & DELI,"5225 POOKS HILL ROAD , BETHESDA, MD 20814",03/13/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,04/11/2018
GAITHERSBURG SUPERMARKET,"220 EAST DIAMOND AVENUE , GAITHERSBURG, MD 20877",06/09/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,08/19/2016
PRIME BEER & WINE,"12842 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20904",01/11/2018,SALE TO MINOR,SETTLED; $1000+ALERT,09/13/2018
MARK'S KITCHEN,"7006 CARROLL AVENUE , TAKOMA PARK, MD 20912",07/19/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,08/15/2018
AZUL BAR & GRILL,"18749 N. FREDERICK ROAD , GAITHERSBURG, MD 20879",11/11/2016,SALE TO MINOR,"HEARING; $1,000 FINE + ALERT",02/16/2017
HOLA BEER & WINE,"8035 SNOUFFER SCHOOL ROAD , GAITHERSBURG, MD 20879",10/10/2018,RECORDS INVOICE VIOLATION,SETTLED;$500+ALERT,11/15/2018
SENECA MEADOWS BEER & WINE,"20640 SENECA MEADOWS PKWY , GERMANTOWN, MD 20876",07/30/2018,SALE TO MINOR,SETTLED; $1000+ALERT,08/29/2018
RINCON PERUANO,"210 EAST DIAMOND ST , GAITHERSBURG, MD 20877",10/10/2018,SALE TO MINOR,SETTLED;$2500.00 + ALERT,02/21/2019
ANTOJITOS RESTAURANT,"12 E. DIAMOND AVE. , GAITHERSBURG, MD 20877",08/09/2018,SALE TO MINOR,SETTLED; $1000+ALERT,09/19/2018
THE THAI CUISINE RESTAURANT,"757 HUNGERFORD DRIVE , ROCKVILLE, MD 20850",07/28/2017,RECORDS INVOICE VIOLATION,SETTLED; $500 + ALERT,08/10/2017
SILVER SPRING HILTON HOTEL,"8727 COLESVILLE ROAD , SILVER SPRING, MD 20910",04/11/2018,SALE TO MINOR,SETTLED; $8000+ALERT,08/02/2018
EL PATIO,"5240 RANDOLPH ROAD , ROCKVILLE, MD 20852",08/25/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,09/14/2017
GESTE FOODS & WINE,"4801 EDGEMOOR LANE , BETHESDA, MD 20814",12/07/2016,SALE TO MINOR,HEARING; FIVE DAY SUSPENSION,02/02/2017
"GERMANTOWN BEER, WINE & PLUS","19590 FREDERICK ROAD , GERMANTOWN, MD 20874",03/07/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; 100 + ALERT,03/28/2016
BOULEVARD TAVERN,"311 KENTLANDS BOULEVARD , GAITHERSBURG, MD 20878",05/13/2017,DISORDERLY HOUSE,SETTLED; $2500 + ALERT,09/19/2017
LE PAIN QUOTIDIEN,"7140 BETHESDA LANE , BETHESDA, MD 20814",05/13/2016,SALE TO MINOR,SETTLED; $2500.00 + ALERT,06/17/2016
MOONLIGHT BAR,"8035 SNOUFFER SCHOOL RD , GAITHERSBURG, MD 20879",08/14/2018,SALE TO MINOR,SETTLED; $1000+ALERT,09/05/2018
SARDI'S POLLO A LA BRASA,"430 NORTH FREDERICK ROAD , GAITHERSBURG, MD 20877",06/09/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,06/29/2016
AZUL BAR & GRILL,"18749 N. FREDERICK ROAD , GAITHERSBURG, MD 20879",11/11/2016,SALE/SERVICE TO INTOXICATED PATRON,HEARING; 3 WEEK SUSPENSION + ALCOHOL AWARENESS CERTIFICATION CLASS,02/16/2017
GRAND FUSION,"350 E. FORTUNE TERRACE , ROCKVILLE, MD 20854",01/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,02/07/2019
RESTAURANT POLLOS EL MESON,"615 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",09/09/2016,LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100.00 + ALERT,10/18/2016
KAYPI RESTAURANT,"2005 VEIRS MILL ROAD , ROCKVILLE, MD 20851",08/10/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500 + ALERT,11/22/2017
CAFE PROMENADE,"5225 POOKS HILL ROAD , BETHESDA, MD 20814",05/14/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,07/02/2018
MATCHBOX,"1699 ROCKVILLE PIKE , ROCKVILLE, MD 20852",07/24/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/17/2018
SAFFRON INDIAN CUISINE,"1321 ROCKVILLE PIKE C, ROCKVILLE, MD 20852",03/23/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/01/2017
MIX BAR & GRILLE,"8241 GEORGIA AVENUE , SILVER SPRING, MD 20910",08/26/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,12/07/2016
SPRINGHILL SUITES GAITHERSBURG,"9715 WASHINGTONIAN BLVD. , GAITHERSBURG, MD 20878",10/10/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/08/2018
ADDIE'S,"12435 PARK POTOMAC AVE , POTOMAC, MD 20854",01/22/2019,SALE TO MINOR,SETTLED; $1000+ALERT,01/22/2019
NEEDWOOD GOLF COURSE SNACK BAR,"6724 NEEDWOOD ROAD , DERWOOD, MD 20855",04/28/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/25/2017
TED'S BULLETIN,"220 ELLINGTON BOULEVARD , GAITHERSBURG, MD 20878",05/19/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,06/22/2016
BECLAWS,"2404 UNIVERSITY BOULEVARD , SILVER SPRING, MD 20902",09/11/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$500+ALERT,10/18/2018
"CANCUN GRILL RESTAURANT, THE","11220 GEORGIA AVENUE , WHEATON, MD 20902",07/20/2018,SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000+ALERT,12/07/2018
MODERN MARKET ROCKVILLE,"1627 ROCKVILLE PIKE , ROCKVILLE, MD 20852",02/10/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/09/2017
RESTAURANT POLLOS EL MESON,"615 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",09/09/2016,FAILURE TO PURCHASE FROM APPROVED SOURCE,SETTLED; $1800.00 + ALERT,10/18/2016
EL AGUILA RESTAURANT,"8649 16TH STREET , SILVER SPRING, MD 20910",09/27/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,11/28/2017
SAKURA JAPAN STEAK & SEAFOOD,"11502 MIDDLEBROOK ROAD , GERMANTOWN, MD 20876",08/04/2017,REFILLING EMPTY/PARTIALLY EMPTY ALCOHOLIC BOTTLES,SETTLED; $400 + ALERT,09/12/2017
PANDORA SEAFOOD HOUSE,"36 A MARYLAND AVENUE , ROCKVILLE, MD 20850",05/07/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,06/01/2018
MOGOTILLO RESTAURANT,"7637 NEW HAMPSHIRE AVENUE , TAKOMA PARK, MD 20912",06/26/2015,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,HEARING; $500 FINE,02/19/2016
KAYPI RESTAURANT,"2005 VEIRS MILL ROAD , ROCKVILLE, MD 20851",03/23/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,06/01/2017
ARMANDS CHICAGO PIZZERIA,"1909 SEMINARY ROAD , SILVER SPRING, MD 20910",01/13/2018,SALE TO MINOR,SETTLED; $2500+ALERT,02/27/2018
NEW YORK J & P PIZZA,"26027 RIDGE ROAD , DAMASCUS, MD 20872",08/08/2018,SALE TO MINOR,SETTLED;$1000.00+ALERT,09/06/2018
CHAPEL BEER & WINE,"19727 FREDERICK RD , GERMANTOWN, MD 20876",07/30/2018,SALE TO MINOR,SETTLED; $1000+ALERT,08/17/2018
LUCKY STRIKE,"7101 DEMOCRACY BLVD #1022, BETHESDA, MD 20817",09/06/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,10/02/2017
GAITHERSBURG SUPERMARKET,"220 EAST DIAMOND AVENUE , GAITHERSBURG, MD 20877",04/03/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500.00 + ALERT,06/05/2017
RUBY TUESDAY,"701 RUSSELL AVE. , GAITHERSBURG, MD 20877-2612",06/09/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,07/06/2016
CAMBRIA HOTEL & SUITES,"1 RENAISSANCE STREET , ROCKVILLE, MD 20850",12/27/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,01/17/2017
HILLANDALE BEER & WINE,"10117 NEW HAMPSHIRE AVE. , SILVER SPRING, MD 20903",02/11/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/11/2016
THE OFFICE CAFE & LOUNGE,"6860 OLNEY-LAYTONSVILLE ROAD , LAYTONSVILLE, MD 20882",10/18/2017,SALE TO MINOR,SETTLED; $2500 + ALERT,04/30/2018
SUPER BOWL NOODLE HOUSE,"785 ROCKVILLE PIKE , ROCKVILLE, MD 20852",01/19/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/15/2017
THE GREENE TURTLE,"19961 CENTURY BOULEVARD , GERMANTOWN, MD 20874",11/11/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,12/02/2016
CALIENTE RESTAURANT & BAR,"2442 ENALLS AVENUE , WHEATON, MD 20902",04/14/2017,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,05/25/2017
SAMOVAR,"201 N. WASHINGTON ST. , ROCKVILLE, MD 20850",01/15/2019,SALE TO MINOR,SETTLED;$1000+ALERT,01/15/2019
TASTEE DINER,"8601 CAMERON STREET , SILVER SPRING, MD 20910",11/03/2017,SALE TO MINOR,SETTLED; $2500 + ALERT,11/29/2017
LOTUS CAFE,"8077 GEORGIA AVE , SILVER SPRING, MD 20910",01/23/2018,SALE TO MINOR,SETTLED; $2500 + ALERT,02/14/2018
ALL SET,"8630 FENTON STREET , SILVER SPRING, MD 20910",01/17/2018,SALE TO MINOR,SETTLED; $1000 + ALERT,02/05/2018
BEMNET SUPERMARKET AND DELI,"617 SLIGO AVENUE , SILVER SPRING, MD 20910",03/31/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,07/22/2016
CANOPY,"940 ROSE AVE , NORTH BETHESDA, MD 20852",11/13/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/12/2018
CHIPOTLE MEXICAN GRILL - KENTLANDS,"96 MAIN STREET , GAITHERSBURG, MD 20878",07/30/2018,SALE TO MINOR,SETTLED; $2500+ALERT,09/14/2018
FONTINA GRILLE,"801 PLEASANT DRIVE , ROCKVILLE, MD 20850",04/28/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500+ALERT,06/28/2018
SIRIWAN THAI RESTAURANT,"736 CLOVERLY STREET , SILVER SPRING, MD 20905",03/24/2017,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,05/12/2017
URBAN BAR-B-QUE,"10163 NEW HAMPSHIRE AVE , SILVER SPRING, MD 20903",07/30/2018,RECORDS INVOICE VIOLATION,SETTLED;$500+ALERT,11/21/2018
KING FARM WINE & BEER,"402 KING FARM BLVD., UNIT 100 , ROCKVILLE, MD 20850",01/27/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/17/2017
CHEESE & WINE SHOPPE,"2501 ENNALLS AVE. , WHEATON, MD 20902",09/04/2018,APPLICATION - FAILURE TO UPDATE,SETTLED; $1000+ALERT,09/10/2018
BOULEVARD TAVERN,"311 KENTLANDS BOULEVARD , GAITHERSBURG, MD 20878",07/17/2017,DISORDERLY HOUSE,SETTLED; $1000 + ALERT,09/19/2017
PINSTRIPES,"851 ROSE AVE. , NORTH BETHESDA, MD 20852",11/13/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/03/2018
BENIHANA OF TOKYO,"7935 WISCONSIN AVE. , BETHESDA, MD 20814",01/12/2018,SALE TO MINOR,SETTLED; $1000 + ALERT,02/06/2018
BEMNET SUPERMARKET AND DELI,"617 SLIGO AVENUE , SILVER SPRING, MD 20910",01/09/2019,STORAGE,SETTLED; $200+ALERT,01/23/2019
RIVERSIDE HOTPOT CUISINE,"820 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",07/13/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,08/13/2018
M & N PIZZA,"7750 OLD GEORGETOWN ROAD , BETHESDA, MD 20814",09/21/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,10/24/2017
MASTER 8 BILLIARDS,"2640 UNIVERITY BLVD. , SILVER SPRING, MD 20902",04/25/2015,SALE TO MINOR,"SETTLED; $1500.00
+ALERT",02/12/2016
GISELES CREOLE CUISINE,"2407 PRINCE AVENUE , SILVER SPRING, MD 20902",07/20/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500+ALERT,10/11/2018
GIUSEPPI'S PIZZA PLUS,"335 KENTLANDS BLVD. , GAITHERSBURG, MD 20878",08/30/2018,SALE TO MINOR,SETTLED; $2500+ALERT,12/18/2018
JO'S BEER AND WINE,"18507 N. FREDERICK AVENUE , GAITHERSBURG, MD 20879",08/21/2018,SALE TO MINOR,SETTLED; $1000+ALERT,09/13/2018
SPENCERVILLE MARKET,"2215 SPENCERVILLE ROAD , SPENCERVILLE, MD 20860",11/05/2017,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,12/11/2017
RED ROBIN,"20001 CENTURY BLVD. , GERMANTOWN, MD 20874",01/12/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/15/2017
SUPER CHICKEN,"12611 H WISTERIA DRIVE , GERMANTOWN, MD 20874",07/16/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,08/13/2018
BESTWAY MARYLAND SUPERMKT.,"8540 PINEY BRANCH ROAD , SILVER SPRING, MD 20901",03/31/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00,05/04/2016
HOWARD DELI,"4222 HOWARD AVE. D, KENSINGTON, MD 20895",10/29/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,11/20/2018
BISTRO PROVENCE,"4933 FAIRMONT AVENUE , BETHESDA, MD 20814",02/28/2018,SALE TO MINOR,SETTLED; $1000+ALERT,03/19/2018
GREATEST AMERICAN HOT DOGS,"7206 MUNCASTER MILL ROAD , DERWOOD, MD 20855",06/01/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,08/18/2016
WORLD GOURMET WINE & BEER,"7905 TUCKERMAN LANE , POTOMAC, MD 20854",01/22/2019,SALE TO MINOR,SETTLED;$1000+ALERT,02/11/2019
MIX BAR & GRILLE,"9812 FALLS RD , POTOMAC, MD 20854",08/30/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,12/01/2017
CALIENTE RESTAURANT & BAR,"2442 ENALLS AVENUE , WHEATON, MD 20902",04/14/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/25/2017
LILIT CAFE,"7921 OLD GEORGETOWN RD , BETHESDA, MD 20814",11/03/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,12/18/2017
PASSAGE TO INDIA,"4931 CORDELL AVE. , BETHESDA, MD 20814",01/18/2018,SALE TO MINOR,SETTLED; $1000 + ALERT,03/27/2018
TACO BAR,"10003 FIELDS ROAD B, GAITHERSBURG, MD 20878",08/17/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,09/14/2018
GESTE FOODS & WINE,"4801 EDGEMOOR LANE , BETHESDA, MD 20814",03/31/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,05/24/2016
PI PIZZERIA,"7137 WISCONSIN AVENUE , BETHESDA, MD 20814",01/04/2018,SALE TO MINOR,SETTLED; $1000 + ALERT,02/05/2018
JOSE'S GRILL,"11423 GEORGIA AVE. , WHEATON, MD 20902",01/16/2015,SALE TO MINOR,SETTLED; $3000.00 + ALERT,09/09/2016
TEX'S PLACE,"14630 SOUTHLAWN LANE , ROCKVILLE, MD 20850",10/12/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,11/08/2018
AZUL BAR & GRILL,"18749 N. FREDERICK ROAD , GAITHERSBURG, MD 20879",01/03/2016,SALE/SERVICE TO INTOXICATED PATRON,HEARING; TWO WEEK SUSPENSION,09/15/2016
MODERN MARKET ROCKVILLE,"1627 ROCKVILLE PIKE , ROCKVILLE, MD 20852",02/10/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,03/09/2017
LITTLE DIPPER HOT POT SAUCE,"78101 A GIBBS STREET , ROCKVILLE, MD 20850",02/12/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,03/13/2018
ISLAND PRIDE OASIS,"617 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",06/14/2017,STORAGE,SETTLLED; $200.00 + ALERT,07/07/2017
WOK EXPRESS,"9615 LOST KNIFE ROAD , GAITHERSBURG, MD 20877",01/03/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500 + ALERT,03/06/2018
CHIPOTLE MEXICAN GRILL,"4471 WILLIARD AVENUE , CHEVY CHASE, MD 20815",12/14/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,12/29/2016
BRIGHTON BEER & WINE,"225 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",12/01/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,12/27/2016
GUAPO'S,"411 NORTH FREDERICK AVE , GAITHERSBURG, MD 20878",06/01/2016,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,07/05/2016
EL SOL SALVADOREAN & MEXICAN RESTAURANT,"13881 OUTLET DRIVE C, SILVER SPRING, MD 20904",08/27/2015,SALE TO MINOR,SETTLED; $2500 + ALERT,01/20/2016
URBAN CRAWFISH,"670 QUINCE ORCHARD RD , GAITHERSBURG, MD 20878",04/14/2017,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,05/30/2017
FAMOUS DAVE'S,"20650 SENECA MEADOWS PKWY , GERMANTOWN, MD 20876",01/12/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/03/2017
FUSION BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",03/27/2016,NOISE/DISTURBANCE OF THE NEIGHBORHOOD,HEARING; LICENSE REVOKED,10/05/2016
ARCLIGHT CINEMAS,"7101 DEMOCRACY BLVD , BETHESDA, MD 20817",09/06/2017,SALE TO MINOR,SETTLED; $1000 + ALERT,10/02/2017
LEDO PIZZA,"10058 DARNESTOWN ROAD , ROCKVILLE, MD 20850",11/06/2018,SALE TO MINOR,SETTLED; $1000+ALERT,12/12/2018
BELBY DISCOUNT BEER & WINE,"888 ROCKVILLE PIKE , ROCKVILLE, MD 20852",10/15/2018,SALE TO MINOR,SETTLED;$1000+ALERT,11/13/2018
CHOICE MARKET,"18700 WALKERS CHOICE RD , MONTGOMERY VILLAGE, MD 20886",08/21/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,09/13/2018
PI PIZZERIA,"7137 WISCONSIN AVENUE , BETHESDA, MD 20814",01/04/2018,EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,02/05/2018
BIG WAN'S CUISINE,"16051 FREDERICK ROAD , ROCKVILLE, MD 20855",03/08/2016,LICENSE NOT PROPERLY DISPLAYED,HEARING; $100 FINE,08/23/2016
KOI ASIAN CUISINE,"12046 CHERRY HILL ROAD , SILVER SPRING, MD 20904",04/26/2016,SALE TO MINOR,"SETTLED; $1,000.00 + ALERT",05/23/2016
7  ELEVEN FOOD STORE 11713A,"14101 GEORGIA AVE. , WHEATON, MD 20906",04/03/2018,ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,04/19/2018
THAI TANIUM,"657 CENTER POINT WAY , GAITHERSBURG, MD 20878",06/08/2016,SALE TO MINOR,SETTLED; $1000.00 + ALERT,06/17/2016
THAT'S AMORE,"15201 SHADY GROVE ROAD , ROCKVILLE, MD 20850",03/03/2017,SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/17/2017
