PRE DIR,PRE TYPE,STREET NAME,STREET TYPE,STATUS
,,LEATHER CHAPS,DR,RESERVED
,,LEATHER CHAPS,CV,RESERVED
,,SHARP PITCHFORK,DR,RESERVED
,,QUIRT,DR,RESERVED
,,MONTE CASTILLO,PKWY,ACTIVE
,,BELLA STRADA,CV,ACTIVE
,,CLAIRE JEAN,PATH,RESERVED
,,VANTAGE POINT,DR,ACTIVE
,,LOOKOUT CLIFF,PASS,ACTIVE
,,DEVONSHIRE,CV,ACTIVE
,,YACHT CLUB,CV,ACTIVE
,,TECHNOLOGY TO RESEARCH NB,RAMP,ACTIVE
,,N 183 HWY SB TO OAK KNOLL,RAMP,ACTIVE
,,RESEARCH SVRD NB AT OAK KNOLL,TRN,ACTIVE
,,RESEARCH SVRD SB AT OAK KNOLL,TRN,ACTIVE
,,N 183 NB AT ANDERSON MILL,TRN,ACTIVE
,,N 183 SB AT ANDERSON MILL,TRN,ACTIVE
,,GINGERS,CV,ACTIVE
,,FRONTERA,TRL,ACTIVE
,,JAMES WHEAT,ST,ACTIVE
,,ROBERT BROWNING,ST,ACTIVE
,,RAGSDALE,ST,ACTIVE
,,NORTH BEND,DR,ACTIVE
,,CARENTAN,DR,ACTIVE
,,CHRISTENSEN,CV,ACTIVE
,,BASTOGNE,LOOP,ACTIVE
,,BREA,DR,ACTIVE
,,CANFIELD,DR,ACTIVE
,,RUTTER,LN,ACTIVE
,,DESERT WILLOW,LOOP,ACTIVE
,,DESERT PRIMROSE,DR,ACTIVE
,,PISTACHIO,CT,ACTIVE
,,LITTLE BLUE STEM,CV,ACTIVE
,,SPARTINA,DR,RESERVED
,,TOBOSA,TER,RESERVED
,,MUHLY,CV,ACTIVE
,,MAIDENHAIR,LN,ACTIVE
,,GRAMA,CV,ACTIVE
,,CHERRY LAUREL,TER,ACTIVE
,,KRAUSE,LN,ACTIVE
,,RAYNER,PL,ACTIVE
,,KIRKLAND,CT,ACTIVE
,,EMORY OAK,LN,ACTIVE
,,BLACKWATER DRAW,LN,RESERVED
,,BLACKWATER,TER,RESERVED
,,KEMAH,DR,ACTIVE
,,OZONA,DR,ACTIVE
,,WYLIE,DR,ACTIVE
,,MARFA,DR,ACTIVE
,,REDWATER,DR,RESERVED
,,LAREDO,DR,ACTIVE
,,ROCKLAND,DR,RESERVED
,,YOAKUM,ST,RESERVED
,,KENDALIA,ST,RESERVED
,,COMFORT,LN,ACTIVE
,,MARIETTA,DR,RESERVED
,,E 290 SVRD WB AT IH 35,TRN,ACTIVE
,,CREEDE,DR,ACTIVE
,,SULLY CREEK,DR,ACTIVE
,,HIDDEN WATER,DR,RESERVED
,,JUDYS PLACE,DR,RESERVED
,,COOPERS MEADOW,DR,RESERVED
,,STONEWALL,DR,RESERVED
,,WATERSTONE,DR,RESERVED
,,SANCTUARY,WAY,RESERVED
,,HAWKS RIDGE,DR,RESERVED
,,GRAND SUMMIT,BLVD,ACTIVE
,,POSSE,TRL,ACTIVE
,,FANDANGO,,ACTIVE
,,SPEAKING ROCK,,ACTIVE
,,STONERIDGE GAP,LN,ACTIVE
,,WATERFORD RUN,WAY,ACTIVE
,,STONEWATER,BLVD,ACTIVE
,,PEBBLE RUN,PATH,ACTIVE
,,CUMMINS,WAY,ACTIVE
,,JAMIE,DR,ACTIVE
,,MASON STONE,LN,ACTIVE
,,CENTRUM,DR,ACTIVE
,,LIBERTY FARMS,DR,ACTIVE
,,BOUNDLESS VALLEY,DR,ACTIVE
,,BLEICH,LN,ACTIVE
,,SHORT SPRINGS,DR,ACTIVE
,,DESAFIO,PL,RESERVED
,,TRONADOR,DR,RESERVED
,,HARLOW,DR,ACTIVE
,,BREVE,CV,ACTIVE
,,BARTENY,CV,ACTIVE
,,LEAPWOOD,PL,ACTIVE
,,BEACON POINT,CV,ACTIVE
,,CAMINO PAISANO,,ACTIVE
,,CALHOUN,LN,ACTIVE
,,CALHOUN,PASS,ACTIVE
,,ADDISON,DR,ACTIVE
,,BRONSON,WAY,RESERVED
,,BUFFALO BILL,DR,RESERVED
,,BUTCH CASSIDY,CT,RESERVED
,,CALAMITY,LN,RESERVED
,,COWBOY CAPITAL,CV,RESERVED
,,DALTON GANG,LN,RESERVED
,,DEADLANDS,DR,RESERVED
,,DODGE CITY,DR,RESERVED
,,FISTFUL OF DOLLARS,DR,RESERVED
,,FRISCO,PASS,RESERVED
,,FRONTIER STRIP,PL,RESERVED
,,GUNSLINGER,ST,RESERVED
,,SWOON,DR,RESERVED
,,RADLEY,DR,RESERVED
,,BITTERFERN,DR,RESERVED
,,BLACK BRUSH,DR,RESERVED
,,WHISTLE BROOK,LN,RESERVED
,,BORELLO,DR,ACTIVE
,,BRATTON,CIR,RESERVED
,,SANTA BARBARA,DR,RESERVED
,,CASTEBAR,DR,ACTIVE
,,DINGE BAY,DR,ACTIVE
,,CLOUDMORE,LN,ACTIVE
,,WOLFBERRY,DR,RESERVED
,,DISTANT HORIZONS,LN,RESERVED
,,TERRABROOK FALCON RIDGE,LOOP,RESERVED
,,HARBOR HILL,DR,ACTIVE
,,HAGGANS,LN,ACTIVE
,,FARRIOR,DR,ACTIVE
,,COWHER,CT,ACTIVE
,,ROONEY,CV,ACTIVE
,,FANECA,DR,ACTIVE
,,CHISOS,TRL,ACTIVE
,,BOQUILLAS CANYON,DR,ACTIVE
,,RUNNING BRUSH,LN,ACTIVE
,,RUNNING BRUSH,CV,ACTIVE
,,SANTA ELENA,LN,ACTIVE
,,TEXAS HERITAGE,TRL,RESERVED
,,STONE LAKE RANCH,LOOP,RESERVED
,,MARFA VALLEY,DR,RESERVED
,,MARFA,CV,RESERVED
,,WISDOM,TRL,RESERVED
,,HAWKWIND,,RESERVED
,,BROKEN WOOD,DR,RESERVED
,,BROKEN WOOD,CV,RESERVED
,,GLADE,CV,RESERVED
,,ROCKY BLUFF,DR,ACTIVE
,,TURNING,TRL,ACTIVE
,,CORRAL DE TIERRA,DR,ACTIVE
,,LAGUNA SECA,LN,ACTIVE
,,MONTEREY PINES,DR,ACTIVE
,,PASADERA,LN,ACTIVE
,,CALDWELLS,LN,ACTIVE
,,SADDLEBROOK CANYON,CT,ACTIVE
,,RESEARCH,BLVD,ACTIVE
,,RESEARCH,BLVD,ACTIVE
,,MONTALCINO,BLVD,ACTIVE
,,LOMBARDIA,DR,ACTIVE
,,BELLAGIO,DR,ACTIVE
,,VOLTERRA,ST,ACTIVE
,,UMBRIA,ST,ACTIVE
E,SH,71,,ACTIVE
E,SH,71,,ACTIVE
,,SHOREVIEW,CV,ACTIVE
E,US,290,HWY,ACTIVE
,,FLAGLER,DR,ACTIVE
,,ROLLINS,DR,ACTIVE
,,CARLTON RIDGE,CV,ACTIVE
,,MAGNOLIA RIDGE,CV,ACTIVE
,,LYNCHBURG,DR,ACTIVE
,,GLENVILLE,CV,ACTIVE
,,BACHELOR GULCH,,ACTIVE
,,ROARING FORK,,ACTIVE
,,LAJITAS,,ACTIVE
,,MIRADOR,,ACTIVE
,,PUMPKIN RIDGE,,ACTIVE
E,,KOENIG,LN,ACTIVE
E,,KOENIG,LN,ACTIVE
,,BURNET RD TO MOPAC NB,RAMP,ACTIVE
,,N MOPAC SB TO MERRILTOWN,RAMP,ACTIVE
,,N MOPAC NB TO N MOPAC NB,RAMP,ACTIVE
,,MISTY VALLEY,,ACTIVE
,,WINDY WALK,CV,ACTIVE
,,BUCKBOARD,BLVD,ACTIVE
,,COPPERBEND,BLVD,ACTIVE
,,BURKE,BLVD,ACTIVE
,,DISCOVERY,BLVD,ACTIVE
,,DIRECTORS,BLVD,ACTIVE
,,CYPRESS RANCH,BLVD,ACTIVE
,,DANZ,BLVD,ACTIVE
,,CREEK BEND,BLVD,ACTIVE
,,CHIMNEY HILL,BLVD,ACTIVE
,,CHIMNEY HILL,BLVD,ACTIVE
,,BRIARCLIFF,BLVD,ACTIVE
,,BRIGHTWATER,BLVD,ACTIVE
,,BRITTANY,BLVD,ACTIVE
,,LINCOLN,AVE,ACTIVE
,,LIMERICK,AVE,ACTIVE
,,LOUIS,AVE,ACTIVE
,,LOTT,AVE,ACTIVE
,,LINK,AVE,ACTIVE
,,LAWNMONT,AVE,ACTIVE
,,LAMPLIGHT VILLAGE,AVE,ACTIVE
,,KRIZAN,AVE,ACTIVE
,,LACEY,AVE,ACTIVE
,,KENWOOD,AVE,ACTIVE
,,LAFAYETTE,AVE,ACTIVE
,,KENNETH,AVE,ACTIVE
,,KAREN,AVE,ACTIVE
,,WILKS,AVE,ACTIVE
,,WILCOX,AVE,ACTIVE
,,WHITIS,AVE,ACTIVE
,,WHITE WING,AVE,ACTIVE
,,WILSON PARKE,AVE,ACTIVE
,,WILSON,AVE,ACTIVE
,,WOODMONT,AVE,ACTIVE
,,WOODROW,AVE,ACTIVE
,,WOODLAND,AVE,ACTIVE
,,WIRTZ,AVE,ACTIVE
,,WINSTED,AVE,ACTIVE
,,KITTY,AVE,ACTIVE
,,KIRK,AVE,ACTIVE
,,KINNEY,AVE,ACTIVE
,,MANSELL,AVE,ACTIVE
,,MAPLEWOOD,AVE,ACTIVE
,,MARTIN,AVE,ACTIVE
,,MASON,AVE,ACTIVE
,,MAYWOOD,AVE,ACTIVE
,,EXCAVATION,PL,RESERVED
,,FRESH SPRINGS,RD,RESERVED
,,GLOBAL,RD,RESERVED
,,GREENSCAPE,TRL,RESERVED
,,HADLEY,WAY,RESERVED
,,HANSEN,BLVD,RESERVED
,,HATCHER,DR,RESERVED
,,HOLDFORD,RD,RESERVED
,,HUDNALL,RD,RESERVED
,,W 290 EB AT JOE TANNER,TRN,ACTIVE
,,W 290 WB AT JOE TANNER,TRN,ACTIVE
,,N IH 35 SVRD SB AT 8TH,TRN,ACTIVE
,,N IH 35 SVRD NB AT 15TH,TRN,ACTIVE
,,W BEN WHITE SVRD WB AT 1ST,TRN,ACTIVE
,,W 290 EB AT MONTEREY OAKS,TRN,ACTIVE
,,W 290 WB AT MONTEREY OAKS,TRN,ACTIVE
,,W 290 EB AT OLD FREDERICK,TRN,ACTIVE
,,W 290 WB AT OLD FREDERICK,TRN,ACTIVE
,,LITTLEFIELD,ST,ACTIVE
,,SORIN,ST,ACTIVE
,,SCHULTZE,ST,RESERVED
,,CARILLO,ST,RESERVED
,,GOCHMAN,ST,ACTIVE
,,STEPHANIE,LN,ACTIVE
,,KADEN,WAY,ACTIVE
,,DORADO,PASS,ACTIVE
,,AQUARIUS,DR,RESERVED
,,FRASER,CV,ACTIVE
,,KILDRUMMY,LN,ACTIVE
,,DUFFY,LN,ACTIVE
,,WESTER ROSS,LN,ACTIVE
,,EDINBURGH ISLE,CT,ACTIVE
,,TAVISH,TRL,ACTIVE
,,GLENFIDDICH,LN,ACTIVE
,,PRINCES,CT,ACTIVE
,,LADERA RANCH,PKWY,ACTIVE
,,FAIRWIND,DR,ACTIVE
,,VISTA DEL VERDE,DR,ACTIVE
,,SINGING WOOD,DR,ACTIVE
,,BUBBLING WELL,LN,ACTIVE
,,EVENINGSIDE,WAY,ACTIVE
,,ROCKFIELD,LN,ACTIVE
,,RANCHWOOD,LN,ACTIVE
,,OBSERVATORY,LN,ACTIVE
,,DEZMOND DIAMOND,CT,RESERVED
,,EIENTRILL,PASS,RESERVED
,,MADRONE CANYON,DR,RESERVED
,,KOTI,WAY,RESERVED
,,LAMAR WEISS,WAY,RESERVED
,,LIVINGTON DAILY,WAY,RESERVED
,,LOVINGTON,WAY,RESERVED
,,NINI,CV,RESERVED
,,SCHWARTZ,LN,RESERVED
,,SHERIPOP,LN,RESERVED
,,TREANNA,CT,RESERVED
,,GATES OF THE ARCTIC,AVE,ACTIVE
,,CALISTOGA,WAY,ACTIVE
,,CALISTOGA,CT,ACTIVE
,,BELCARA,PL,ACTIVE
,,BELLA MAR,TRL,ACTIVE
,,MONTEREY,PATH,ACTIVE
,,CEDAR BEND,CV,ACTIVE
,,NATURES MEADOWS,DR,RESERVED
,,TEXAS MEADOWS,DR,ACTIVE
,,HORSEMINT,TRL,ACTIVE
,,W 290 EB TO ROADRUNNER,RAMP,ACTIVE
,,MONTEREY OAKS TO W 290 EB,RAMP,ACTIVE
,,W 290 EB TO MONTEREY OAKS,RAMP,ACTIVE
,,S MOPAC SB TO W 290 WB,RAMP,ACTIVE
,,LCRA,DR,RESERVED
,,ARROYO ELENA,PLZ,ACTIVE
,,ACEQUIA,PASS,ACTIVE
,,FEATHERGRASS,CT,RESERVED
,,SWISS ALPS,CT,ACTIVE
,,CRATERS OF THE MOON,BLVD,ACTIVE
,,SAINT ELIAS,ST,ACTIVE
,,RYAN,DR,ACTIVE
,,RYAN,DR,ACTIVE
,,RUTLAND,DR,ACTIVE
,,RUTHERGLEN,DR,ACTIVE
,,RUTGERS,DR,ACTIVE
,,RUSTY RIDGE,DR,ACTIVE
,,RUSTY FIG,DR,ACTIVE
,,RUSTY,DR,ACTIVE
,,RUSTOWN,DR,ACTIVE
,,RUSTIC ROCK,DR,ACTIVE
,,AMAZING,LN,RESERVED
,,SHARK,LN,ACTIVE
,,COLERAINE,DR,RESERVED
,,BURNLEY,DR,RESERVED
,,ROUEN,RUN,RESERVED
,,KINCANE,DR,RESERVED
,,MOSEY,RUN,RESERVED
,,FAIRLEIGH,CV,RESERVED
,,RIVERSDALE,RD,RESERVED
,,SUREGOOD,DR,RESERVED
,,DERRING,PATH,RESERVED
,,LUDBROOK,PASS,RESERVED
,,FERNTREE,PATH,RESERVED
,,BRIGHTON GROVE,DR,RESERVED
,,WOLSELEY,LN,RESERVED
,,DANBARK,DR,RESERVED
,,WEAVER,WAY,RESERVED
,,CAVANAGH,DR,RESERVED
,,CHANDLER,CV,RESERVED
,,EMPIRE,CV,RESERVED
,,CASANOVA,ST,RESERVED
,,GONDOLA,LN,RESERVED
,,PALAZZO,DR,RESERVED
,,CAIN CLEARING,PASS,ACTIVE
,,FALGARD,CV,RESERVED
,,BLUSHING,DR,RESERVED
,,LOSOYA,WAY,RESERVED
,,COLINDALE,DR,RESERVED
,,HUDKINS,WAY,RESERVED
,,BARNABY,WAY,RESERVED
,,CLAYBORN,DR,RESERVED
,,ESQUIRE,BND,RESERVED
,,AMENA,CV,RESERVED
,,ADMIRALS,CV,RESERVED
,,AMBASSADORS,PATH,RESERVED
,,HUDSON,DR,RESERVED
,,RIPLEY,ST,RESERVED
,,CORALBUSH,DR,ACTIVE
,,BRISCO,CV,RESERVED
,,ZAVALA MIST,CV,RESERVED
,FM,535,,ACTIVE
,,TINKER,ST,ACTIVE
,,EINSTEIN,ST,RESERVED
,,E 71 WB AT PRESIDENTIAL,TRN,ACTIVE
,,LAVENDER PEARL,CV,RESERVED
,,PEPPERGRASS BRUSH,WAY,RESERVED
,,HEATHER FALLS,LN,RESERVED
,,GREATER KESTREL,LN,RESERVED
,,BULLHORN ACACIA,PASS,RESERVED
,,POST OAK,TRL,ACTIVE
,,CAITHNESS,WAY,ACTIVE
,,SAGINAW,DR,ACTIVE
,,LEITRIM,WAY,ACTIVE
,,GILLELAND,LN,ACTIVE
,,BIRDWATCH,LOOP,ACTIVE
,,ELM FOREST LOOP,,ACTIVE
,,MAYNARD,CT,ACTIVE
,,BRAVEHEART,CT,ACTIVE
,,GAUSTAVINO,CT,ACTIVE
,,RAILWAY SUMMIT,DR,ACTIVE
,,DARBY SWANK,VW,ACTIVE
,,SILVER STAR,LN,ACTIVE
,,BRIGHT MARBLE,PASS,ACTIVE
,,HARMONY SHOALS,BND,ACTIVE
,,TRAVERTINE SPRING,,ACTIVE
,,GRAND LINDEN,WAY,ACTIVE
,,ECKINGTON,ST,ACTIVE
,,COMBE,PASS,ACTIVE
,,TAYLOR KNOLL,CT,ACTIVE
,,ACELA,TRL,ACTIVE
,,BURNHAM,PL,ACTIVE
,,SERENITY LANDING,RD,ACTIVE
,,POTOMAC SHORES,DR,ACTIVE
,,CHESAPEAKE RAIL,LN,ACTIVE
,,TERRAZZO COTTAGE,CT,ACTIVE
,,ANDERSON SPRINGS,PATH,ACTIVE
,,WYNKOOP,CT,ACTIVE
,,BURWIND,DR,RESERVED
,,SANDY ACRES,RD,ACTIVE
,,CONWAY,DR,ACTIVE
,,PLANT,ST,ACTIVE
,,THELONIOUS,DR,ACTIVE
,,REDDING,DR,ACTIVE
,,HAGGARD,DR,ACTIVE
,,RAY CHARLES,DR,ACTIVE
,,GEORGIA,PASS,ACTIVE
,,ARCTIC LOON,PASS,ACTIVE
,,BOW PERCH,ST,ACTIVE
,,GARGANEY,WAY,ACTIVE
,,DEFIANCE,PASS,ACTIVE
,,MARTIN SCOTT,CV,ACTIVE
,,TERRETT,TRCE,ACTIVE
,,ELIZARIO,PASS,ACTIVE
,,RINGOLD,CV,ACTIVE
,,LEATON,CV,ACTIVE
,,CROUGHAN,PASS,ACTIVE
,,SPINDRIFT,DR,RESERVED
,,CARLYLE,CV,RESERVED
,,DANIELS RANCH,DR,RESERVED
,,KNOXVILLE,DR,RESERVED
,,ROCKY RIM,,RESERVED
,,GOLDEN YARROW,,RESERVED
,,SWITCHBACK,,RESERVED
,,SETTLERS FARM,,RESERVED
,,WILLOW RUSH,AVE,RESERVED
,,CHARLES W FAIRBANKS,LN,ACTIVE
,,PURSERS,PL,ACTIVE
,,ANDREW JACKSON,ST,ACTIVE
,,RUSTLING WAKE,CV,ACTIVE
,,HIDDEN BEACON,BND,ACTIVE
,,KAYAK,WAY,ACTIVE
,,FIRST,ST,ACTIVE
,,SEVENTH,ST,ACTIVE
,,SUNSET SAIL,BND,ACTIVE
,,IDELLA,LN,RESERVED
,,HUBERT R HUMPHREY,RD,ACTIVE
,,HENRY A WALLACE,LN,ACTIVE
,,FLOWING BROOK,CV,ACTIVE
,,FLOWING BROOK,DR,ACTIVE
,,LIMESTONE SPRING,LN,ACTIVE
,,LIMESTONE SPRING,CV,ACTIVE
,,LEMON TREE,PATH,ACTIVE
,,TERNI,LN,RESERVED
,,MATERA,LN,RESERVED
,,MANTUA,LN,RESERVED
,,MESSINA,DR,RESERVED
,,AVERSA,ST,RESERVED
,,BARI,DR,RESERVED
,,TREVISO,DR,RESERVED
,,CASERTA,LN,RESERVED
,,DONATO,CIR,RESERVED
,,URBINO,LN,RESERVED
,,LEONARDO,LN,RESERVED
,,LOMBARDY,LN,RESERVED
,,TINSLEY,TRL,RESERVED
,,OWL TREE,RD,RESERVED
,,FAYE,LN,RESERVED
,,CONNAUGHT,CV,ACTIVE
,,ELK GROVE,PATH,ACTIVE
,,GRANDALA,CT,ACTIVE
,,JACKSON FALLS,WAY,ACTIVE
,,FRUIT DOVE,CV,ACTIVE
,,HIDDEN SAGE,CIR,ACTIVE
,,AGAVE GROVE,DR,ACTIVE
,,PRAIRIE RYE,DR,ACTIVE
,,MITICA,DR,ACTIVE
,,PHOTINIA,DR,ACTIVE
,,VICENZA,CV,ACTIVE
,,SORIA,RD,RESERVED
,,TAMERIND,DR,ACTIVE
,,ISADORA,DR,ACTIVE
,,APACHE PLUME,DR,RESERVED
,,MARCHESA,DR,ACTIVE
,,TIMBERLAND,PASS,ACTIVE
,,LEGADO,LN,ACTIVE
,,FLAGSHIP TEXAS,DR,RESERVED
,,ARTHUR VANDENBURG,WAY,ACTIVE
,,AUTUMN MOOR,BND,ACTIVE
,,ROBERT WAGNER,BND,ACTIVE
,,MEDIO,CV,ACTIVE
,,PEQUENIA,CV,ACTIVE
,,ZOEY,LN,ACTIVE
,,SUPONA,ST,ACTIVE
,,DALMATIAN,LN,ACTIVE
,,BRAXTON ROBERT,RD,ACTIVE
,,LASSIE GIRL,LN,ACTIVE
,,BENJI,PATH,ACTIVE
,,LEMONIA,CV,RESERVED
,,STEFANO,DR,RESERVED
,,CAMI,LN,ACTIVE
,,DONATELLO,DR,ACTIVE
,,GOODNESS,WAY,RESERVED
,,PAT PATTERSON,PASS,RESERVED
,,BRADY CLEARING,CV,RESERVED
,,RHYTHMIC,DR,ACTIVE
,,ESTONIA,PATH,ACTIVE
,,MELLER,GDNS,ACTIVE
,,SALEK,VW,ACTIVE
,,GUERDON,DR,RESERVED
,,STELLA LINK,PATH,ACTIVE
,,CERISE,LN,RESERVED
,,SAWYER YARDS,WALK,ACTIVE
,,RUDDY,ST,RESERVED
,,CHILDERS,PATH,ACTIVE
,,NASTARAN,VW,ACTIVE
,,TRAVISTON,DR,ACTIVE
,,RUBICUND,CV,RESERVED
,,HORTUS,DR,RESERVED
,,TRIESTE,DR,RESERVED
,,KANGAL,CT,ACTIVE
,,CHRISTIE MARIE,LN,ACTIVE
,,ADVENTURES,PL,RESERVED
,,ROCKY GROTTO,CV,RESERVED
,,DAWN LORRAINE,DR,ACTIVE
,,WINDY PINE,CV,RESERVED
,,KIRA,LN,ACTIVE
,,MAPLE LEAF,WAY,ACTIVE
,,BEETHOVEN,RUN,ACTIVE
,,TALFERD,TRL,RESERVED
,,ELLA LEE,LN,RESERVED
,,DUTCHMAN,DR,ACTIVE
,,CRISSOM,LN,ACTIVE
,,BERYL WOODS,LN,ACTIVE
,,BRATTON CREST,LN,ACTIVE
,,BRILLEN STONE,LN,ACTIVE
,,PLEAK,LN,RESERVED
,,CRESSAL,DR,RESERVED
,,COLMAR,DR,RESERVED
,,RIVINGTON,WAY,RESERVED
,,ANTHOLOGY,ST,RESERVED
,,HALLSTATT,DR,RESERVED
,,GOTHAM,WAY,RESERVED
,,DELANCEY,DR,RESERVED
,,KARASU,DR,RESERVED
,,CHUMLEYS,ST,RESERVED
,,ALDERTON,WAY,RESERVED
,,MOGADOR,ST,RESERVED
,,ORACLE,WAY,ACTIVE
,,TORCELLO,WAY,RESERVED
,,COSTA VILLA,CV,RESERVED
,,SALENTO,DR,RESERVED
,,VIA CORCIA,WAY,RESERVED
,,CRYSTAL MESA,CV,RESERVED
,,LORCA,LN,RESERVED
,,SEGUNDO,DR,RESERVED
,,MERCURIO,RD,RESERVED
,,LAZARRO,DR,RESERVED
,,SLAUGHTER LN NB TO SB,TRN,ACTIVE
,,BALLANTYNE,TRCE,ACTIVE
,,CACKLING GOOSE,DR,RESERVED
,,HARLEQUIN,CV,RESERVED
,,BUFFLEHEAD DUCK,DR,RESERVED
,,SURF SCOTER,DR,RESERVED
,,FLOWERING SENNA,BND,ACTIVE
,,HONEY MESQUITE,WAY,ACTIVE
,,HONEY DAISY,WAY,ACTIVE
,,ANGELAS KNOLL,ST,ACTIVE
,,SCARLET PAINTBRUSH,TER,ACTIVE
,,INDIGO SPIRES,WAY,ACTIVE
,,ENCINA,DR,RESERVED
,,PLESS,DR,RESERVED
,,LOMA ROBLES,DR,RESERVED
,,SMEDLEY,DR,RESERVED
,,CRESPE,LN,RESERVED
,,CANTERA,RUN,RESERVED
,,MOONCREST,DR,RESERVED
,,PRONGHORN,RUN,RESERVED
,,FRANCISCAN,WAY,RESERVED
,,DICRO,DR,RESERVED
,,SCHULTE,RD,RESERVED
,,NED,LN,RESERVED
,,ATHERTON,DR,RESERVED
,,ROANTREE,LN,RESERVED
,,HANDLEY,DR,RESERVED
,,CASA VERDE,DR,ACTIVE
,,GOOD AIR,DR,RESERVED
,,MONTE VERDE,ST,RESERVED
,,BOYINGTON,DR,RESERVED
,,RUMSEN,TRCE,RESERVED
,,JUNIPERO,ST,RESERVED
,,BASILONE,DR,RESERVED
,,LOS PRADOS,DR,RESERVED
,,VALENZUELA,RD,RESERVED
,,PALOU,AVE,RESERVED
,,TREVIS,WAY,RESERVED
,,HOLDING FIELD,RUN,RESERVED
,,VENADIS,CV,RESERVED
,,ESCOLLE,WAY,RESERVED
,,HALDORN,RD,RESERVED
,,CHAMISAL,PASS,RESERVED
,,BOBO,DR,RESERVED
,,VENADIS,LN,RESERVED
,,RONOCCO,RD,RESERVED
,,LARCH LOOPER,DR,RESERVED
,,GENISTA,WAY,RESERVED
,,PISMO,LN,RESERVED
,,FREEMAN,CIR,ACTIVE
,,MADRONE RIDGE,RD,ACTIVE
,,FERNANDO,TRL,ACTIVE
,,NEVEN,TER,ACTIVE
,,TRIUMPH,ST,RESERVED
,,GRAPE SEED,CV,ACTIVE
,,BOWER WELL,RD,ACTIVE
,,CUCHARA,BND,ACTIVE
,,HEFFERNAN,DR,ACTIVE
,,CIMARRON RIDGE,LN,ACTIVE
,,ALAMOSA CLEARING,DR,ACTIVE
,,WB 290 TO EB 290 AT JOHNNY MORRIS,TRN,ACTIVE
,,SCOPILI,DR,ACTIVE
,,ALBERO RESERVE,DR,RESERVED
,,ABANA,WAY,ACTIVE
,,NINI,CV,RESERVED
,,GREYHAWK,CV,ACTIVE
,,CAIAH CORNER,CT,RESERVED
,,CARPATHIAN,CV,RESERVED
,,DONNIE,DR,RESERVED
,,CAIAH CORNER,CT,RESERVED
,,MAIAH,WAY,RESERVED
,,NIGHTVIEW,DR,RESERVED
,,DEATON,LN,ACTIVE
,,CLEMENCE,LN,ACTIVE
,,GLORIOUS MORNING,DR,RESERVED
,,COOL,DR,RESERVED
,,BRYCE,LN,RESERVED
,,AMELIA ROSE,CV,RESERVED
,,PEPPERWOOD,CV,RESERVED
,,SUMALT GAP,WAY,ACTIVE
,,WINDINGWOOD,TRCE,RESERVED
,,CARLS GROVE,DR,RESERVED
,,POTRERO,TRL,RESERVED
,,CHIQUITO,ST,RESERVED
,,EDEN LAUREL,DR,RESERVED
,,PETER PAN,DR,RESERVED
,,STROUD,PATH,ACTIVE
,,TURNBERRY,LN,ACTIVE
,,GREY GOOSE,DR,RESERVED
,,WINDROOT,ST,ACTIVE
,,MESALLA,ST,ACTIVE
,,APEX,PLZ,ACTIVE
,,CESSIDA,ST,ACTIVE
,,BETONY,ST,ACTIVE
,,BELKNAP,RD,ACTIVE
,,THELMA JEAN,DR,RESERVED
,,FOX WING,WAY,ACTIVE
,,ADA ANDERSON,AVE,RESERVED
,,FLORETTA,LN,RESERVED
,,DARYL DONOVAN,DR,RESERVED
,,BEN BREMOND,TRL,RESERVED
,,ALTA MADERA,LN,RESERVED
,,CARMEL RANCHO,AVE,RESERVED
,,MCDOWELL,RD,ACTIVE
,,REEVES,LN,ACTIVE
,,SALDANA,DR,ACTIVE
,,MARK ADAMS,RD,ACTIVE
,,MANN,LN,ACTIVE
,,ROOBA,ST,ACTIVE
,,MEYER,CV,ACTIVE
,,REN,RUN,RESERVED
,,TIERMO,DR,ACTIVE
,,SENTINEL,DR,ACTIVE
,,ANSEL,DR,ACTIVE
,,OWL CREEK,LN,ACTIVE
,,PALLADIUM,ST,RESERVED
,,ORPHEUM,RD,RESERVED
,,AGUILA,TRL,ACTIVE
,,BLUEBONNET,LN,ACTIVE
,,HEIMHOME,DR,RESERVED
,,TREYVON,RD,RESERVED
S,SH,45 W,,ACTIVE
S,SH,45 W,,ACTIVE
,,SARABETH,WAY,ACTIVE
,,COWMAN,WAY,RESERVED
,,TAMOLITCH,DR,RESERVED
,,LAVA ISLAND,DR,RESERVED
,,PUNCH BOWL,DR,RESERVED
,,STEELHEAD,CV,RESERVED
,,BRIDAL VEIL,DR,RESERVED
,,MULTINOMAH,DR,RESERVED
,,DILLON FALLS,DR,RESERVED
,,PAULINA,DR,RESERVED
,,SHELBURG,DR,RESERVED
,,KOOSAH,DR,RESERVED
,,HARTLAGE,ST,ACTIVE
,,TUMALO,DR,RESERVED
,,MISSION RIVER,DR,ACTIVE
,,TWISTED ROOT,DR,ACTIVE
,,S SH 45 W EB TO N FM 1626 EB,RAMP,ACTIVE
,,N FM 1626 WB TO S SH 45W WB,RAMP,ACTIVE
,,IRON BRIDGE,DR,ACTIVE
,,BUFFALO RIDGE,DR,ACTIVE
,,WOODEN LODGE,DR,ACTIVE
,,BRAGG,PL,ACTIVE
,,S SH 45 W EB TO N FM 1626 WB,RAMP,ACTIVE
,,N FM 1626 EB TO S SH 45 W WB,RAMP,ACTIVE
