Item Number,Product Name,CityStore Exclusive,Unit Price,Color,Size,Style,Category Name,Description
18050,33rd Street Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square.
18046,42nd Street Tile,No,34.00,,,,Home Accents,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square.
18046,42nd Street Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square.
0420,"59th Street Lake, ca 1940, Notecard",No,1.00,,,,Stationery,"Ice skating on 59th Street Lake, Central Park, Manhattan Note Card in black and white. Envelope included. From the collection of the NYC Municipal Archives."
59005,97-98 Taxi Cab Medallion,Yes,20.00,,,,CityStore Exclusives,"Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1997-1998. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity."
59005,97-98 Taxi Cab Medallion,Yes,20.00,,,,NYC Taxi,"Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1997-1998. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity."
17001,98-99 Taxi Cab Medallion,No,20.00,,,,CityStore Exclusives,"Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1998-1999. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6   x 5   inches."
17001,98-99 Taxi Cab Medallion,No,20.00,,,,NYC Taxi,"Own a genuine New York City taxi cab medallion! This is a plate from an actual NYC yellow cab that was issued for year 1998-1999. Affixed to the hood of the taxi cab, these medallions have probably seen more of NYC than most! Comes with a certificate of authenticity. 6   x 5   inches."
18045,Astor Place Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square.
59006,Authentic NYPD Horseshoe,Yes,13.00,,,,NYPD . FDNY . DSNY,We are pleased to offer these genuine horseshoes for sale as souvenirs of New York City. Part of our NYPD collection.
59006,Authentic NYPD Horseshoe,Yes,13.00,,,,CityStore Exclusives,We are pleased to offer these genuine horseshoes for sale as souvenirs of New York City. Part of our NYPD collection.
22004,Authentic Token Key Ring,No,50.00,,,Silver-Plated,Jewelry,Actual MTA tokens that were in use between 1953-1980 in Silver-Plated settings.
22004,Authentic Token Key Ring,No,50.00,,,Silver-Plated,NYC Subway,Actual MTA tokens that were in use between 1953-1980 in Silver-Plated settings.
0108,Big Apple Pins- 3 Different colors,No,6.00,Red Apple Pin,,,I Love New York,"Show your love of New York - wear this Big Apple lapel pin! Available in red, green, or gold.   inches diameter."
0308,Big Apple Pins- 3 Different colors,No,6.00,Green Apple Pin,,,I Love New York,"Show your love of New York - wear this Big Apple lapel pin! Available in red, green, or gold.   inches diameter."
0208,Big Apple Pins- 3 Different colors,No,6.00,Gold Apple Pin,,,I Love New York,"Show your love of New York - wear this Big Apple lapel pin! Available in red, green, or gold.   inches diameter."
0411,"Billboards, ca 1931, Postcard",No,1.00,,,,Stationery,"44th Street and 10th Avenue, Manhattan. September 6,1931. Black & White Postcard. From the collection of the NYC Municipal Archives.    Perfect for table settings, seating cards, and gift cards!"
18048,Bleecker Street Ceramic Tile,No,34.00,,,,Home Accents,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square.
18048,Bleecker Street Ceramic Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square.
18054,Borough Hall Ceramic Tile,No,38.00,,,,Home Accents,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle.
18054,Borough Hall Ceramic Tile,No,38.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle.
03114,Bride or Groom Rubber Duckies,No,5.00,,,Bride,Married in New York,Bride and Groom Rubber Duckies are fun in the tub and fun for the wedding party. Available in Bride and Groom styles. Mix and Match!
03114,Bride or Groom Rubber Duckies,No,5.00,,,Groom,Married in New York,Bride and Groom Rubber Duckies are fun in the tub and fun for the wedding party. Available in Bride and Groom styles. Mix and Match!
04095,Brides Cap with Veil,No,24.00,,,,Married in New York,"What every Bride should have! Wear at the bridal shower, the rehearsal dinner, on your way to the honeymoon, or even at the actual wedding! Poplin cap with rhinestones and tulle veil."
21103,Broadway Magnet,No,5.00,,,,NY Magnets,Vintage style New York magnet. 2  x 3
01008,Brooklyn Bridge and the NY Skyline Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
01020,Brooklyn Bridge at Night Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
18041,Brooklyn Bridge Ceramic Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square.
18178,Brooklyn Bridge Subway Sign,No,40.00,,,,NYC Subway,Civic Center down by the Brooklyn Bridge. One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches.
18178,Brooklyn Bridge Subway Sign,No,40.00,,,,"Posters, Prints and Signs",Civic Center down by the Brooklyn Bridge. One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches.
21080,Brooklyn Bridge Subway Station Magnet,No,5.00,,,,NY Magnets,The first stop in Manhattan from Brooklyn. One in a collection of subway station magnets. 2x3 inches.
21080,Brooklyn Bridge Subway Station Magnet,No,5.00,,,,NYC Subway,The first stop in Manhattan from Brooklyn. One in a collection of subway station magnets. 2x3 inches.
01017,Brooklyn Bridge with a View of Manahattan Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
10107,1968 Building Code of the City of New York - Update Set #2,No,25.00,,,,Rules & Regulations,"This update includes amendments to July 2008. Included in the set are instructions on how to add, discard and replace pages to the current building code, so that when put together one has an updated  Building Code, Local Law No 76, Effective December 6, 1968 that includes amendments to July 1 2008  2 volumes.    NOTE: Update set #2 is included in 1968 Building Code of the City of New York with 2 updates (item # 10127)"
0423,"Candelabrum Lamp, Madison Square Park , ca 1872, Postcard",No,1.00,,,,Stationery,"Manhattan Olmsted & Vaux, Architects. April 24, 1872. Color Postcard. From the collection of the NYC Municipal Archives."
21117,Central Park Subway Magnet,No,5.00,,,,NY Magnets,Celebrate this wonderful park. Central Park covers over 843 acres. The Park stretches from Central Park South (59th St.) to 110th St. at the northern end and from 5th Ave. on the East Side to Central Park West (8th Ave.) on the West Side. One in a collection of subway magnets.    2 x 3 inches.
21117,Central Park Subway Magnet,No,5.00,,,,NYC Subway,Celebrate this wonderful park. Central Park covers over 843 acres. The Park stretches from Central Park South (59th St.) to 110th St. at the northern end and from 5th Ave. on the East Side to Central Park West (8th Ave.) on the West Side. One in a collection of subway magnets.    2 x 3 inches.
21090,Chambers St. Subway Station Magnet,No,5.00,,,,NY Magnets,Downtown Manhattan. One in a collection of subway station magnets. 2 x 3 inches.
21090,Chambers St. Subway Station Magnet,No,5.00,,,,NYC Subway,Downtown Manhattan. One in a collection of subway station magnets. 2 x 3 inches.
18188,Chambers Street Subway Sign,No,40.00,,,,NYC Subway,Chambers Street in Downtown Manhattan! One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches.
18188,Chambers Street Subway Sign,No,40.00,,,,"Posters, Prints and Signs",Chambers Street in Downtown Manhattan! One in a collection of subway signs. 20 gauge black powder coated steel. Great for indoors or outdoors. Holes drilled in four corners for easy hanging.    11 x 17 inches.
18051,Chambers Street Subway Tile,No,38.00,,,,Home Accents,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle.
18051,Chambers Street Subway Tile,No,38.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed. 6 x 8 rectangle.
18042,City College Subway Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6 x 6 square.
3208,City of NY Flag,Yes,7.00,,,,CityStore Exclusives,"The Flag combines Orange, White and Blue perpendicular bars of equal dimensions (the Blue being nearest to the flagstaff) with the standard design of the seal of the city in Blue upon the middle White bar, bearing the number 1625. These are the colors of the Netherlands flag, the country which provided the first European settlers to our area in the year 1625. 4 x 6 inches. Rayon, plastic stand included."
3208,City of NY Flag,Yes,7.00,,,,Work Space,"The Flag combines Orange, White and Blue perpendicular bars of equal dimensions (the Blue being nearest to the flagstaff) with the standard design of the seal of the city in Blue upon the middle White bar, bearing the number 1625. These are the colors of the Netherlands flag, the country which provided the first European settlers to our area in the year 1625. 4 x 6 inches. Rayon, plastic stand included."
18063,City of NY Outdoor Flag,Yes,39.00,,,,CityStore Exclusives,This is the City of New York Flag for outdoor use. The flag displays the City Seal. Does not come with flagpole. Nylon. 3 x 5 feet.
18063,City of NY Outdoor Flag,Yes,39.00,,,,Home Accents,This is the City of New York Flag for outdoor use. The flag displays the City Seal. Does not come with flagpole. Nylon. 3 x 5 feet.
22056,City Seal Blue/Gold Cufflink,Yes,38.00,,,,CityStore Exclusives,A blue/gold city seal enameled cufflink. Elegant.  Comes in a gift box.
22056,City Seal Blue/Gold Cufflink,Yes,38.00,,,,Jewelry,A blue/gold city seal enameled cufflink. Elegant.  Comes in a gift box.
05136,City Seal Lapel Pin,Yes,7.00,,,,CityStore Exclusives,"An elegant Blue, White and Gold   inch round pin. A CityStore Exclusive."
05136,City Seal Lapel Pin,Yes,7.00,,,,Jewelry,"An elegant Blue, White and Gold   inch round pin. A CityStore Exclusive."
04054,City Seal MetroCard Holder,Yes,3.00,,,,CityStore Exclusives,"What better way to protect your metro card than with an official City of New York Seal MetroCard holder?! Made exclusively for the CityStore in durable hard plastic for ultimate protection, this MetroCard holder is a one of a kind!     3   x 2   inches."
04054,City Seal MetroCard Holder,Yes,3.00,,,,NYC Subway,"What better way to protect your metro card than with an official City of New York Seal MetroCard holder?! Made exclusively for the CityStore in durable hard plastic for ultimate protection, this MetroCard holder is a one of a kind!     3   x 2   inches."
04054,City Seal MetroCard Holder,Yes,3.00,,,,Accessories,"What better way to protect your metro card than with an official City of New York Seal MetroCard holder?! Made exclusively for the CityStore in durable hard plastic for ultimate protection, this MetroCard holder is a one of a kind!     3   x 2   inches."
09493,City Walks Deck: New York,No,15.00,,,,NYC Guides & Maps,"Completely revised & updated! Featuring brand new walks, neighborhoods, restaurants, shops, and more, this completely revised and updated edition of the classic guide reveals New York  greatest treasures and best-kept secrets. 4 x 6 inch deck."
09493,City Walks Deck: New York,No,15.00,,,,History,"Completely revised & updated! Featuring brand new walks, neighborhoods, restaurants, shops, and more, this completely revised and updated edition of the classic guide reveals New York  greatest treasures and best-kept secrets. 4 x 6 inch deck."
06057,Classic I Love NY Mug,No,7.00,,,,I Love New York,The Classic I love New York mug in white. Ceramic. 11oz.
15088,Classic I Love NY T-Shirt,No,12.00,White,S,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,S,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,S,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,S,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,L,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,L,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,XL,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,XL,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,M,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,White,M,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,M,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,M,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,XL,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,XL,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,L,,Wear NYC,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
15088,Classic I Love NY T-Shirt,No,12.00,Black,L,,I Love New York,"The classic I Love NY T-Shirt in Black or white.        100% Cotton. Sizes: S, M, L, XL."
0406,"Clean Up Parade, ca 1939, Postcard",No,1.00,,,,Stationery,"1939 World  Fair Clean Up Parade with Mayor Fiorello H. LaGuardia. Broadway at 46th Street, Manhattan. Black & White Postcard. From the collection of the NYC Municipal Archives.    Perfect for table settings, seating cards, and gift cards!"
21081,Columbia University Subway Station Magnet,No,5.00,,,,NY Magnets,An Upper West Side subway station. One in a collection of subway magnets. 2 x 3 inches.
21081,Columbia University Subway Station Magnet,No,5.00,,,,NYC Subway,An Upper West Side subway station. One in a collection of subway magnets. 2 x 3 inches.
18043,Columbia University Tile,No,34.00,,,,NYC Subway,Own a piece of subway history with these authentic reproductions Wonderful high glaze ceramic tiles. Mounting hardware affixed 6  x 6  square.
0421,"Coney Island Lifeguards, ca 1922, Notecard",Yes,1.00,,,,Stationery,"54 Coney Island Lifeguards. September 14, 1922. Color Black and White Note Card. Envelope included. From the collection of the NYC Municipal Archives."
13007,Cool in Your Code,Yes,2.00,,,,CityStore Exclusives,"Cool in Your Code is an innovative, Emmy Award-winning,  infotainment  show that breaks down what s cool, new, undiscovered and different throughout New York City  s 200+ zip codes. From fashion to food, celebrity and much more, Cool in Your Code helps you get hip to your zip! Enjoy ethnic cuisine in Hell  Kitchen, Manhattan. Visit the world  largest fortune cookie factory located in Long Island City, Queens. And tour the birthplace of hip hop in The Bronx.    FEATURED EPISODES:   Hell s Kitchen, Manhattan - 10019, 10036,  Long Island City , Queens - 11101, 11106,  BoCoCa, Brooklyn   11217, 11201, 11231 &  Back to the Bronx   10453, 10463, 10474.    SPECIAL BONUS MATERIALS:  CiNYC Never Before Seen Footage,  CiNYC Outtakes,  CiNYC Promos,  The Concept Farm Demo Reel."
09423,Do You Know Your Husband?,No,6.00,,,,Sports and Trivia,"Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun--and find out a whole lot about the man you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
09423,Do You Know Your Husband?,No,6.00,,,,Married in New York,"Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun--and find out a whole lot about the man you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
09422,Do You Know Your Wife?,No,6.00,,,,Sports and Trivia,"Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun and find out a whole lot about the woman you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
09422,Do You Know Your Wife?,No,6.00,,,,Married in New York,"Here are 100 questions to see what you know and what you don t. It may be a humbling experience, but you re sure to have fun and find out a whole lot about the woman you married.    By Dan Carlinsky. 7 x 5 inches. 48 pages. Soft Cover."
15079,DSNY Hooded Sweatshirt,No,36.00,,M,,NYPD . FDNY . DSNY,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,M,,Wear NYC,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,L,,NYPD . FDNY . DSNY,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,L,,Wear NYC,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,XL,,NYPD . FDNY . DSNY,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,XL,,Wear NYC,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,XXL,,NYPD . FDNY . DSNY,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,XXL,,Wear NYC,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,S,,NYPD . FDNY . DSNY,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
15079,DSNY Hooded Sweatshirt,No,36.00,,S,,Wear NYC,"Forest green hooded sweatshirt with kangaroo pockets! Part of our Official N.Y.C. licensed collection.    Cotton blend. Green. Sizes: M, L and XL."
05108,Department of Sanitation Lapel Pin,Yes,6.00,4 - color logo,,,NYPD . FDNY . DSNY,"Round,    Lapel Pin, Die Struck Soft Enamel. 3D image    Color: 4-color logo    Fastening: Metal Butterfly clutch with 8mm post"
05108,Department of Sanitation Lapel Pin,Yes,6.00,4 - color logo,,,Jewelry,"Round,    Lapel Pin, Die Struck Soft Enamel. 3D image    Color: 4-color logo    Fastening: Metal Butterfly clutch with 8mm post"
15082,DSNY Retro T-Shirt,No,19.00,,S,,NYPD . FDNY . DSNY,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,S,,Wear NYC,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,M,,NYPD . FDNY . DSNY,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,M,,Wear NYC,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,L,,NYPD . FDNY . DSNY,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,L,,Wear NYC,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,XL,,NYPD . FDNY . DSNY,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
15082,DSNY Retro T-Shirt,No,19.00,,XL,,Wear NYC,"Orange logo DSNY Retro T-shirt. Part of our Official N.Y.C. licensed collection.    100% Cotton. Orange. Sizes: M, L and XL."
05106,DSNY Trash Can Lapel Pin,Yes,5.00,,,,NYPD . FDNY . DSNY,A gold-toned replica of the standard metal can with the initials of the Department of Sanitation. Approximately 1  x 1 .
05106,DSNY Trash Can Lapel Pin,Yes,5.00,,,,CityStore Exclusives,A gold-toned replica of the standard metal can with the initials of the Department of Sanitation. Approximately 1  x 1 .
05106,DSNY Trash Can Lapel Pin,Yes,5.00,,,,Jewelry,A gold-toned replica of the standard metal can with the initials of the Department of Sanitation. Approximately 1  x 1 .
15125,DSNY T-Shirt,Yes,20.00,,S,,NYPD . FDNY . DSNY,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,S,,CityStore Exclusives,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,S,,Wear NYC,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,M,,NYPD . FDNY . DSNY,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,M,,CityStore Exclusives,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,M,,Wear NYC,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,XL,,NYPD . FDNY . DSNY,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,XL,,CityStore Exclusives,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,XL,,Wear NYC,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,3XL,,NYPD . FDNY . DSNY,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,3XL,,CityStore Exclusives,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
15125,DSNY T-Shirt,Yes,20.00,,3XL,,Wear NYC,Hunter Green T-Shirt  with the Official DSNY logo. 100% cotton. Available in sizes S -3XL. CityStore Exclusive.
01013,Ebbets Field Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
0320,"Elevator Operators, ca 1943, Postcard",No,1.00,,,,Stationery,"New Criminal Court Building. 100 Centre Street, Manhattan. October 11,1943. Black & White Postcard. From the collection of the NYC Municipal Archives.                    Perfect for table settings, seating cards, and gift cards!"
01019,Ellis Island Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
01023,Empire State Building Postcard,No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!"
09573,Exploring AMNH Coloring Book,No,3.00,,,,History,"Founded in 1869, the American Museum of Natural History in NYC has played an important role in promoting an understanding of world cultures and a comprehension of the natural sciences. Among its most important achievements has been the accumulation of artifacts - from reconstructed dinosaur skeletons and stuffed birds to tribal costumes and primitive sculptures. This coloring book takes young fans of natural history on an exciting tour that covers 23 amazing subjects in the Museum s permanent collection, as well as the Rose Center for Earth and Space. Included are depictions of an elephant herd, the skeleton of a gigantic Tyrannosaurus rex, a lifelike Komodo dragon, an Easter Island sculpted head, a Haida canoe, the Star of India emerald, and a hut built of mammoth bones. An informative caption accompanies each accurately rendered picture. Ages 6+.    By Patricia J. Wynne. 8  ; x 11 inches. 30 pages. Soft cover."
09573,Exploring AMNH Coloring Book,No,3.00,,,,City Kids,"Founded in 1869, the American Museum of Natural History in NYC has played an important role in promoting an understanding of world cultures and a comprehension of the natural sciences. Among its most important achievements has been the accumulation of artifacts - from reconstructed dinosaur skeletons and stuffed birds to tribal costumes and primitive sculptures. This coloring book takes young fans of natural history on an exciting tour that covers 23 amazing subjects in the Museum s permanent collection, as well as the Rose Center for Earth and Space. Included are depictions of an elephant herd, the skeleton of a gigantic Tyrannosaurus rex, a lifelike Komodo dragon, an Easter Island sculpted head, a Haida canoe, the Star of India emerald, and a hut built of mammoth bones. An informative caption accompanies each accurately rendered picture. Ages 6+.    By Patricia J. Wynne. 8  ; x 11 inches. 30 pages. Soft cover."
03068,FDNY 5-piece Car Set,No,18.00,,,,NYPD . FDNY . DSNY,"This 5-piece car set is constructed of die-cast metal and plastic parts. Set of 5 FDNY vehicles including a tow truck, patrol car, hummer and 2 SUV s featuring authentic detail. Part of our Official N.Y.C. licensed collection. Ages 4 and up."
03068,FDNY 5-piece Car Set,No,18.00,,,,NYC Kids,"This 5-piece car set is constructed of die-cast metal and plastic parts. Set of 5 FDNY vehicles including a tow truck, patrol car, hummer and 2 SUV s featuring authentic detail. Part of our Official N.Y.C. licensed collection. Ages 4 and up."
05123,FDNY Lucite Keychain,No,4.00,,,,NYPD . FDNY . DSNY,FDNY Lucite Keychain. Part of our Official N.Y.C. licensed collection.
02163,FDNY Pencil Set,No,7.00,,,,NYPD . FDNY . DSNY,Own this unique and colorful set of Official FDNY pencils. Part of our Official N.Y.C. licensed collection. 12 pencils per set.
02163,FDNY Pencil Set,No,7.00,,,,Stationery,Own this unique and colorful set of Official FDNY pencils. Part of our Official N.Y.C. licensed collection. 12 pencils per set.
05122,FDNY Shield Lapel Pin,No,4.00,,,,NYPD . FDNY . DSNY,An enamel lapel pin of the FDNY Shield. Part of our Official N.Y.C. licensed collection.
06048,FDNY Shield Mug,No,7.00,,,,NYPD . FDNY . DSNY,Part of our Official N.Y.C. licensed collection. 11oz. ceramic mug.
06048,FDNY Shield Mug,No,7.00,,,,Home Accents,Part of our Official N.Y.C. licensed collection. 11oz. ceramic mug.
09174,Firefighters Coloring Book,No,4.00,,,,NYC Kids,"Youngsters will like being with Mike, a brave New York City firefighter, as they color pictures of him and his partners during a typical workday -- from his arrival and checking important lifesaving gear to heading out when the alarm sounds. Ages 4+.    By Nina Barbaresi. 8  ; x 11 inches. 32 pages. Soft cover."
09174,Firefighters Coloring Book,No,4.00,,,,City Kids,"Youngsters will like being with Mike, a brave New York City firefighter, as they color pictures of him and his partners during a typical workday -- from his arrival and checking important lifesaving gear to heading out when the alarm sounds. Ages 4+.    By Nina Barbaresi. 8  ; x 11 inches. 32 pages. Soft cover."
