CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2020,April,FIVE GRAPES LLC,WINE,47484,ERIC LOUIS SANCERRE - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,76449,SMIRNOFF LIME VODKA 70 - 1L,14,Purchase order
2020,April,C MONDAVI & SONS,WINE,82048,CK MONDAVI P/GRIG - 1.5L,64,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,341007,BODEGAS EGO FUERZA JUMILLA - 750ML,7,Purchase order
2020,April,LEGENDS LTD,BEER,60525,LEFT HAND DEATH BEFORE DISCO 4/6 CANS,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,333688,CASAMIGOS TEQUILA -ANEJO - 750ML,54,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,135607,VIU MANENT EST RES CAB - 750ML,1,Purchase order
2020,April,WI INC,WINE,63903,LUNA NUDA PROSECCO 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,355790,STELLA ROSA WATERMELON - 750ML,2,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,45427,CONDE DE SUBIRATS CAVA - 750ML,3,Purchase order
2020,April,MARK ANTHONY BRANDS INC,BEER,51091,WHITE CLAW RASPBERRY 4/6PK 12OZ CAN,104,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,402150,ROBERTSON CH/BLC - 750ML,1,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,BEER,51132,GUINNESS MILK STOUT 4/6PK CAN,81,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,353370,VILLA JOLANDA P/RSE - 750ML,1,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,12118,STONE PALE RIPPER - 12.OZ 4/6 CAN,12,Purchase order
2020,April,CAMPARI AMERICA LLC,LIQUOR,72021,SKYY VODKA - BLOOD ORANGE - 750ML,2,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,236086,GERARD BERTRAND COTES DES ROSES ROSE - 750ML,28,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,425893,DON MANUEL VILLAFANE MALBEC 750ML,2,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,334284,EISACKTALER KELLEREI CANTINA VALLE ISARCO P/GRIG - 750ML,1,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,26948,YELLOW TAIL MERLOT - 1.5L,240,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,357804,A TO Z OREGON P/NOIR - 750ML,112,Purchase order
2020,April,BACKUP BEVERAGE,BEER,50168,DUCK RABBIT AMBER 4/6 NR,3,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,318246,VILLA JOLANDA SAINT VALENTINE - 750ML,1,Purchase order
2020,April,ARTISANS & VINES LLC,WINE,236158,DOM NATURALISTE REBUS CAB - 750ML,2,Purchase order
2020,April,PWSWN INC,WINE,354664,K CELLARS MERLOT BLACK LABEL - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,313028,FLO CHARD                      22440 - 750ML,3,Purchase order
2020,April,LEGENDS LTD,BEER,69328,FOUNDERS UNRAVELED 4/6 CANS,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,81344,TILIA MERLOT - 750ML,1,Purchase order
2020,April,BOSTON BEER CORPORATION,BEER,25454,ANGRY ORCHARD CRISP APPLE 4/6 NR,528,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,40896,OXFORD LANDING SHZ - 750ML,2,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,42907,EB EGO BODEGAS INFINITO - 750ML,2,Purchase order
2020,April,E & J GALLO WINERY,WINE,89044,CARLO ROSSI CHABLIS - 1.5L,68,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,328822,LEGADO DE MONCATO MONTANA (MONTANA) - 750ML,1,Purchase order
2020,April,LEGENDS LTD,BEER,63357,LAGUNITAS IPA 12/19.2OZ CANS,13,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,81777,YELLOW TAIL SUPER CRISP CHARD - 1.5L,48,Purchase order
2020,April,PROXIMO SPIRITS INC,LIQUOR,71328,JOSE CUERVO SILVER TEQUILA - 1L,112,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,WINE,310243,ZONIN CASTELLO POGGIO MOSCATO IGT - 750ML,2,Purchase order
2020,April,UNITED STATES DISTILLED PRODUCTS,WINE,80242,LE GRAND NOIR ROSE - 750ML,42,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,305594,BORSAO GARN VINA BORGIA - 3L,12,Purchase order
2020,April,FREDERICK WILDMAN & SONS,WINE,65552,RIUNITE BIANCO - 750ML,2,Purchase order
2020,April,ELK RUN VINEYARDS,WINE,70335,ELK RUN MER - 750ML,1,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,41459,COURVOISIER COGNAC VS - 375ML,45,Purchase order
2020,April,SAZERAC CO,LIQUOR,67253,BALLANTINE'S SCOTCH - 750ML,2,Purchase order
2020,April,BOSTON BEER CORPORATION,BEER,51009,TRULY ROSE HARD SPARKLING 4/6PK 12OZ SLIM CANS,72,Purchase order
2020,April,PROXIMO SPIRITS INC,LIQUOR,50318,RESERVA 1800 TEQUILA SILVER - 750ML,92,Purchase order
2020,April,DUGGANS DISTILLERS PROD,LIQUOR,347814,ASLANOFF VODKA 750 ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,331106,ROBLAR CAB - 750ML,2,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,BEER,98833,LINDEMANS FRAMBOISE NR - 25.4OZ,6,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,93475,MICHELOB LT 2/12 LNNR - 12OZ,56,Purchase order
2020,April,BACARDI USA INC,LIQUOR,235168,OXLEY COLD DISTILLED LONDON DRY GIN - 750ML,1,Purchase order
2020,April,THE TRITON COLLECTION INC,WINE,338059,TERRA VIVA P/GRIG IGT DELLE VENEZIA - 750ML,5,Purchase order
2020,April,QUINTESSENTIAL LLC,WINE,327592,MURIEL RIOJA RESERVA 750ML,112,Purchase order
2020,April,E & J GALLO WINERY,WINE,83935,BAREFOOT CEL CAB - 187ML,32,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,101702,MANISCHEWITZ CREAM RED CONCORD - 1.5L,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,85634,PARDUCCI P/NOIR - 750ML,11,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,46082,TILIA TORRONTES - 750ML,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,235528,CH LA GORDONNE FONT FREYE ROSE - 750ML,6,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,341582,FAILLA SONOMA COAST CHARD - 750ML,1,Purchase order
2020,April,REGAL WINE IMPORTS INC,WINE,239428,THE WAYBACK CAB - 750ML,1,Purchase order
2020,April,FREDERICK WILDMAN & SONS,WINE,64572,RIUNITE TREBBIANO MOSCATO - 1.5L,24,Purchase order
2020,April,LUNEAU USA INC,WINE,342101,TAVERNELLO MONTEPULCIANO - 1.5L,6,Purchase order
2020,April,MADIDUS LLC,LIQUOR,300660,DR STONERS FRESH HERB VODKA 750ML,6,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,201316,MT TABOR CAB - 750ML,1,Purchase order
2020,April,PABST BREWING CO,BEER,26088,NATIONAL BOHEMIAN 4/6 CANS - 16OZ,112,Purchase order
2020,April,DISARONNO INTERNATIONAL LLC,LIQUOR,45903,AMARETTO DI SARONNO - 1.75L,29,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,341117,DOM LAFAGE MIRAFLORS ROSE - 750ML,14,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,328833,BARKERS MARQUE THE LOOP S/BLC - 750ML,6,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,308781,CLOUDLINE P/NOIR - 750ML,1,Purchase order
2020,April,STEFANO INCORPORATED,LIQUOR,319731,SOLDEICA PISCO ACHOLADO - 750ML,1,Purchase order
2020,April,JACKSON FAMILY ENTERPRISES INC,WINE,74810,CAMBRIA KATHERINE'S VYD CHARD - 750ML,28,Purchase order
2020,April,E & J GALLO WINERY,WINE,76260,BAREFOOT CEL CAB - 1.5L,80,Purchase order
2020,April,MICHAEL R DOWNEY SELECTIONS INC,WINE,437395,VIETTI NEBB PERBACCO - 750ML,1,Purchase order
2020,April,E & J GALLO WINERY,WINE,85893,GALLO FAMILY VYDS PINK MOSCATO - 187ML,30,Purchase order
2020,April,MARK ANTHONY BRANDS INC,BEER,23530,MIKES HARD MANGO 4/6 NR - 11.2OZ,216,Purchase order
2020,April,JACKSON FAMILY ENTERPRISES INC,WINE,83283,K JACKSON VINT RES CAB - 750ML,84,Purchase order
2020,April,CLIPPER CITY BREWING CO,BEER,68780,HEAVY SEAS SUNKEN SAMPLER 2/12NR - 12OZ,108,Purchase order
2020,April,E & J GALLO WINERY,WINE,73709,ALAMOS CAB - 750ML,121,Purchase order
2020,April,PUNTO VINO LLC,WINE,180521,MUSARAGNO P/GRIG - 750ML,7,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,76716,BARBOURSVILLE P/GRIG - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,34703,FAT BASTARD SHZ - 750ML,1,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,323534,BETWEEN THE VINES CHARD - 750ML,1,Purchase order
2020,April,TRI-VIN IMPORTS,WINE,334793,AXEL DES VINES BORD ROSE 13 - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,304711,DOM ANTUGNAC CHARDONNAY - 750ML,3,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,233008,MAISON DE LA VILLETTE VIOG - 750ML,3,Purchase order
2020,April,INTERBALT PRODUCTS CORP,BEER,347714,FUGGIN AWESOME 16%,1,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,351944,VILLA CATERINA MONTEPULCIANO - 750ML,1,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,301487,ROBERTSON CAB - 750ML,8,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,236176,PAMPELONNE BLACK CHERRY BICICLETTA CAN - 250ML,1,Purchase order
2020,April,CAMPARI AMERICA LLC,LIQUOR,50105,CAMPARI APERITIVO - 750ML,126,Purchase order
2020,April,PUNTO VINO LLC,WINE,337791,TEGERNSEERHOF STEINERTAL RIES - 750ML,2,Purchase order
2020,April,BACKUP BEVERAGE,BEER,64185,JACKS ROSE 4/6 CANS,7,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,47421,BEEFEATER GIN 24 - 1L,1,Purchase order
2020,April,SUGARLOAF MOUNTAIN SUNLIGHT VINEYARD LLC,WINE,47941,SUGARLOAF ROSE - 750ML,10,Purchase order
2020,April,PUNTO VINO LLC,WINE,237810,COLSANTORURIS ROSSO - 750ML,2,Purchase order
2020,April,THE WINE GROUP,WINE,21326,FISH EYE CHARD - 750ML,28,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,238752,CH HAUT POURJAC WHITE BORD - 750ML,2,Purchase order
2020,April,THE WINE GROUP,WINE,10638,FRANZIA PINK MOSCATO - 5L,22,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,300201,PAUL HOBBS FELINO CHARD - 750ML,1,Purchase order
2020,April,DOPS INC,WINE,346756,LEFT COAST WHITE P/NOIR - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,382000,TWISTED CHARD - 750ML,3,Purchase order
2020,April,LEGENDS LTD,BEER,63469,SOUTHERN TIER MANGO 4/6 CANS,10,Purchase order
2020,April,PRESTIGE WINE IMPORTS,WINE,67709,MEZZACORONA P/GRIG - 750ML,42,Purchase order
2020,April,YOUNG WON TRADING INC,LIQUOR,346638,CHUM-CHURUM SOONHARI APPLE SOJU - 375ML,28,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,51013,BON & VIV SPIKED SELTZER VARIETY 4/6PK 12OZ CAN,81,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,27669,DIMPLE PINCH SCOTCH 15YR - 750ML,27,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,WINE,301038,TOZAI WELL OF WISDOM - 300ML,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,338459,LA VILLETTE CAB - 750ML,1,Purchase order
2020,April,DOPS INC,WINE,338360,RARE RED BLACK BLEND - 750ML,1,Purchase order
2020,April,FREE RUN WINE MERCHANTS LLC,WINE,352406,PURO MALBEC - 750ML,14,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,371394,LAS COLINAS DEL EBRO GARN BLC - 750ML,4,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,WINE,324234,MYX FUSIONS MOSCATO PEACH - 187ML,14,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,328875,BELLE MEADE SOUR MASH BOURBON - 750ML,2,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,348546,RED NEWT CELLARS CIRCLE RIESLING - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,41711,CK MONDAVI MER                137477 - 750ML,9,Purchase order
2020,April,PROXIMO SPIRITS INC,LIQUOR,71126,1800 ULTIMATE PINEAPPLE MARGARITA - 1.75L,48,Purchase order
2020,April,LEGENDS LTD,BEER,10932,FOUNDERS ALL DAY 4/6 NR,72,Purchase order
2020,April,JIM BEAM BRANDS CO,LIQUOR,41084,SALIGNAC COGNAC VS - 750ML,14,Purchase order
2020,April,BACARDI USA INC,LIQUOR,32026,BOMBAY GIN - 1.75L,64,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,340117,HOUSE WINE RED - 3L,2,Purchase order
2020,April,REMY COINTREAU USA,LIQUOR,335363,REMY MARTIN 1738 12/CS - 375ML,2,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,434450,ST KILDA CHARD - 750ML,1,Purchase order
2020,April,DEUTSCH FAMILY WINE & SPIRITS,WINE,26964,YELLOW TAIL CHARD - 1.5L,288,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,67865,BURNETTS VODKA - RASPBERRY - 1.75L,21,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,349944,EMILE BEYER PINOT BLANC TRADITION - 750ML,1,Purchase order
2020,April,SAZERAC CO,LIQUOR,11843,KENTUCKY GENTLEMAN - 750ML,45,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,239554,RINALDI FOLLIE PINK PIEMONTE ROSATO - 750ML,8,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,18716,HAKATSURU SAKE - 1.8L,2,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,388319,CHARLES SMITH VELVET DEVIL MER - 750ML,32,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,93904,ROLLING ROCK 4/6 LN - 12OZ,56,Purchase order
2020,April,THE HESS COLLECTION,WINE,40375,HESS ALLOMI VYD CAB - 750ML,57,Purchase order
2020,April,THE WINE GROUP,WINE,70410,FRANZIA DARK RED BLEND - 5L,66,Purchase order
2020,April,RELIABLE CHURCHILL LLLP,LIQUOR,325510,RUM CHATA - 1.75L,14,Purchase order
2020,April,FRANCIS COPPOLA WINERY LLC,WINE,85367,COPPOLA DIAMOND MER - 750ML,14,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,236430,BODEGAS TONEL 46 RES CAB - 750ML,1,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,303051,PACIFIC REDWOOD P/NOIR - 750ML,6,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,354714,DOUBLE CANYON CABERNET SAUVIGNON - 750ML,3,Purchase order
2020,April,NEW BELGIUM BREWING INC,BEER,25391,NB TRIPPEL BELGIAN STYLE ALE 4/6NR - 12OZ,420,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,375365,ANIMA NEGRA AN/2 - 750ML,1,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,79979,EVAN WILLIAMS SINGLE BARREL - 750ML,80,Purchase order
2020,April,CROWN IMPORTS,BEER,20090,MODELO ESPECIAL 18PK 12.0Z NR,1330,Purchase order
2020,April,LEGENDS LTD,BEER,68739,DUPONT AVES LES BON VOEUX 12/12.7OZ NR,1,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,352016,TRES BUHIS YECLA NOCTURNA - 750ML,1,Purchase order
2020,April,HEAVEN HILL DISTILLERIES INC,LIQUOR,40150,CHRISTIAN BROTHERS BRANDY - 1.75L,53,Purchase order
2020,April,BACKUP BEVERAGE,BEER,68491,FREE WILL KRAGLE 6/4 16OZ CANS,2,Purchase order
2020,April,NEXTERRA WINE COMPANY,WINE,64092,COOPER'S HAWK 06 ZONDA 750ML,3,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,359980,MURFATLAR CAB - 750ML,1,Purchase order
2020,April,LANTERNA DISTRIBUTORS INC,WINE,350078,DOM DE PEPOUY SAUVIGNON BLANC - 750ML,4,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,236286,CASA LA RAD SOLARCE RED RIOJA - 750ML,11,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,111627,HENDRY BLOCK 7 NAPA ZIN - 750ML,1,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,57754,TEQUILA ROSE CREAM - 750ML,1,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,353612,AVELEDA ALVARINHO - 750ML,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,317732,VILLA JOLANDA MOSCATO STRAWBERRY - 750ML,14,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,40824,DAMILANO BAROLO - 750ML,1,Purchase order
2020,April,INTERBALT PRODUCTS CORP,BEER,355068,KOZEL DARK  LAGER CAN - 16.9OZ,4,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,42796,FOUR VINES ZIN CUV - 750ML,2,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,LIQUOR,354670,CAMUS VSOP BORDERIES COGNAC - 750ML,2,Purchase order
2020,April,E & J GALLO WINERY,WINE,82256,CARLO ROSSI SWEET RED - 4L,96,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,36813,BUD LIGHT MANGO SELTZER 2/12 CN,180,Purchase order
2020,April,INTERBALT PRODUCTS CORP,WINE,351318,VIAMORA PROSECCO BRUT - 750ML,3,Purchase order
2020,April,THREE STARS BREWING COMPANY LLC,BEER,60330,3 STARS CITRA LEMON SAISON 6/4 16OZ CANS,15,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,WINE,338144,DESTELLO CAVA BRUT - 750ML,1,Purchase order
2020,April,SAZERAC CO,LIQUOR,15008,MONTEZUMA TEQUILA - GOLD - 1L,165,Purchase order
2020,April,PERNOD RICARD USA LLC,LIQUOR,239710,JAMESON DISTILLER'S SAFE WHISKEY - 750ML,1,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,41162,HAKUTSURU ORG JUNMAI SAKE - 720ML,4,Purchase order
2020,April,SURVILLE ENTERPRISES CORP,WINE,344465,B&G SAUVIGNON BLANC - 1.5LTR,1,Purchase order
2020,April,ROYAL WINE CORP,WINE,301959,BARKAN CLASSIC MER ARGAMAN - 750ML,3,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,331393,GERARD BERTRAND CREMANT LIMOUX T JEF - 750ML,2,Purchase order
2020,April,MILLER BREWING COMPANY,BEER,96920,PERONI 4/6 NR - 12OZ,432,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,78794,CAPTAIN MORGAN SILVER - 750ML,1,Purchase order
2020,April,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,195103,DOMINIO DE EGUREN PROTOCOLO RED - 750ML,98,Purchase order
2020,April,DOPS INC,WINE,163996,PEDRONCELLI EAST SIDE S/BLC - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,235288,GATO NEGRO MERLOT - 750ML,2,Purchase order
2020,April,GRAPES OF SPAIN INC,WINE,414395,MAR DE VINAS - 750ML,42,Purchase order
2020,April,PARK STREET IMPORTS LLC,LIQUOR,314022,TANTEO CHIPOTLE TEQUILA - 750ML,1,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,149853,FINCA SOBRENO - 750ML,2,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,80942,CRIBARI MARSALA - 750ML,14,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,320201,THE CURATOR WHITE - 750ML,7,Purchase order
2020,April,LEGENDS LTD,BEER,24871,FULL SAIL SESSION LAGER 4/6 NR - 11OZ,1,Purchase order
2020,April,DMV DISTRIBUTING LLC,WINE,303258,GRAND MOSCATO RED - 750ML,16,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,5819,HACKER PSCHORR WEISS 4/6 NR - 12OZ,16,Purchase order
2020,April,THE BROOKLYN BREWERY CORPORATION,BEER,4529,BROOKLYN EAST IPA 4/6 NR - 12OZ,24,Purchase order
2020,April,BUCK DISTRIBUTING COMPANY INC,BEER,60707,STONE FEAR MOVIE LIONS 4/6 16OZ CANS,69,Purchase order
2020,April,YOUNG WON TRADING INC,WINE,310117,KIKUSUI FUNAGUCHI CAN - 200ML,3,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,335940,LIEPINAY VOUVRAY DEMI SEC - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,234448,PROTEA CAB - 750ML,1,Purchase order
2020,April,MONSIEUR TOUTON SELECTION,WINE,308068,CANTINA GABRIELE P/NOIR - 750ML,2,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,35319,SMIRNOFF VODKA - GREEN APPLE TW - 1L,28,Purchase order
2020,April,LEGENDS LTD,BEER,62773,ACE CIDER BERRY ROSE 4/6 NR,5,Purchase order
2020,April,DIAGEO NORTH AMERICA INC,LIQUOR,27774,VAT 69 GOLD - 1.75L,2,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,355894,SCRIBE EST PET NAT P/NOIR ROSE - 750ML,1,Purchase order
2020,April,NEXTERRA WINE COMPANY,WINE,63834,COOPER'S HAWK 11 GEWURTZ SAUV BLANC 750ML,4,Purchase order
2020,April,DIONYSOS IMPORTS INC,WINE,332439,AVES DEL SUR CHARD - 750ML,6,Purchase order
2020,April,E M D SALES INC,WINE,336189,SANTIAGO QUEIROLO S/BLC - 750ML,1,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,312233,GAI'A THALASSITIS WHT - 750ML,1,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,64297,TRAMBUSTI ORIGO SUPERTUSCAN 750ML,6,Purchase order
2020,April,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,51608,LINGANORE MOUNTAIN WHITE - 750ML,14,Purchase order
2020,April,NEXTERRA WINE COMPANY,WINE,64027,COOPER'S HAWK LUX CHARDONNAY 750ML,6,Purchase order
2020,April,BACKUP BEVERAGE,BEER,239774,SUPREME CORE CHERRY BLOOM 6/4 CANS,3,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,311944,MAN VINTNERS SHZ - 750ML,1,Purchase order
2020,April,MARK ANTHONY BRANDS INC,BEER,50744,WHITE CLAW VARIETY PACK #1  2/12PK 12.OZ CAN,936,Purchase order
2020,April,DOPS INC,BEER,5347,YOUNGS DBL CHO STOUT NR 12/CS - 16.9OZ,2,Purchase order
2020,April,LEGENDS LTD,BEER,69547,KENTUCKY ORIGINAL HARD TEA 4/6 CANS,13,Purchase order
2020,April,OPICI FAMILY DISTRIBUTING OF MD,LIQUOR,74687,BOZAL ENSEMBLE MEZCAL - 750ML,1,Purchase order
2020,April,BANVILLE & JONES WINE MERCHANTS,WINE,237258,DONNA LAURA BRAMOSIA CHN CLASS - 750ML,4,Purchase order
2020,April,LEGENDS LTD,BEER,11062,LONG TRAIL GREEN BLAZE - 12.OZ 4/6 CAN,6,Purchase order
2020,April,YUENGLING BREWERY,BEER,3093,YUENGLING LIGHT 2/12 NR - 12OZ,126,Purchase order
2020,April,LUNEAU USA INC,WINE,63452,NICOLAS MER - 750ML,14,Purchase order
2020,April,LEGENDS LTD,BEER,68377,FLYING EMBERS ANCIENT BERRY 12/16OZ CAN,8,Purchase order
2020,April,BACCHUS IMPORTERS LTD,WINE,57460,FROGS LEAP S/BLC - 750ML,2,Purchase order
2020,April,E & J GALLO WINERY,LIQUOR,70111,E&J BRANDY XO - 750ML,24,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,91030,BUD 18PK CAN - 12OZ,840,Purchase order
2020,April,CONSTANTINE WINES INC,WINE,351976,ADRIA IL MERIDIONE GRILLO SICILIA - 750ML,2,Purchase order
2020,April,AREL GROUP WINE & SPIRITS,WINE,307126,CARLETTO MONTPUL D'ABRU - 750ML,5,Purchase order
2020,April,CONSTELLATION BRANDS,WINE,88374,SIMI CHARD - 750ML,98,Purchase order
2020,April,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,352576,WOLFFER ESTATE SUMMER IN A BOTTLE ROSE - 750ML,4,Purchase order
2020,April,ANHEUSER BUSCH INC,BEER,25625,LEFFE BRUNE 4/6NR - 11.2 OZ,216,Purchase order
2020,April,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,42469,EL JIMADOR ANEJO - 750ML,3,Purchase order
2020,April,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,26565,JACK DANIELS BLACK - 750ML,350,Purchase order
2020,April,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,135631,VIU MANENT EST RES MAL - 750ML,1,Purchase order
2020,April,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,334530,EL SILENCIO ESPADIN MEZCAL - 750ML,35,Purchase order
2020,April,LEGENDS LTD,BEER,28092,OSKAR BLUES MAMMA YELLA PILS CANS 12/CS - 19.2OZ,5,Purchase order
2020,April,SAN ANTONIO WINERY INC,WINE,347480,STELLA ROSA PINK - 750ML,4,Purchase order
2020,April,LEGENDS LTD,BEER,68740,LEFT HAND NITRO MILK STOUT 4/6 CANS,13,Purchase order
2020,April,KYSELA PERE ET FILS LTD,WINE,124621,VALMINOR ALBARINO RIAS BAIXAS - 750ML,1,Purchase order
2020,April,IMPERO WINE DISTRIBUTORS,WINE,64038,IMPERO ROSE 750ML,20,Purchase order
2020,April,MICHAEL R DOWNEY SELECTIONS INC,WINE,236064,DAL MASO CHARD FRIZZANTE - 750ML,1,Purchase order
