the_geom,DOCUMENT_I,DOCUMENT_T,FILE_NUMBE,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.70266747330287 30.33419301109059, -97.7008653431045 30.333409214339095, -97.70071055742554 30.3336494446365, -97.69974812763292 30.333226364724055, -97.69982328001248 30.33310763434036, -97.6998996602287 30.332986893856503, -97.69997590599444 30.332866425608092, -97.70047179035699 30.33309570427351, -97.70069324738377 30.332744215317003, -97.70079538624856 30.33258112485417, -97.70029666766443 30.33235701491983, -97.70037338119968 30.332237958757393, -97.70045033793996 30.33211695478043, -97.70052656039378 30.33199612821033, -97.70060214588099 30.331875398535388, -97.70067793031248 30.33175434286029, -97.70075362342388 30.331634302909265, -97.7008298451167 30.331513476161778, -97.70084358881566 30.331489692553014, -97.70179284505696 30.33190589318584, -97.70254281402882 30.33223790680434, -97.70345109267701 30.332639969768266, -97.70354196238429 30.332764500304148, -97.7035230814209 30.33280228824842, -97.70315462739163 30.333438070746325, -97.70306332381033 30.333579492320638, -97.70305713260592 30.333589101642243, -97.70305097308962 30.33359871161369, -97.70304484451205 30.333608349723242, -97.70303871668263 30.333617960344156, -97.7030325881026 30.333627598453166, -97.70302649046126 30.3336372647003, -97.70302042525749 30.333646904108946, -97.7030143593031 30.333656571005616, -97.70300829334747 30.33366623790203, -97.70266747330287 30.33419301109059)))",2008196617,TRAVIS COUNTY DOCUMENT,3995.08,599766.0559,3717.90581263
"MULTIPOLYGON (((-97.75174234667747 30.183622100340724, -97.75172659377401 30.183593267040564, -97.75171930643255 30.183584016536518, -97.75237207840635 30.1833353601906, -97.75239754697873 30.183437800400355, -97.75230720317576 30.183654436714455, -97.75182910436098 30.18369259743372, -97.75178107547914 30.18369520435267, -97.75174660315464 30.18369673009466, -97.75174908248107 30.183685245946485, -97.75174911829481 30.183685016329598, -97.75174934408179 30.183676565374952, -97.75174234667747 30.183622100340724)))",2006148177,TRAVIS COUNTY DOCUMENT,3454.16,15543.5607803,567.959763293
"MULTIPOLYGON (((-97.75050219294937 30.18347394759536, -97.75051067429052 30.18347775600248, -97.75067154119452 30.183552103989243, -97.75066624773405 30.18356160612459, -97.75057081213382 30.183732895840095, -97.75039952762202 30.183660104626263, -97.75043223428034 30.183600725055925, -97.75048435287133 30.183507963210328, -97.75049554115532 30.18348489373968, -97.75050219294937 30.18347394759536)))",13402/793,TRAVIS COUNTY DOCUMENT,3663.05,4469.42260039,268.97705473
"MULTIPOLYGON (((-97.88086538190605 30.16230041830476, -97.8787765267209 30.162316867527892, -97.87694950855268 30.162330744742405, -97.87690988569139 30.15555630782585, -97.87701951666358 30.155708162466542, -97.87730464169861 30.15611247230321, -97.87758264815254 30.156520526165163, -97.87785347492833 30.15693223526415, -97.87792982975412 30.15705097034471, -97.87805613079075 30.15738012007403, -97.87820598314124 30.157749053309985, -97.87836371507294 30.158115495551403, -97.8785292041589 30.158479363631006, -97.8787024527288 30.158840490828336, -97.87888334295788 30.159198768278923, -97.87907187181955 30.159554084162206, -97.87926795064506 30.15990627172831, -97.87947148599268 30.160255274144763, -97.87968244919722 30.16060089830819, -97.87990075274143 30.16094308749798, -97.88012629735822 30.16128170226064, -97.88035902855246 30.161616631502586, -97.88059888589426 30.161947764015625, -97.88084574242465 30.16227495981395, -97.88086538190605 30.16230041830476)), ((-97.88137336698776 30.159936144248352, -97.88128207907376 30.159931562661086, -97.88123591148985 30.159929990624573, -97.88105935141006 30.159843550725835, -97.88104789282274 30.15982490630269, -97.88086038139943 30.159527723792664, -97.88066562975519 30.159234116794003, -97.88046366286655 30.158944194041812, -97.88025463812745 30.158658068527025, -97.8800386133763 30.158375878834587, -97.87991140524522 30.158215633473336, -97.8791295906415 30.15724353383017, -97.87892858057165 30.156917598760604, -97.87866067188598 30.156496734688353, -97.87838548951031 30.156079414112718, -97.87810309850116 30.15566572589709, -97.87781355684542 30.155255803459962, -97.87757894823811 30.1549335102059, -97.87879737877387 30.155026576056457, -97.88073308354095 30.155756414563413, -97.88127216272827 30.155948754468778, -97.88126655108114 30.15645562577726, -97.88137336698776 30.159936144248352)))",,,3628.38,2439452.03452,11357.8721785
"MULTIPOLYGON (((-97.83904742470646 30.186450846414033, -97.83913827195184 30.186304100074786, -97.8396026920386 30.18652491942738, -97.83966073132837 30.18655027978402, -97.83978159730306 30.18659705076499, -97.83986053576244 30.186623450638553, -97.8401174363251 30.186697208818142, -97.84007139649661 30.18685582951975, -97.84001314686249 30.18705821500585, -97.83996179296182 30.187238730901374, -97.83991561074674 30.187402849329644, -97.83986346344399 30.18758334974668, -97.8398086628718 30.1877748029871, -97.83961705236376 30.18768581090759, -97.83925353777788 30.187510965193596, -97.83891495648281 30.18768863698001, -97.83877657123288 30.187622682777192, -97.83923958454115 30.186886382274395, -97.8388400401837 30.186697078641753, -97.838982923906 30.186466091370857, -97.8389837799945 30.186464813704703, -97.83898959246892 30.18645794298477, -97.83899670982328 30.18645203106012, -97.83900487324469 30.186447292909634, -97.8390138892447 30.18644386571469, -97.8390234076328 30.186441825160525, -97.83902737494438 30.186441434908907, -97.83904742470646 30.186450846414033)))",2010119485,TRAVIS COUNTY DOCUMENT,4670.01,131343.5388,1749.89598355
"MULTIPOLYGON (((-97.7460018321358 30.160286941360514, -97.74601643488496 30.160273483262525, -97.74603528598456 30.16024911322198, -97.7460478105607 30.160224613571515, -97.74605329133803 30.160197221217814, -97.74641361087926 30.160215505695817, -97.7462488080424 30.160489958108172, -97.7460018321358 30.160286941360514)))",2000011816,TRAVIS COUNTY DOCUMENT,3688.01,7651.92773438,371.371270015
"MULTIPOLYGON (((-97.74549057374594 30.1604388738215, -97.74563709938164 30.16019705831624, -97.7456429295551 30.160186173211777, -97.74565263815873 30.160178120273013, -97.74566306600649 30.160172830470877, -97.74567579469213 30.160170337500084, -97.74568844582694 30.160170593274923, -97.74570023650068 30.160173581967005, -97.74570965273948 30.160176522653288, -97.74572171063826 30.160183642218062, -97.74573365100494 30.160196260035015, -97.74573889434136 30.160207367299126, -97.74574764823485 30.160235047424568, -97.74576280228948 30.160260106626176, -97.74578356573453 30.16028252719583, -97.74580922120637 30.16029954947024, -97.7458177711166 30.16030522122991, -97.74567737223134 30.16052516000646, -97.74549057374594 30.1604388738215)))",2000011816,TRAVIS COUNTY DOCUMENT,3688.01,7142.19984355,345.034980071
"MULTIPOLYGON (((-97.74554804236051 30.160745319007965, -97.74551663019803 30.160736432953122, -97.74548427996667 30.160733030272723, -97.74545178262316 30.160735121801856, -97.74542064602205 30.16074549521936, -97.74541029170369 30.160748036175246, -97.74539993738476 30.160750577130266, -97.74538886584612 30.160750353267407, -97.74537786795887 30.160747378858748, -97.74536766080443 30.16074442387553, -97.7453583181266 30.160738734337148, -97.745350557144 30.160733075061003, -97.74534366050055 30.160724686384135, -97.74533920998242 30.16071359513379, -97.74533792276047 30.16070256784554, -97.74533979887961 30.16069160280146, -97.74534476459453 30.16068345398227, -97.74549057374594 30.1604388738215, -97.74567737223134 30.16052516000646, -97.74554804236051 30.160745319007965)))",2000011816,TRAVIS COUNTY DOCUMENT,3688.01,7005.21914063,342.100689811
"MULTIPOLYGON (((-97.73385111201216 30.259844746885296, -97.73385204587227 30.259842642909863, -97.73398939770611 30.25988943512263, -97.73412509244888 30.259938942194243, -97.7342600696007 30.259985687655337, -97.7343934636586 30.260032399139813, -97.73452923275305 30.260079158657994, -97.73470263257269 30.260140433005873, -97.73454116575259 30.260489202097506, -97.73437244327184 30.26043077104642, -97.7342360911997 30.260384467101797, -97.73410111469491 30.260337750860725, -97.73396621751805 30.260291476139674, -97.7338312400348 30.260244732086065, -97.73369459921524 30.26019740406894, -97.73371734317325 30.26014615561991, -97.73384343657717 30.259862042096778, -97.73385111201216 30.259844746885296)))",2000199163,TRAVIS COUNTY DOCUMENT,3677.05,39700.9212369,852.11316669
"MULTIPOLYGON (((-97.74053793645815 30.262819221155492, -97.74075060084697 30.26288196758869, -97.74063079254022 30.263225400460094, -97.74040988567297 30.263163172901248, -97.74053793645815 30.262819221155492)))","11080/1328,1334",TRAVIS COUNTY DOCUMENT,3150.01 & 3150.02,9444.04617188,406.199983349
"MULTIPOLYGON (((-97.73730866290038 30.263324307823915, -97.73742382420494 30.262987633737865, -97.73763794803297 30.263046346150343, -97.73771550260176 30.263067601171144, -97.73759512077456 30.263404259124826, -97.73751395403306 30.263381603812476, -97.73730866290038 30.263324307823915)))",11100/242,TRAVIS COUNTY DOCUMENT,3150.06,12255.1988818,447.494517709
"MULTIPOLYGON (((-97.65361707659217 30.213064738943185, -97.6536194125728 30.213071856307742, -97.65363893738584 30.21311574842093, -97.65366611947992 30.213156445296317, -97.65370031974302 30.213192941698694, -97.65374064977179 30.213224371571254, -97.65378614277355 30.213249911910776, -97.65381303082626 30.21326125602283, -97.65415486275771 30.213402599263794, -97.65418374031388 30.213416431040752, -97.65423012358018 30.213445347029058, -97.65427102694676 30.213479949944478, -97.65430381631563 30.21351716098496, -97.65446006154627 30.213730861306132, -97.65449929066101 30.213781379617433, -97.65456345697159 30.213853076646984, -97.65463405579399 30.213920069242995, -97.65465939305317 30.213941667161127, -97.65468119686577 30.21392174291004, -97.65470190893984 30.213938760950864, -97.65510574280957 30.214272274953963, -97.65512908927809 30.214292510957307, -97.65517777955618 30.214342183492644, -97.6552197594749 30.214396307093498, -97.65525111101624 30.214447709002815, -97.6552568055422 30.214458197029312, -97.65531499350962 30.214555950555887, -97.65538059629344 30.214650122029706, -97.65545330898132 30.21474028734883, -97.65553276514423 30.214826028000356, -97.65557198616374 30.21486430831877, -97.65534934832073 30.215074730868743, -97.65513233675014 30.215612237840354, -97.65387065759438 30.21676410963174, -97.65337289273998 30.21614283382494, -97.65294725096382 30.215653682992183, -97.65172334581575 30.214360270825797, -97.65310038241678 30.213099031947884, -97.65324005388689 30.21303446078221, -97.65357883468543 30.213143039690305, -97.65361707659217 30.213064738943185)))",13030/1622,TRAVIS COUNTY DOCUMENT,3713.01,876016.2646,3752.8677512
"MULTIPOLYGON (((-97.61035001445626 30.20996867463884, -97.61213889887047 30.20858830008488, -97.61214499214749 30.20859794597668, -97.61215111707354 30.208607592540737, -97.61216009609409 30.208621590389285, -97.6121696863912 30.208636371340766, -97.61217597265812 30.208645911315923, -97.61218225892621 30.208655451290774, -97.61218857684334 30.208664991937855, -97.61219495960586 30.208674478954425, -97.61220137401736 30.208683966643246, -97.61220778843013 30.208693454331712, -97.61221426768826 30.20870288838977, -97.61222077859546 30.208712323119965, -97.61222732115169 30.208721758522362, -97.61223389690556 30.20873113962174, -97.6122405043085 30.208740521393285, -97.61224717500826 30.208749904509553, -97.6122538472579 30.208759232650266, -97.61226055115664 30.208768561463142, -97.61226731912652 30.20877786413307, -97.6122740870977 30.20878716680264, -97.61228091991433 30.20879641584167, -97.61228775273231 30.20880566488036, -97.61229464884715 30.20881491526366, -97.61230154651192 30.20882411067139, -97.61230850747359 30.208833307423756, -97.6123155008587 30.208842477360637, -97.61232252666719 30.208851620482033, -97.61232958412484 30.20886076427553, -97.61233667400587 30.208869881253545, -97.61234379631037 30.208878971416045, -97.61235095026404 30.208888062250647, -97.61235813741538 30.208897098782128, -97.61236535621592 30.208906135985647, -97.61237260743992 30.208915146373716, -97.61237989031308 30.208924157433827, -97.61238720560969 30.2089331416784, -97.61239455410406 30.2089420716198, -97.61240193347334 30.20895102972092, -97.61240934604034 30.208959933518862, -97.6124167902566 30.208968837988788, -97.61242429931836 30.208977688828046, -97.61243180838154 30.2089865396669, -97.61243934909398 30.208995391177776, -97.61244692300411 30.209004188385443, -97.61245456021133 30.209012986937594, -97.6124621981942 30.209021758001672, -97.61246986860057 30.209030502250187, -97.61247757143045 30.20903921968308, -97.61248530668378 30.209047910300345, -97.61249310523432 30.209056602262095, -97.61250090456043 30.2090652667357, -97.61250873631012 30.2090739043937, -97.61251660048329 30.2090825152361, -97.61252449630572 30.209091126750415, -97.6125324253259 30.20909968396153, -97.61254038599542 30.20910824184458, -97.61254837908841 30.209116772911926, -97.61255640460493 30.209125277163636, -97.61256446254502 30.20913375459971, -97.61257255213441 30.209142232707666, -97.61258067414734 30.209150683999937, -97.61258882935802 30.209159080988954, -97.612597016218 30.20916747864983, -97.6126052038536 30.209175848822586, -97.6126134555607 30.209184192852074, -97.61262173891713 30.20919253755346, -97.61263002382336 30.209200827279084, -97.61263837202692 30.209209118349026, -97.61265143539971 30.20922202026567, -97.61266706594324 30.209237094536963, -97.61270595606467 30.20927464732438, -97.61100846441754 30.210594301476938, -97.61036056238189 30.20997868694698, -97.61035001445626 30.20996867463884)))",13312/2200,TRAVIS COUNTY DOCUMENT,3511.08,224479.944026,2091.77524366
"MULTIPOLYGON (((-97.61016356310911 30.20060287610351, -97.60892793565723 30.203487163801235, -97.60875300595426 30.203337147563122, -97.60844577945119 30.203073653135327, -97.60972653387923 30.200084050819477, -97.61004767942393 30.200408871490758, -97.61007792973419 30.20045902217471, -97.61016356310911 30.20060287610351)))",13242/2354,TRAVIS COUNTY DOCUMENT,3511.03C,223889.332514,2728.65360347
"MULTIPOLYGON (((-97.61203027901169 30.208077235414585, -97.61361354738389 30.207480179171533, -97.6154335642957 30.206793810888744, -97.6154393171592 30.2067969928197, -97.6156351202417 30.206998050057695, -97.61576083571916 30.207222015627117, -97.61458174087471 30.207632898103455, -97.61468656505492 30.207856644681662, -97.61393902047566 30.20806304016239, -97.61237903708344 30.2086204824495, -97.61236499607907 30.208625499252364, -97.61236123642905 30.208620202187163, -97.61235459737492 30.20861081974946, -97.6123480223918 30.20860141116874, -97.61234151070538 30.20859200393271, -97.61233384518562 30.208580839422485, -97.61232855372889 30.20857308085421, -97.61232213931225 30.208563593171863, -97.6123157881923 30.208554106834164, -97.61230947026986 30.208544566193495, -97.6123031847707 30.208534998737367, -97.61229696256812 30.208525432625976, -97.61229077278882 30.208515839699125, -97.6122846154327 30.208506219956966, -97.61227852137318 30.208496601559485, -97.61227246051116 30.208486928858978, -97.61226643129805 30.208477256830765, -97.61226046615582 30.208467558659617, -97.6122545334367 30.20845783367317, -97.61224863236654 30.20844810935889, -97.61224279536715 30.208438358901827, -97.61223699079092 30.20842858162945, -97.61223125028553 30.208418778214156, -97.61222554220325 30.208408947983564, -97.61221986576976 30.20839911842525, -97.61221425340707 30.20838926272414, -97.61220817871957 30.208378957133252, -97.61203406626169 30.2080836590241, -97.61203027901169 30.208077235414585)))",13304/630,TRAVIS COUNTY DOCUMENT,3511.01D,257266.832258,2860.93122728
