the_geom,OBJECTID,REGULATING_PLAN_SUBDISTRICT_ID,PLAN_NAME,PLAN_TYPE,SUBDISTRICT_MAP,MAX_FAR_BY_RIGHT,MAX_FAR_WITH_BONUS,MINIMUM_HEIGHT,MAX_HEIGHT_WITH_BONUS,MINIMUM_DENSIT,MAXIMUM_DENSITY,MAX_DENSITY_WITH_BONUS,MAXIMUM_IMPERVIOUS_COVER,MINIMUM_LOT_SIZE_SQFT,MINIMUM_LOT_WIDTH_FT,MIN_SETBACK_INTERIOR_SIDE_YRD,MAX_SETBACK_REAR_YRD,MAX_BLDG_COVERAGE_PCT,HYPERLINK_URL,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,HUB,Shape__Area,Shape__Length
"MULTIPOLYGON (((-97.710164010152 30.394221322415, -97.710163947453 30.39422129316, -97.708877817551 30.393613367893, -97.708491315784 30.393430647164, -97.70814973191 30.393269196935, -97.70790743873 30.393218967875, -97.708251042344 30.392622180779, -97.708264791135 30.392610112483, -97.708281375367 30.392601100722, -97.708299894198 30.392595621553, -97.708319387822 30.392593984696, -97.708319451281 30.392593985994, -97.708338774115 30.392596251928, -97.708357041336 30.392602346604, -97.708357072546 30.392602347243, -97.708615430282 30.392725541787, -97.709209758502 30.393008968419, -97.709238611382 30.393022458604, -97.709267663655 30.393035621697, -97.709296882567 30.393048513876, -97.709326266821 30.393061106239, -97.709355819513 30.393073399752, -97.709362440975 30.393076065376, -97.709385569773 30.393085395011, -97.709410526363 30.393095146426, -97.709415455943 30.39309706278, -97.709445508494 30.393108430755, -97.709475696168 30.3931195001, -97.709487857048 30.393123819323, -97.709506051264 30.39313026967, -97.709514304433 30.393133601206, -97.709535297919 30.393142144507, -97.70955340638 30.393147079847, -97.709567168115 30.393150827225, -97.709597930173 30.393160642285, -97.709628826338 30.393170157792, -97.709659859425 30.393179346733, -97.709690995154 30.393188206601, -97.709722267804 30.393196739902, -97.709753643375 30.39320497211, -97.709785123617 30.393212877092, -97.709816738725 30.393220454562, -97.709848426558 30.393227731223, -97.709880218807 30.393234651777, -97.70991211395 30.393241272138, -97.709944082273 30.393247536657, -97.70995260521 30.393249141161, -97.709976154531 30.393253501004, -97.710008266983 30.393259135903, -97.710040484865 30.393264415618, -97.710072774455 30.393269393601, -97.710105104974 30.39327401508, -97.710124577134 30.393276614056, -97.710137538385 30.393278336366, -97.710169982555 30.393282300533, -97.710202498152 30.393285934987, -97.710235054933 30.393289241819, -97.710251511864 30.393290760371, -97.71026765297 30.393292218323, -97.710300322408 30.393294866017, -97.710333001843 30.393297184547, -97.710344594642 30.393297861907, -97.710365689956 30.393299145915, -97.710398419299 30.393300777857, -97.710431188832 30.39330208035, -97.710463936135 30.393303052119, -97.710496725404 30.393303667406, -97.710515850676 30.39330386619, -97.710529490643 30.393303979905, -97.71056229683 30.393303934999, -97.710595080762 30.39330356027, -97.710627841423 30.393302854796, -97.710660612838 30.393301792201, -97.710693360245 30.393300425917, -97.710726085115 30.393298701832, -97.710758787728 30.393296647925, -97.710791435859 30.393294262634, -97.710824092966 30.393291547258, -97.710856664379 30.39328849986, -97.710865541164 30.393287581339, -97.710865732303 30.393287557273, -97.71025612526 30.394269879074, -97.710164010152 30.394221322415)))",1182,873,NBG,Regulating Plan,NBGNMU,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-8,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,230597.466796875,2368.38842703936
"MULTIPOLYGON (((-97.728697476411 30.241406176935, -97.728445166477 30.241581358754, -97.728131755209 30.241163451027, -97.728384985806 30.240989333476, -97.728697476411 30.241406176935)))",109,1124,ERC,Regulating Plan,ERCCOMU,2:1,,60',120',,,,90%,"2,500 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:40:36 PM +0000,VanallenC,04/23/2015 02:09:52 PM +0000,YES,18393.232421875,566.275422475132
"MULTIPOLYGON (((-97.723521308666 30.262519609665, -97.723674232284 30.262195432377, -97.723809998982 30.262242203178, -97.723651271062 30.262565464725, -97.723521308666 30.262519609665)))",752,61,PS,Regulating Plan,TODMU,2 to 1,FAR Waived,Two Stories,60 feet unless within 100 feet of TOD District Boundary,Not applicable,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,5767.119140625,345.607812381713
"MULTIPOLYGON (((-97.715633812886 30.341772702565, -97.715672745745 30.341711008677, -97.715676246548 30.341704450574, -97.715679403385 30.341699373425, -97.715684773814 30.341688477991, -97.715691119915 30.341676591842, -97.715696740031 30.341662322202, -97.715698722557 30.341653555734, -97.71570149501 30.341644816218, -97.715705616192 30.341624289762, -97.715706604022 30.341620167236, -97.715706629007 30.341619246447, -97.715706994699 30.341617424848, -97.715707815173 30.341587187593, -97.715707548688 30.341585353089, -97.715707589335 30.341583855114, -97.715704800415 30.341558082098, -97.715700325848 30.341544052149, -97.715698857871 30.341537498189, -97.71595260015 30.341476669054, -97.716136096753 30.341433658244, -97.716342654726 30.341534136739, -97.716243516029 30.341692460143, -97.716179411427 30.341794840855, -97.716063492417 30.341976749269, -97.715801177305 30.341852166461, -97.715633812886 30.341772702565)))",910,371,LJ,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,26085.947265625,646.602966329032
"MULTIPOLYGON (((-97.729999136691 30.262068650728, -97.730092884748 30.261858448892, -97.730156904029 30.261716731807, -97.730296631431 30.261763576156, -97.730252797699 30.261861697934, -97.730139854041 30.262116423113, -97.729999136691 30.262068650728)))",722,267,PS,Regulating Plan,TODLWF,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,17 Dwelling Units/acre although LJ differs by street,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,6532.849609375,369.87273511711
"MULTIPOLYGON (((-97.720114884922 30.339201361586, -97.720723583202 30.338965435179, -97.721595301576 30.338627598566, -97.721672220902 30.339002609675, -97.721672249398 30.339002748315, -97.721266783054 30.339159896166, -97.721266366849 30.339160052817, -97.721112998487 30.339219499179, -97.721112742851 30.339219604058, -97.721045072335 30.339246198279, -97.72093311147 30.339289657383, -97.720806621048 30.339336858374, -97.720739441315 30.339363378519, -97.720514954489 30.339451931382, -97.720278623889 30.33954337907, -97.720278414344 30.339542934454, -97.720115064763 30.339201750554, -97.720114884922 30.339201361586)))",43,405,LJ,Regulating Plan,TODMDR,2 to 1,Not Bonus Eligible,Not applicable,Not Bonus Eligible,17 Dwelling Units/acre,45 Dwelling Units/acre,Not Bonus Eligible,0.85,"2,500 SF",20 ft,0 ft,0 ft,0.85,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,66776.095703125,1266.37540160297
"MULTIPOLYGON (((-97.719490084702 30.239211780198, -97.719615156566 30.239008744084, -97.719623386091 30.239001954031, -97.719632975635 30.238994062897, -97.719656875622 30.238988775564, -97.719679729741 30.238992872018, -97.720152734196 30.239218067138, -97.720001364858 30.239456487758, -97.719490084702 30.239211780198)))",120,1139,ERC,Regulating Plan,ERCNMU,1:1,,50,Not Bonus Eligible,,,,80%,"1,600 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:42:28 PM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,18214.953125,560.375478459075
"MULTIPOLYGON (((-97.714964524546 30.337165920654, -97.715076972413 30.336994943023, -97.715081949794 30.336986793568, -97.715479571554 30.337173686754, -97.71549836211 30.33718232148, -97.715382447357 30.337364229239, -97.715071004138 30.337214851157, -97.714964524546 30.337165920654)))",45,411,LJ,Regulating Plan,TODMDR,2 to 1,Not Bonus Eligible,Not applicable,Not Bonus Eligible,17 Dwelling Units/acre,45 Dwelling Units/acre,Not Bonus Eligible,0.85,"2,500 SF",20 ft,0 ft,0 ft,0.85,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,11229.2578125,450.19178872589
"MULTIPOLYGON (((-97.716393323028 30.335808902894, -97.716516365308 30.335627139776, -97.716639931448 30.335449402698, -97.716819237859 30.335537057958, -97.716582812422 30.335895281942, -97.716393323028 30.335808902894)))",768,322,LJ,Regulating Plan,TODMU,2 to 1,FAR Waived,Two Stories,60 feet unless within 100 feet of TOD District Boundary,Not applicable,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,10037.328125,434.724800371525
"MULTIPOLYGON (((-97.717692860257 30.231566553428, -97.717945329245 30.231161906845, -97.717970113229 30.231123908109, -97.717946669157 30.231112428021, -97.717641029849 30.230965919133, -97.717664521646 30.230927673895, -97.71777605692 30.230745897839, -97.717889465056 30.230563940672, -97.7179655318 30.230439252453, -97.718000499663 30.230381934048, -97.718113115562 30.230199960529, -97.718226596878 30.230015253346, -97.718337629156 30.229833247319, -97.718468547275 30.229618643077, -97.718630118717 30.229693230313, -97.718814869475 30.229778522173, -97.719104353725 30.229912156882, -97.718754205165 30.230484398046, -97.718098502111 30.231556051555, -97.718027781105 30.231671607228, -97.717859234869 30.231621740032, -97.717692860257 30.231566553428)))",83,1091,ERC,Regulating Plan,ERCUR,,,,Not Bonus Eligible,,,,,,,,,,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:20:22 PM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,146154.314453125,1921.84553872826
"MULTIPOLYGON (((-97.720398095301 30.386292298894, -97.720398475372 30.386291178696, -97.720657072505 30.385510939887, -97.7206604917 30.385500640606, -97.721222151708 30.385641675505, -97.722356565336 30.385924320943, -97.722739275278 30.386018443693, -97.723260270864 30.386146567689, -97.723278645154 30.386151039997, -97.723278771332 30.386151069635, -97.723257663896 30.3862276504, -97.723059370826 30.386954829363, -97.723058677283 30.386954650121, -97.723029308343 30.386947341771, -97.72302171351 30.386945454725, -97.723013646259 30.386943447979, -97.722998709991 30.386939733182, -97.721596173414 30.386590576967, -97.720429670312 30.386300148177, -97.720398095301 30.386292298894)))",1330,762,NBG,Regulating Plan,NBGCMU,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-7,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,259174.3671875,2331.75409529355
"MULTIPOLYGON (((-97.723390086176 30.262474690702, -97.723542422926 30.262148742038, -97.723674232284 30.262195432377, -97.723521308666 30.262519609665, -97.723390086176 30.262474690702)))",753,62,PS,Regulating Plan,TODMU,2 to 1,FAR Waived,Two Stories,60 feet unless within 100 feet of TOD District Boundary,Not applicable,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,5711.384765625,344.808127033052
"MULTIPOLYGON (((-97.721747285519 30.330475091245, -97.721831663421 30.330344792677, -97.722217461084 30.330528674008, -97.722134594608 30.330661753963, -97.722134406598 30.330661667118, -97.721747285519 30.330475091245)))",741,493,LJ,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,7618.45703125,388.020351233167
"MULTIPOLYGON (((-97.720240576096 30.238020349193, -97.721777604508 30.238753502171, -97.721604711159 30.239026661806, -97.721297039586 30.23951162862, -97.719802948725 30.238799753491, -97.719785927223 30.238784966888, -97.719777766499 30.238764640213, -97.719782294377 30.238743637603, -97.720240576096 30.238020349193)))",550,1115,ERC,Regulating Plan,ERCCOMU,2:1,,60',65',,,,90%,"1,600 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:24:18 PM +0000,VanallenC,04/23/2015 02:09:52 PM +0000,YES,174304.380859375,1730.13245376579
"MULTIPOLYGON (((-97.732495190055 30.266654336007, -97.732618301183 30.266318542813, -97.732755735426 30.266362587449, -97.7326357174 30.266701194794, -97.732495190055 30.266654336007)))",1073,117,PS,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,6015.115234375,350.778984653559
"MULTIPOLYGON (((-97.723131251561 30.237698108931, -97.723131217768 30.237698013496, -97.723131156877 30.237697997818, -97.722993804421 30.237532826686, -97.722740375339 30.237236673336, -97.723190632097 30.236531446048, -97.723662819666 30.235792725245, -97.724240095789 30.236068161585, -97.724465831048 30.235919675195, -97.724670838848 30.23618675622, -97.724688421916 30.236210078936, -97.724706003483 30.236233457566, -97.724723582086 30.236256946217, -97.724741159212 30.23628048988, -97.724758733399 30.236304142663, -97.724775513915 30.236327862296, -97.724792292198 30.236351664897, -97.724809067542 30.236375576619, -97.724825841384 30.236399544254, -97.724841820848 30.236423604892, -97.724858590274 30.236447736659, -97.724874565296 30.236471962331, -97.724890538085 30.236496270972, -97.724906510152 30.236520606665, -97.724921687084 30.236545063321, -97.724937653954 30.236569592007, -97.724952827175 30.236594186641, -97.724967998188 30.236618863343, -97.724983166967 30.236643623012, -97.724997542827 30.236668421576, -97.725012708674 30.236693290365, -97.725027080091 30.236718253964, -97.725041449299 30.236743299629, -97.72505581703 30.236768400305, -97.725069392878 30.236793539898, -97.725083756165 30.236818805609, -97.725097326532 30.236844110215, -97.72511089542 30.236869469833, -97.725124461368 30.236894938573, -97.725137235101 30.236920420055, -97.725150798822 30.236945971762, -97.725163568136 30.236971617378, -97.725176336725 30.236997290048, -97.725188310882 30.237023057528, -97.725201076513 30.237048840221, -97.725213046981 30.23707474478, -97.725225018186 30.237100622283, -97.72523698645 30.237126608908, -97.72524895248 30.237152678502, -97.725260125585 30.237178786993, -97.725272089411 30.237204938653, -97.725283259582 30.237231156265, -97.725294459407 30.237257430426, -97.725304803989 30.237283742215, -97.725315969721 30.237310124862, -97.725326373969 30.23733657502, -97.725336746026 30.237363024522, -97.72485026398 30.237488931121, -97.724972041031 30.237819031779, -97.724940161011 30.237826606548, -97.724909085809 30.237833702312, -97.724877231794 30.237840313893, -97.724844597433 30.237846498107, -97.724812767891 30.237852203316, -97.724780949195 30.237857468395, -97.724748353433 30.237862223157, -97.724715768826 30.237866564865, -97.724683197565 30.237870412352, -97.72465063819 30.237873819731, -97.724618092188 30.237876731987, -97.724585558048 30.237879205035, -97.724553038036 30.237881155004, -97.724520529132 30.237882693723, -97.724487242152 30.2378837212, -97.724454759998 30.237884269675, -97.724422289733 30.23788437804, -97.724389040637 30.23788400312, -97.724384158604 30.23788387932, -97.724350766331 30.237882726362, -97.724272852826 30.237876687232, -97.724091444842 30.237870746135, -97.723905285867 30.237868947204, -97.723788063929 30.237874289533, -97.723714076143 30.23788745881, -97.723616603792 30.237913057595, -97.723536853719 30.237942753089, -97.723525654395 30.237948430745, -97.72352316651 30.237948699485, -97.723512459428 30.23795350558, -97.723490879657 30.237963708134, -97.723458938513 30.237980152227, -97.723433536648 30.237994347367, -97.723433132986 30.237994594505, -97.723411466426 30.238007623221, -97.723399653051 30.238014987467, -97.723399388197 30.238014674371, -97.723399312662 30.238014585305, -97.723381388748 30.23799337597, -97.72338039883 30.237992205312, -97.723131251561 30.237698108931)))",305,1039,ERC,Regulating Plan,ERCCOMU,2:1,,60',160',,,,90%,"2,500 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:26:25 PM +0000,VanallenC,04/23/2015 02:09:52 PM +0000,YES,414526.716796875,2641.04524951144
"MULTIPOLYGON (((-97.71579409809 30.406503224671, -97.715795010722 30.406442735139, -97.715797382842 30.406382247407, -97.715801149458 30.406321816095, -97.715806309834 30.406261468258, -97.715812896222 30.406201204554, -97.715820905351 30.406141107031, -97.715830277299 30.406081120324, -97.715841070208 30.406021326832, -97.715853286412 30.405961755476, -97.715862163983 30.405922276373, -97.716318259056 30.406143302883, -97.716456578778 30.406089328929, -97.716897865615 30.405409853877, -97.71763019243 30.405764758458, -97.716981087279 30.406771061812, -97.716970079753 30.40675923041, -97.716959623417 30.40674699787, -97.716949746194 30.40673444778, -97.71694410802 30.406726695306, -97.716940386744 30.406721577083, -97.71693163762 30.406708389472, -97.716923499127 30.406694912023, -97.716915971573 30.406681171814, -97.716909020927 30.406667195221, -97.716889615006 30.406625764147, -97.71688260462 30.406611649176, -97.716871496415 30.406591867793, -97.716859133944 30.406572693382, -97.716845549486 30.406554125699, -97.716830771954 30.406536250154, -97.716814894893 30.406519148963, -97.716797886025 30.40650282237, -97.71679556348 30.406500712232, -97.716543219588 30.406891867722, -97.715794133323 30.406528804376, -97.71579409809 30.406503224671)))",3,897,NBG,Regulating Plan,NBGCMU,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-7,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,157328.134765625,1950.59664788951
