Reporting Area,MMWR Year,MMWR Week,"Pertussis§, Current week","Pertussis§, Current week, flag","Pertussis§, Previous 52 weeks Max†","Pertussis§, Previous 52 weeks Max†, flag","Pertussis§, Cum 2020†","Pertussis§, Cum 2020†, flag","Pertussis§, Cum 2019†","Pertussis§, Cum 2019†, flag","Plague, Current week","Plague, Current week, flag","Plague, Previous 52 weeks Max†","Plague, Previous 52 weeks Max†, flag","Plague, Cum 2020†","Plague, Cum 2020†, flag","Plague, Cum 2019†","Plague, Cum 2019†, flag","Poliomyelitis, paralytic, Current week","Poliomyelitis, paralytic, Current week, flag","Poliomyelitis, paralytic, Previous 52 weeks Max†","Poliomyelitis, paralytic, Previous 52 weeks Max†, flag","Poliomyelitis, paralytic, Cum 2020†","Poliomyelitis, paralytic, Cum 2020†, flag","Poliomyelitis, paralytic, Cum 2019†","Poliomyelitis, paralytic, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NEW ENGLAND,2020,12,1,,25,,58,,228,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,8,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,20,,113,,44,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,3,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,14,,44,,52,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,4,,,-,31,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,20,,51,,76,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,11,,,-,60,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,9,,27,,51,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,16,,125,,661,,606,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,5,,14,,48,,43,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,5,,3,,11,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,1,,6,,15,,23,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,10,,11,,58,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,15,,51,,313,,218,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,15,,9,,89,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,5,,13,,25,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,4,,7,,7,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,17,,78,,348,,335,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,11,,50,,285,,86,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,12,,28,,81,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,9,,21,,123,,104,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,5,,9,,6,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,1,,14,,38,,32,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,1,,17,,26,,131,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,4,,43,,55,,35,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,12,,24,,204,,105,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,42,,53,,109,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,17,,18,,21,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,21,,57,,93,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,19,,55,,62,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,15,,24,,46,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,7,,24,,19,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,3,,5,,12,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,8,,2,,48,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,7,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,3,,19,,56,,64,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,18,,82,,416,,312,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,65,,229,,550,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,5,,7,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,12,,22,,138,,75,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,95,,17,,71,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,9,,46,,127,,309,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,14,,15,,59,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,21,,134,,435,,454,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201248,
INDIANA,2020,12,1,,11,,28,,64,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
TOTAL,2020,13,70,,466,,3119,,3460,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201370,
US RESIDENTS,2020,13,70,,466,,3119,,3460,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,5,,3,,20,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,1,,30,,108,,129,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,2,,88,,546,,752,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,121,,177,,149,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,1,,11,,38,,33,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,4,,28,,153,,153,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,7,,12,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,6,,7,,23,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,46,,267,,131,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,17,,15,,51,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,116,,138,,103,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,4,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,4,,5,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,32,,173,,114,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,1,,26,,82,,246,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,8,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,2,,20,,122,,45,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,3,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,14,,51,,56,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,3,,,-,33,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,20,,58,,84,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,11,,,-,64,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,9,,28,,53,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,17,,125,,735,,636,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,2,,14,,56,,49,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,5,,4,,12,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,6,,15,,25,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,10,,11,,61,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,17,,51,,330,,227,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,15,,9,,103,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,5,,14,,26,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,4,,7,,7,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,9,,78,,381,,369,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,6,,50,,299,,89,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,12,,30,,83,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,7,,21,,130,,111,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,5,,9,,6,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,2,,14,,41,,36,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,1,,15,,27,,146,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,43,,56,,38,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,21,,24,,234,,113,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,42,,53,,112,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,17,,18,,24,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,21,,57,,98,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,1,,19,,66,,75,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,15,,28,,47,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,7,,25,,20,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,3,,5,,12,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,8,,2,,53,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,7,,11,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,19,,56,,71,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,7,,82,,435,,329,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,66,,244,,579,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,5,,12,,2,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,8,,22,,147,,79,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,1,,95,,20,,73,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,1,,46,,132,,345,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,14,,37,,61,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,29,,134,,478,,481,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,11,,28,,68,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
MOUNTAIN,2020,16,12,,134,,542,,580,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201648,
TOTAL,2020,14,48,,468,,3267,,3732,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201470,
US RESIDENTS,2020,14,48,,468,,3267,,3732,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,5,,3,,20,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,4,,30,,112,,140,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,88,,567,,826,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,2,,121,,179,,164,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,11,,38,,35,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,2,,28,,162,,164,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,7,,12,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,6,,7,,27,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,46,,267,,137,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,17,,15,,55,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,116,,138,,115,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,4,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,4,,7,,6,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,32,,178,,126,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,26,,83,,254,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,8,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,20,,122,,48,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,3,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,14,,55,,62,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,3,,,-,34,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,20,,74,,95,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,11,,,-,74,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,9,,33,,54,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,16,,125,,753,,695,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,2,,14,,61,,51,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,5,,4,,12,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,6,,15,,26,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,10,,11,,61,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,16,,51,,346,,238,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,15,,9,,113,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,5,,14,,26,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,4,,10,,8,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,8,,78,,431,,394,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,5,,50,,306,,93,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,12,,32,,90,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,3,,21,,133,,117,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,5,,9,,6,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,14,,41,,39,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,13,,27,,150,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,1,,43,,59,,42,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,8,,26,,257,,115,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,42,,55,,139,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,17,,18,,27,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
