Supplier,Item Code,Item Description,Type,Tag,Order Number,Order Status,PO Status,Ordered Qty,Fulfilled Qty,Ordered Date,Received Date,Fulfillment Date,Days to Fill
MADIDUS LLC,96768,ESTRELLA GALICIA 4/6 NR - 12OZ,BEER,SB,177#####,BOOKED,OPEN,1,,04/10/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,318113,PICCINI PROSECCO             322841 - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/08/2020,04/10/2020,04/17/2020,9
SOUTHERN GLAZERS WINE AND SPIRITS,334695,HOUSE S/BLC - 3L BOX,WINE,LS,177#####,CLOSED,OPEN,2,2,04/15/2020,04/16/2020,04/23/2020,8
"THE COUNTRY VINTNER, LLC DBA WINEBOW",314751,VILLA WOLF P/NOIR - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/10/2020,04/20/2020,04/22/2020,12
PWSWN INC,355688,PEPE YLLERA RED BLEND - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
CONSTANTINE WINES INC,57312,FREY NATURAL RED - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/07/2020,04/13/2020,04/17/2020,10
LEGENDS LTD,68484,CIGAR CITY WEDGE CUT 6/4 CANS,BEER,SB,177#####,CLOSED,OPEN,2,2,04/16/2020,04/21/2020,04/22/2020,6
INTERBALT PRODUCTS CORP,351950,VILLA CATERINA CABERNET SAUVIGNON - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/17/2020,04/21/2020,04/28/2020,11
PRECEPT BRANDS LLC,166449,WILDER CABERNET SAUVIGNON - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/20/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",402443,AGRICOLA DE BORJA MONTE OTON - 750ML,WINE,S,177#####,CLOSED,OPEN,2,2,04/02/2020,04/06/2020,04/10/2020,8
CONSTANTINE WINES INC,347672,LUBANZI RHONE BLEND,WINE,LS,177#####,BOOKED,CLOSED,1,1,04/07/2020,04/13/2020,04/17/2020,10
LEGENDS LTD,64143,PAUWEL KWAK 6/750ML,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
ELITE WINES IMPORTS,346911,CARL GRAFF RIES KAB - 750ML,WINE,LS,178#####,BOOKED,,1,,04/28/2020,,,
LEGENDS LTD,63469,SOUTHERN TIER MANGO 4/6 CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/16/2020,7
RELIABLE CHURCHILL LLLP,70759,DISTRICT MADE VODKA - 750ML,LIQUOR,SC,178#####,BOOKED,,1,,04/29/2020,,,
YOUNG WON TRADING INC,196410,SHO CHIKU BAI PREM GINJO SAKE - 300ML,WINE,LS,178#####,BOOKED,OPEN,1,1,04/23/2020,04/28/2020,05/01/2020,8
LEGENDS LTD,10782,LAGUNITAS WALDO - 4/6 12.OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/09/2020,7
LEGENDS LTD,50026,LEFT HAND MOUNTAIN MIXER 2/12 12OZ CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/11/2020,04/21/2020,04/28/2020,17
ROBERT OATLEY VINEYARDS INC,333979,HONEY BADGER SW RED - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/01/2020,04/15/2020,04/17/2020,16
"THE COUNTRY VINTNER, LLC DBA WINEBOW",128090,SANTA JULIA OAK RES CAB - 750ML,WINE,LS,178#####,BOOKED,,2,,04/30/2020,,,
LEGENDS LTD,60929,DUVEL SINGLE 6/4 16OZ CANS,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",185981,RIDGE CAL GEYSERVILLE - 750ML,WINE,SW,177#####,CLOSED,OPEN,1,1,04/08/2020,04/13/2020,04/15/2020,7
CONSTANTINE WINES INC,349706,PORTLANDIA PINOT NOIR - 750ML,WINE,LS,177#####,CLOSED,CLOSED,2,2,04/03/2020,04/13/2020,04/14/2020,11
ALLAGASH BREWING COMPANY,69536,ALLAGASH WHITE 2/12 CANS,BEER,SB,177#####,CLOSED,OPEN,4,4,04/22/2020,04/28/2020,05/01/2020,9
NEGUS BREWING COMPANY LLC,68476,NEGUS ADDIS TEFF AMBER ALE 4/6 NR,BEER,SB,177#####,BOOKED,,1,,04/05/2020,,,
MACK & SCHUHLE INC,320974,BARONE MONTALTO P/GRIG - 750ML,WINE,S,177#####,BOOKED,OPEN,1,,04/14/2020,,,
DOPS INC,28550,DRY CREEK CH/BLC - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/22/2020,04/27/2020,04/29/2020,7
KYSELA PERE ET FILS LTD,232950,LEXICON S/BLC - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/20/2020,04/21/2020,04/22/2020,2
SOUTHERN GLAZERS WINE AND SPIRITS,85570,PARDUCCI CHARD - 750ML,WINE,LS,178#####,BOOKED,OPEN,1,,04/27/2020,04/30/2020,,
BANFI PRODUCTS CORP,71927,WALNUT CREST RAPEL MER - 750ML,WINE,SC,177#####,BOOKED,CLOSED,1,,04/07/2020,04/30/2020,,
SIERRA NEVADA BREWING CO,23363,SIERRA NEVADA KELLERWEIS 4/6 NR,BEER,SB,177#####,CLOSED,OPEN,2,2,04/08/2020,04/17/2020,04/24/2020,16
LEGENDS LTD,11057,AUSTIN TEXAS HONEY CIDER - 12.OZ 4/6 CAN,BEER,SB,177#####,BOOKED,OPEN,1,1,04/12/2020,04/21/2020,04/28/2020,16
SIERRA NEVADA BREWING CO,23363,SIERRA NEVADA KELLERWEIS 4/6 NR,BEER,SB,177#####,CLOSED,OPEN,2,2,04/08/2020,04/17/2020,04/21/2020,13
"THE COUNTRY VINTNER, LLC DBA WINEBOW",419389,CIACCI TOSCANA ROSSO - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/09/2020,7
LEGENDS LTD,69494,DOWN EAST NATIVE PEAR 6/4 CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/14/2020,12
LEGENDS LTD,10782,LAGUNITAS WALDO - 4/6 12.OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/14/2020,04/16/2020,6
DIONYSOS IMPORTS INC,350588,ANTXIOLA TXAKOLINA ROSE - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/13/2020,04/15/2020,5
SOUTHERN GLAZERS WINE AND SPIRITS,65269,HUGEL GENTIL - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/22/2020,04/28/2020,04/30/2020,8
KYSELA PERE ET FILS LTD,325826,SHERWOOD EST VINTERRA S/BLC - 750ML,WINE,LS,177#####,CLOSED,OPEN,4,4,04/22/2020,04/28/2020,04/29/2020,7
DIONYSOS IMPORTS INC,377880,KOTROTSOS MOSCHOFILERO ERASMIO - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/22/2020,04/27/2020,,
GRAPES OF SPAIN INC,328822,LEGADO DE MONCATO MONTANA (MONTANA) - 750ML,WINE,S,178#####,BOOKED,OPEN,1,,04/26/2020,04/30/2020,,
GRAPES OF SPAIN INC,234654,FATUM WHITE - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/16/2020,04/17/2020,04/23/2020,7
PRESTIGE BEVERAGE GROUP OF MD LLC,301487,ROBERTSON CAB - 750ML,WINE,S,177#####,CLOSED,OPEN,2,2,04/16/2020,04/17/2020,04/22/2020,6
REGAL WINE IMPORTS INC,239430,THE WAYBACK S/BLC - 750ML,WINE,LS,177#####,BOOKED,OPEN,6,,04/20/2020,,,
BANFI PRODUCTS CORP,71951,WALNUT CREST RAPEL CAB - 750ML,WINE,SC,177#####,BOOKED,OPEN,1,,04/15/2020,,,
BBL INC,29233,DELIRIUM TREMENS 6/4 500ML CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/13/2020,04/16/2020,04/23/2020,10
GRAPES OF SPAIN INC,234576,ADRAS GODELLO RIBEIRA SACRA 14 (CLOSEOUT) - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/10/2020,04/16/2020,7
BACCHUS IMPORTERS LTD,233082,AVALON RED BLEND - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,304155,ANNA DE CODORNIU BRUT RSE    26455 - 750ML,WINE,SC,177#####,CLOSED,OPEN,1,1,04/22/2020,04/28/2020,05/01/2020,9
ARTISANS & VINES LLC,346469,DOM NATURALISTE DISCOVERY CHARD - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/03/2020,04/09/2020,7
LANTERNA DISTRIBUTORS INC,350078,DOM DE PEPOUY SAUVIGNON BLANC - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/10/2020,04/14/2020,04/24/2020,14
DIONYSOS IMPORTS INC,316068,JOSEPH CATTIN RIES - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/14/2020,04/20/2020,04/22/2020,8
LEGENDS LTD,99597,UNIBROUE TROIS PISTOLS 12/750,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/07/2020,04/14/2020,04/16/2020,9
DMV DISTRIBUTING LLC,239216,LION & DOVE ROSE KOS - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/07/2020,04/09/2020,04/15/2020,8
"THE COUNTRY VINTNER, LLC DBA WINEBOW",138711,CATENA ALTA MAL 6/C - 750ML,WINE,S,178#####,CLOSED,OPEN,1,1,04/23/2020,04/27/2020,04/29/2020,6
"THE COUNTRY VINTNER, LLC DBA WINEBOW",310545,CH DE FONTENILLE BLC - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/10/2020,04/13/2020,04/17/2020,7
BACCHUS IMPORTERS LTD,168521,HERON CHARD - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/13/2020,04/16/2020,6
OPICI FAMILY DISTRIBUTING OF MD,312830,OPICI SANGRIA RED - 1.5L,WINE,LS,177#####,BOOKED,OPEN,2,2,04/21/2020,04/28/2020,04/30/2020,9
"THE COUNTRY VINTNER, LLC DBA WINEBOW",354784,TERRANOBLE GRAN RES CARMENERE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/06/2020,04/13/2020,04/16/2020,10
JOS VICTORI WINES,429789,CULITOS CHARD - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/02/2020,04/15/2020,04/22/2020,20
BACKUP BEVERAGE,50192,REKORDERLIG MANGO RAZ 6/4 11.2OZ CANS,BEER,SB,178#####,BOOKED,OPEN,2,,04/28/2020,04/30/2020,,
MONSIEUR TOUTON SELECTION,235358,MI MI EN PROV GR RES C'PROV ROSE - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/15/2020,04/21/2020,04/22/2020,7
ELITE WINES IMPORTS,312961,LA FOLLETTE N/C CHARD - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/06/2020,04/08/2020,5
REPUBLIC NATIONAL DISTRIBUTING CO,163716,MANISCHEWITZ CHERRY - 1.5L,WINE,S,177#####,BOOKED,OPEN,1,,04/22/2020,04/28/2020,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",319283,CERCIUS RED - 750ML,WINE,S,178#####,BOOKED,,1,,04/30/2020,,,
ARTISANS & VINES LLC,350314,SOLLUNA PRIORAT - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/03/2020,04/09/2020,7
PRESTIGE BEVERAGE GROUP OF MD LLC,428479,BARISTA P/AGE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/19/2020,04/23/2020,04/29/2020,10
REPUBLIC NATIONAL DISTRIBUTING CO,348105,BLACK BOX ROSE TETRA 500 ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/23/2020,04/30/2020,9
E M D SALES INC,362484,SANTIAGO QUEIROLO MAGDALENA - 750ML,WINE,LS,177#####,BOOKED,OPEN,2,,04/22/2020,,,
MONSIEUR TOUTON SELECTION,314379,VILLA SANDI PROSECCO II FRESCO - 750ML,WINE,S,178#####,BOOKED,,1,,04/28/2020,,,
PWSWN INC,335309,MARC CELLARS CAB 12 - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/04/2020,04/13/2020,04/15/2020,11
DIONYSOS IMPORTS INC,321452,PETIT BALTHAZAR PAYS CINSAULT RSE - 750ML,WINE,SC,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/13/2020,04/15/2020,6
DIONYSOS IMPORTS INC,408298,ANCORA P/GRIG - 750ML,WINE,LS,177#####,CLOSED,CLOSED,2,2,04/08/2020,04/13/2020,04/15/2020,7
MONSIEUR TOUTON SELECTION,314464,VILLA JOLANDA BRUT SILVER LBL - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/15/2020,04/21/2020,04/23/2020,8
LEGENDS LTD,64209,OSKAR BLUES ROSE FOR DAZE 4/6 CANS,BEER,SB,178#####,BOOKED,,1,,04/27/2020,,,
SOUTHERN GLAZERS WINE AND SPIRITS,238822,PARDUCCI SMALL LOT CAB - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/09/2020,04/14/2020,04/24/2020,15
MONSIEUR TOUTON SELECTION,314379,VILLA SANDI PROSECCO II FRESCO - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/14/2020,04/16/2020,6
ELITE WINES IMPORTS,418293,ZENTAS MAL - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/17/2020,04/20/2020,04/24/2020,7
THE TRITON COLLECTION INC,315399,STELLAR ORGANICS SHZ - 750ML,WINE,S,178#####,BOOKED,OPEN,1,,04/23/2020,,,
INTERBALT PRODUCTS CORP,351318,VIAMORA PROSECCO BRUT - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/13/2020,04/14/2020,04/24/2020,11
BASQUE BAR LLC,63184,ANXO ROSE - 12OZ CAN,BEER,SB,177#####,CLOSED,OPEN,1,1,04/22/2020,04/28/2020,04/29/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",167681,HAHN EST CHARD - 750ML,WINE,S,178#####,BOOKED,,1,,04/28/2020,,,
LEGENDS LTD,94277,ANCHOR PORTER 4/6 NR - 12OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/22/2020,04/28/2020,04/30/2020,8
ROYAL WINE CORP,323636,PSAGOT CHARD - 750ML,WINE,S,177#####,BOOKED,OPEN,1,,04/13/2020,,,
LEGENDS LTD,68375,FLYING EMBERS GINGER AND OAK 12/16OZ CAN,BEER,SB,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/24/2020,8
LEGENDS LTD,12611,ACE CIDER PERRY - 4/6 12.OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/19/2020,04/28/2020,04/30/2020,11
REPUBLIC NATIONAL DISTRIBUTING CO,45085,LINGANORE BLACKBERRY - 750ML,WINE,S,178#####,BOOKED,OPEN,1,1,04/27/2020,04/28/2020,04/30/2020,3
PRESTIGE BEVERAGE GROUP OF MD LLC,348194,DOM SOLITUDE COTES DU RHONE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/16/2020,04/17/2020,04/22/2020,6
CONSTANTINE WINES INC,350718,LAPIS LUNA SAUVIGNON BLANC - 750ML,WINE,SC,178#####,BOOKED,,1,,04/29/2020,,,
ALLAGASH BREWING COMPANY,93324,ALLAGASH TRIPLE 6/4 NR - 12OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/14/2020,04/22/2020,04/28/2020,14
DUVEL MOORTGAT USA LTD,63291,BOULEVARD TEQUILA BARREL LIME GOSE 4/6 CAN,BEER,SB,177#####,CLOSED,OPEN,3,3,04/22/2020,04/28/2020,05/01/2020,9
LEGENDS LTD,64765,AUSTIN SUPER DRY BRUT 4/6 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/14/2020,04/21/2020,04/23/2020,9
"THE COUNTRY VINTNER, LLC DBA WINEBOW",434450,ST KILDA CHARD - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/09/2020,7
DOPS INC,10407,21ST AMENDMENT EL SULLY CERVEZA - 4/6 12.0Z,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/13/2020,04/16/2020,10
QUINTESSENTIAL LLC,80570,SIMONSIG PINOTAGE - 750ML,WINE,SC,177#####,BOOKED,OPEN,2,,04/07/2020,,,
INTERBALT PRODUCTS CORP,93311,BALTIKA ZIGULEVSKOY 5/4NR - 16.9OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/07/2020,04/09/2020,3
LEGENDS LTD,22142,SOUTHERN TIER IPA 4/6 NR - 12OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/14/2020,04/15/2020,9
BACKUP BEVERAGE,50199,SLY FOX HELLES 4/6 12OZ CANS,BEER,SB,178#####,BOOKED,OPEN,2,,04/28/2020,04/30/2020,,
LEGENDS LTD,11655,BURLEY OAK HOMEGROWN - 4/6 12.OZ CAN,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/10/2020,8
BBL INC,6017,DELIRIUM NOCTURNUM 6/4 NR,BEER,SB,178#####,BOOKED,OPEN,1,,04/28/2020,04/30/2020,,
SOUTHERN GLAZERS WINE AND SPIRITS,233290,HOUSE WINE RED BLEND CAN     471787  - 355ML,WINE,LS,178#####,BOOKED,OPEN,2,,04/27/2020,04/30/2020,,
CONSTANTINE WINES INC,355894,SCRIBE EST PET NAT P/NOIR ROSE - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/23/2020,04/27/2020,04/30/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",336015,PRODIGO NERO D AVOLA - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
LEGENDS LTD,29598,SAN MIGUEL RED HORSE 4/6 NR,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/04/2020,04/14/2020,04/16/2020,12
TREASURY WINE ESTATES AMERICAS COMPANY,84650,GENTLEMANS COLLECTION CAB - 750ML,WINE,SC,177#####,CLOSED,OPEN,3,3,04/01/2020,04/07/2020,04/09/2020,8
LEGENDS LTD,3689,OMMEGANG ABBEY ALE NR - 25.4OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/10/2020,8
ROBERT OATLEY VINEYARDS INC,334045,BOSCHENDAL ROSE GARDEN ROSE - 750ML,WINE,SC,178#####,BOOKED,,1,,04/27/2020,,,
DIONYSOS IMPORTS INC,335940,LIEPINAY VOUVRAY DEMI SEC - 750ML,WINE,S,177#####,BOOKED,OPEN,1,1,04/15/2020,04/20/2020,04/22/2020,7
LEGENDS LTD,10646,OSKAR BLUES G'KNIGHT - 4/6 CAN 12.OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/14/2020,04/15/2020,9
DIONYSOS IMPORTS INC,396362,LEGADO MALBEC - 750ML,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,341630,LINGANORE STEEPLE CHASE RED - 1.5L,WINE,S,177#####,CLOSED,OPEN,1,1,04/22/2020,04/23/2020,04/30/2020,8
LEGENDS LTD,29087,SIXPOINT JAMMER 4/6 12.OZ CAN,BEER,SB,178#####,BOOKED,,1,,04/27/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,23053,FULLERS LONDON PORTER 4/6 NR - 11.2OZ,BEER,SB,178#####,BOOKED,OPEN,1,1,04/27/2020,04/30/2020,05/01/2020,4
LEGENDS LTD,22142,SOUTHERN TIER IPA 4/6 NR - 12OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/13/2020,11
MONSIEUR TOUTON SELECTION,346061,TERRA VEGA ROSE - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/15/2020,04/21/2020,04/24/2020,9
"THE COUNTRY VINTNER, LLC DBA WINEBOW",319713,EXCELSIOR S/BLC - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/16/2020,04/20/2020,04/23/2020,7
BACKUP BEVERAGE,68308,GREAT LAKES COMMODORE PERRY IPA 4/6 NR,BEER,SB,177#####,BOOKED,OPEN,1,1,04/19/2020,04/23/2020,04/30/2020,11
SOUTHERN GLAZERS WINE AND SPIRITS,235288,GATO NEGRO MERLOT - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/23/2020,04/24/2020,3
PUNTO VINO LLC,42934,CH FAMAEY MALBEC PET NAT ROSE - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/13/2020,04/14/2020,04/17/2020,4
"THE COUNTRY VINTNER, LLC DBA WINEBOW",340934,ANGELINE CAB CAL - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/13/2020,04/20/2020,04/22/2020,9
MONSIEUR TOUTON SELECTION,421405,DON GUILLERMO DI MENDOZA MAL - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/03/2020,04/07/2020,04/13/2020,10
SALVETO IMPORTS LLC,239066,BOSMAN FAM VYDS PETNAT PINTGE SPARK - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/06/2020,04/20/2020,04/23/2020,17
INTERNATIONAL CELLARS LLC,312137,MUREDA CHARD - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/07/2020,04/14/2020,04/17/2020,10
RELIABLE CHURCHILL LLLP,94994,CLAUSTHALER DRY HOPPED 4/6 NR - 12OZ,NON-ALCOHOL,SB,177#####,CLOSED,OPEN,1,1,04/14/2020,04/21/2020,04/22/2020,8
NEW BELGIUM BREWING INC,20089,NB FAT TIRE BELGIAN WHITE 4/6 NR,BEER,SB,178#####,BOOKED,,1,,04/28/2020,,,
MILLER BREWING COMPANY,69269,BLUE MOON 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,OPEN,4,4,04/16/2020,04/22/2020,04/24/2020,8
LEGENDS LTD,69147,WILD BASIN HARD SELTZER BERRY VARIETY 2/12 CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/09/2020,04/14/2020,04/16/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",436950,BODEGAS TARIMA MONESTRALL - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/08/2020,04/13/2020,04/16/2020,8
LUNEAU USA INC,75060,NICOLAS FERRANDE S/BLC - 750ML,WINE,S,177#####,BOOKED,OPEN,1,,04/07/2020,04/30/2020,,
INTERNATIONAL CELLARS LLC,233164,MUREDA CAB ORG - 750ML,WINE,LS,177#####,BOOKED,OPEN,2,2,04/07/2020,04/14/2020,04/17/2020,10
BANVILLE & JONES WINE MERCHANTS,237272,ANDRIANO P/GRIGIO - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/27/2020,04/29/2020,8
DOPS INC,98850,WEIHENSTEPHANER ORIGINAL 4/6NR - 12OZ,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/09/2020,04/13/2020,04/16/2020,7
PRESTIGE BEVERAGE GROUP OF MD LLC,309843,BRECA GARN DEL FUEGO - 750ML,WINE,S,177#####,BOOKED,OPEN,1,1,04/17/2020,04/23/2020,04/28/2020,11
LEGENDS LTD,10782,LAGUNITAS WALDO - 4/6 12.OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/21/2020,12
ELITE WINES IMPORTS,238404,CH DU CEDRE MARCEL MALBEC - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/06/2020,04/08/2020,5
RELIABLE CHURCHILL LLLP,339935,MYX MOSCATO CLASS SANGRIA - 187ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/14/2020,04/21/2020,04/23/2020,9
THREE STARS BREWING COMPANY LLC,63180,3 STARS ZOMBIE DATE NIGHT 6/4 16OZ CANS,BEER,SB,178#####,BOOKED,,3,,04/29/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",25844,ALOIS LAGEDER PINOT GRIGIO - 750ML,WINE,S,178#####,BOOKED,,1,,04/26/2020,,,
LEGENDS LTD,63359,KRONENBOURG BLANC 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/15/2020,6
DC BRAU BREWING LLC,68891,DC BRAU FULL TRANSPARENCY BLACK CHERRY 4/6 CANS,BEER,SB,178#####,BOOKED,OPEN,1,,04/26/2020,04/28/2020,,
INTERBALT PRODUCTS CORP,311916,NALEWKA BABUNI BLACK CURRANT - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/27/2020,04/29/2020,05/01/2020,4
ATLAS BREW WORKS LLC,60392,ATLAS BLOOD ORANGE GOSE 4/6 CANS,BEER,SB,178#####,BOOKED,,2,,04/28/2020,,,
LEGENDS LTD,25817,FIRESTONE UNION JACK 4/6NR - 12OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/10/2020,04/21/2020,04/23/2020,13
MONSIEUR TOUTON SELECTION,237202,RED DOMUS C' ROUSLN VL - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/20/2020,04/28/2020,04/29/2020,9
LEGENDS LTD,99684,DANSK VIKING BLOOD MEAD - 750ML,WINE,SC,177#####,CLOSED,CLOSED,1,1,04/08/2020,04/14/2020,04/17/2020,9
DOPS INC,321039,PIQUITOS MOSCATO              331173 - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/01/2020,04/06/2020,04/09/2020,8
DMV DISTRIBUTING LLC,236204,PARIS VALLEY ROAD MERLOT - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/15/2020,04/16/2020,04/22/2020,7
LEGENDS LTD,10829,WOLFFERS DRY ROSE CIDER - 12.OZ 6/4NR,BEER,SB,177#####,CLOSED,OPEN,2,2,04/14/2020,04/21/2020,04/23/2020,9
BANVILLE & JONES WINE MERCHANTS,238200,MONTAGNER FIGO PROSECCO EX DRY - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/22/2020,04/27/2020,04/30/2020,8
LUNEAU USA INC,314821,ORLANA VINHO VERDE - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/14/2020,04/30/2020,,
FREE RUN WINE MERCHANTS LLC,334981,LA GALOPE ROSE 14 - 750ML,WINE,LS,178#####,CLOSED,OPEN,6,6,04/23/2020,04/27/2020,04/30/2020,7
KYSELA PERE ET FILS LTD,233618,VINTERRA P/NOIR 15 CLOSEOUT - 750ML,WINE,LS,177#####,CLOSED,OPEN,3,3,04/20/2020,04/21/2020,04/22/2020,2
LEGENDS LTD,23215,DACHOUFFE LA CHOUFFE 6/4 NR - 11.2OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/15/2020,6
PWSWN INC,355584,LOBETIA CABERNET SAUVIGNON - 750ML,WINE,LS,177#####,CLOSED,CLOSED,5,5,04/07/2020,04/13/2020,04/23/2020,16
PUNTO VINO LLC,238890,VILLA D ROSSO TOSCANO ELISABETTA - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/23/2020,7
LEGENDS LTD,26613,MAINE LUNCH NR 12/CS - 16.9OZ,BEER,SB,178#####,BOOKED,,1,,04/24/2020,,,
LEGENDS LTD,12838,PEAK SUMMER SESSION 4/6 CN - 12OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/15/2020,6
