Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
56047,X030-ZN02,Paved Surfaces,Concrete,Structural Features,
32060,X201-01,Play Equipment,BBCT,Structural Features,
18722,Q089B,Lawns,Lawn,Landscape Features,
19627,Q119,Fences,Chain-Link,Structural Features,
27274,RZ171,Horticultural Areas,Bushes,Landscape Features,
34417,Q096B,Sidewalks,Concrete Curbs,Structural Features,
11310,M056-01,Safety Surface,Mitchell New Sectional,Structural Features,
36748,R145,Paved Surfaces,Stone/Slate/Granite,Structural Features,
24900,QZ541,Horticultural Areas,Bushes,Landscape Features,
27001,RZ013D,Horticultural Areas,Bushes,Landscape Features,
12763,M095-ZN05,Fences,Wrought-Iron,Structural Features,
5305,B252,Play Equipment,Playground Environments,Structural Features,
1087,B057-ZN01,Paved Surfaces,Asphalt,Structural Features,
33619,XZ38,Horticultural Areas,Bushes,Landscape Features,
803,B050,Sidewalks,Concrete Flags,Structural Features,
20338,Q190,Paved Surfaces,Belgian Blocks,Structural Features,
62318,M010-090,Lawns,Lawn,Landscape Features,
4335,B217,Play Equipment,GameTime,Structural Features,
5238,B251-08,Fences,Wrought-Iron,Structural Features,
17134,Q015-02,Trees,1-5,Landscape Features,
47381,QZ25,Sidewalks,Concrete Curbs,Structural Features,
35258,Q001-04,Paved Surfaces,Belgian Blocks,Structural Features,
20559,Q218,Fences,Ornamental,Structural Features,
30537,X114,Fences,Chain-Link,Structural Features,
48215,Q048-01,Play Equipment,Other Adventure,Structural Features,
28614,X014,Play Equipment,Swings,Structural Features,
10053,M011,Sidewalks,Concrete Flags,Structural Features,
23454,Q453,Lawns,Tree Lines,Landscape Features,
4968,B236,Paved Surfaces,Belgian Blocks,Structural Features,
1915,B073-ZN17,Paved Surfaces,Stone/Slate/Granite,Structural Features,
3799,B169A,Benches,Wood Benches,Structural Features,
61411,Q066B,Horticultural Areas,Bushes,Landscape Features,
47156,M308,Play Equipment,BBCT,Structural Features,
20693,Q223,Paved Surfaces,Concrete,Structural Features,
60994,Q164-ZN10C,Fences,Bollards,Structural Features,
56914,XZ404,Trees,1-5,Landscape Features,
28769,X028,Benches,Stone Benches,Structural Features,
57301,Q001-ZN03,Sidewalks,Asphalt,Structural Features,
4810,B225,Paved Surfaces,Belgian Blocks,Structural Features,
18784,Q094-01,Paved Surfaces,Asphalt,Structural Features,
31187,X148O,Horticultural Areas,Wild Flowers,Landscape Features,
3232,B145,Benches,Wood Benches,Structural Features,
19449,Q103,Horticultural Areas,Bushes,Landscape Features,
9355,M010-ZN05,Fences,Chain-Link,Structural Features,
24356,QZ33,Sidewalks,Concrete Curbs,Structural Features,
10916,M042-02,Safety Surface,Miracle New Sectional,Structural Features,
58431,M071-ZN09,Horticultural Areas,Vines,Landscape Features,
11930,M071-ZN10,Paved Surfaces,Belgian Blocks,Structural Features,
4816,B225,Play Equipment,HBCT,Structural Features,
35250,Q099-18,Play Equipment,Playground Environments,Structural Features,
27824,X001,Fences,Chain-Link,Structural Features,
142,B008,Benches,Wood Benches,Structural Features,
60092,B179,Lawns,Tree Lines,Landscape Features,
57157,M395,Sidewalks,Concrete Curbs,Structural Features,
5598,B261,Sidewalks,Concrete Flags,Structural Features,
25507,R005-ZN03,Paved Surfaces,Concrete,Structural Features,
36161,B169-ZN01B,Benches,Wood Benches,Structural Features,
7717,BZ133,Trees,>10,Landscape Features,
61814,X148H2,Play Equipment,Painted Games,Structural Features,
50404,R086,Horticultural Areas,Bushes,Landscape Features,
7322,B389,Paved Surfaces,Stone/Slate/Granite,Structural Features,
61225,Q099-15,Paved Surfaces,Color Seal,Structural Features,
19199,Q099-ZN19,Play Equipment,HBCT,Structural Features,
55244,X002-ZN05A,Paved Surfaces,Hex Blocks,Structural Features,
47493,MZ20,Benches,Wood Benches,Structural Features,
50147,Q024-ZN02,Paved Surfaces,Monument,Structural Features,
7560,BZ07,Sidewalks,Concrete Flags,Structural Features,
48230,X150I,Trees,>10,Landscape Features,
29838,X087,Paved Surfaces,Stone/Slate/Granite,Structural Features,
61390,R127,Horticultural Areas,Bushes,Landscape Features,
20823,Q277,Horticultural Areas,Bushes,Landscape Features,
55433,B018-ZN02,Fences,Wrought-Iron,Structural Features,
33061,XZ172,Sidewalks,Concrete Flags,Structural Features,
34303,MZ253,Paved Surfaces,Planter,Structural Features,
22623,Q391,Fences,Wrought-Iron,Structural Features,
34935,M076,Horticultural Areas,Bushes,Landscape Features,
3692,B169-ZN01,Fences,Pipe-Rail,Structural Features,
1876,B073-ZN14,Paved Surfaces,Cribbing,Structural Features,
35393,M264,Paved Surfaces,Concrete,Structural Features,
29262,X039-ZN20,Trails,Dirt Paths,Landscape Features,
54685,X039-G01,Fences,Pipe-Rail,Structural Features,
21561,Q328,Play Equipment,HBCT,Structural Features,
25116,QZ65,Horticultural Areas,Bushes,Landscape Features,
10070,M012,Fences,Wire,Structural Features,
27984,X002-09,Trees,1-5,Landscape Features,
49344,Q207,Paved Surfaces,Monument,Structural Features,
60968,B140,Play Equipment,Painted Games,Structural Features,
59176,X003-ZN02,Fences,Wood Guardrails,Structural Features,
15114,M282,Sidewalks,Concrete Flags,Structural Features,
28513,X010A,Fences,Ornamental,Structural Features,
14584,M224,Sidewalks,Concrete Curbs,Structural Features,
48844,B288,Paved Surfaces,Brick,Structural Features,
35292,X281,Paved Surfaces,Plaque,Structural Features,
51934,X010-ZN07,Horticultural Areas,Flower Beds,Landscape Features,
35771,BZ299,Horticultural Areas,Lawn,Landscape Features,
54518,R013-G01,Paved Surfaces,Brick,Structural Features,
50361,B147,Paved Surfaces,Concrete,Structural Features,
17793,Q021C,Sidewalks,Concrete Curbs,Structural Features,
56011,B073-ZN27,Paved Surfaces,Blocks,Structural Features,
60689,BZ496,Sidewalks,Concrete Flags,Structural Features,
813,B050,Horticultural Areas,Bushes,Landscape Features,
7218,B380,Play Equipment,BBCT,Structural Features,
59807,R006-ZN04,Fences,Snow Picket,Structural Features,
8396,BZ341,Sidewalks,Concrete Flags,Structural Features,
27616,RZ49,Sidewalks,Concrete Curbs,Structural Features,
14657,M229,Play Equipment,Chess & Checkers Tables,Structural Features,
9086,M010-143,Paved Surfaces,Plaque,Structural Features,
62345,B387,Horticultural Areas,Wild Flowers,Landscape Features,
31334,X155,Play Equipment,BBCT,Structural Features,
56472,B397,Paved Surfaces,Cribbing,Structural Features,
17757,Q021-ZN06,Paved Surfaces,Concrete Pavers,Structural Features,
35831,B289,Sidewalks,Concrete Flags,Structural Features,
3926,B192,Paved Surfaces,Concrete Pavers,Structural Features,
32666,X283,Paved Surfaces,Asphalt,Structural Features,
37311,B126-ZN06,Play Equipment,Goal Posts,Structural Features,
54523,R013-G01,Paved Surfaces,Hex Blocks,Structural Features,
12444,M077-ZN03,Fences,Wire,Structural Features,
62096,M283-ZN02,Horticultural Areas,Wild Flowers,Landscape Features,
6409,B315,Sidewalks,Concrete Curbs,Structural Features,
30618,X118-ZN02,Fences,Guardrails,Structural Features,
28808,X030,Benches,Bleachers,Structural Features,
48426,X160,Play Equipment,Swings,Structural Features,
28861,X033-01,Paved Surfaces,Plaque,Structural Features,
50798,MZ144,Horticultural Areas,Grass Strips,Landscape Features,
51852,M037-04,Horticultural Areas,Bushes,Landscape Features,
28572,X012,Horticultural Areas,Bushes,Landscape Features,
25082,QZ643,Paved Surfaces,Belgian Blocks,Structural Features,
23282,Q439,Trees,6-10,Landscape Features,
21336,Q307,Benches,Wood Benches,Structural Features,
15818,MZ220,Sidewalks,Concrete Curbs,Structural Features,
61665,B210P,Horticultural Areas,Wild Flowers,Landscape Features,
59279,M284,Fences,Ornamental,Structural Features,
61351,B356,Horticultural Areas,Flower Beds,Landscape Features,
33420,XZ311,Paved Surfaces,Belgian Blocks,Structural Features,
28012,X002-14,Paved Surfaces,Asphalt,Structural Features,
17225,Q015-09,Trees,6-10,Landscape Features,
24571,QZ443,Paved Surfaces,Belgian Blocks,Structural Features,
60719,Q379,Paved Surfaces,Color Seal,Structural Features,
59804,R006-ZN04,Fences,Wood Guardrails,Structural Features,
51466,M010-202,Play Equipment,Rock Climbing Wall,Structural Features,
20897,Q291,Sidewalks,Concrete Curbs,Structural Features,
5077,B244,Benches,Wood Benches,Structural Features,
22466,Q376,Sidewalks,Concrete Curbs,Structural Features,
6093,B293,Play Equipment,Stone Animal Art,Structural Features,
19127,Q099-ZN13,Trees,>10,Landscape Features,
24325,QZ318,Horticultural Areas,Bushes,Landscape Features,
29288,X040,Sidewalks,Concrete Flags,Structural Features,
33712,XZ57,Sidewalks,Concrete Curbs,Structural Features,
51739,M378,Play Equipment,Swings,Structural Features,
37602,M046,Sidewalks,Concrete Flags,Structural Features,
9266,M010-241,Benches,Metal Benches,Structural Features,
9920,M010-ZN40,Trees,>10,Landscape Features,
17229,Q015-10,Safety Surface,Mitchell New Sectional,Structural Features,
50525,B149A,Paved Surfaces,Color Seal,Structural Features,
38045,M300,Fences,Chain-Link,Structural Features,
32366,X235,Paved Surfaces,Brick,Structural Features,
55443,B223PD,Benches,Metal Chairs,Structural Features,
37941,Q354,Sidewalks,Concrete Curbs,Structural Features,
18832,Q099-01,Play Equipment,Swings,Structural Features,
58183,X056,Fences,Pipe-Rail,Structural Features,
33646,XZ45,Horticultural Areas,Bushes,Landscape Features,
49060,X271,Play Equipment,BBCT,Structural Features,
37655,X307,Paved Surfaces,Stone/Slate/Granite,Structural Features,
5676,B266,Safety Surface,Miracle New Sectional,Structural Features,
155,B008-03,Play Equipment,BBCT,Structural Features,
35093,M233,Sidewalks,Concrete Flags,Structural Features,
36200,MZ155,Benches,Wood Benches,Structural Features,
58549,X115,Paved Surfaces,Belgian Blocks,Structural Features,
23016,Q415,Sidewalks,Concrete Flags,Structural Features,
58282,M283-ZN02,Paved Surfaces,Stone/Slate/Granite,Structural Features,
21735,Q338,Trees,>10,Landscape Features,
31951,X195A,Paved Surfaces,Asphalt,Structural Features,
7663,BZ114,Sidewalks,Concrete Curbs,Structural Features,
14464,M216,Fences,Pipe-Rail,Structural Features,
60985,M010-145,Safety Surface,Carpet Safety Surface,Structural Features,
6724,B337,Paved Surfaces,Hex Blocks,Structural Features,
36025,Q358,Fences,Ornamental,Structural Features,
58495,R145-01,Fences,Wrought-Iron,Structural Features,
33371,XZ293,Horticultural Areas,Flower Beds,Landscape Features,
28918,X036,Fences,Wrought-Iron,Structural Features,
15080,M270,Paved Surfaces,Color Seal,Structural Features,
14014,M188A,Sidewalks,Stone/Slate/Granite,Structural Features,
59475,XZ482,Sidewalks,Concrete Flags,Structural Features,
51679,R129-01,Play Equipment,Goal Posts,Structural Features,
16525,Q004-ZN01,Horticultural Areas,Flower Beds,Landscape Features,
18745,Q090,Horticultural Areas,Bushes,Landscape Features,
29143,X039-ZN10,Paved Surfaces,Asphalt,Structural Features,
9081,M010-103,Paved Surfaces,Stone/Slate/Granite,Structural Features,
3963,B196,Sidewalks,Concrete Curbs,Structural Features,
22784,Q399,Fences,Chain-Link,Structural Features,
1778,B073-ZN10,Paved Surfaces,Belgian Blocks,Structural Features,
12719,M095-ZN02,Paved Surfaces,Cribbing,Structural Features,
13461,M125B,Paved Surfaces,Concrete,Structural Features,
31779,X183,Safety Surface,Spectraturf New Sectional,Structural Features,
59574,M039-ZN01,Paved Surfaces,Brick,Structural Features,
9580,M010-ZN21,Horticultural Areas,Bushes,Landscape Features,
6499,B322,Trees,>10,Landscape Features,
32587,X274,Paved Surfaces,Concrete,Structural Features,
5597,B261,Sidewalks,Concrete Curbs,Structural Features,
59658,X118-ZN06,Fences,Snow Picket,Structural Features,
6226,B301,Paved Surfaces,Belgian Blocks,Structural Features,
51325,R005-ZN01,Fences,Bollards,Structural Features,
11220,M051,Horticultural Areas,Bushes,Landscape Features,
6489,B322,Fences,Pipe-Rail,Structural Features,
54340,Q015-G01,Paved Surfaces,Hex Blocks,Structural Features,
94,B007,Paved Surfaces,Hex Blocks,Structural Features,
11914,M071-ZN09,Paved Surfaces,Monument,Structural Features,
660,B037,Fences,Chain-Link,Structural Features,
48358,X148D1,Safety Surface,Spectraturf New Sectional,Structural Features,
9,B001,Sidewalks,Concrete Curbs,Structural Features,
51780,M199,Fences,French Barricades,Structural Features,
48181,B022,Paved Surfaces,Cribbing,Structural Features,
24367,QZ348,Trees,1-5,Landscape Features,
48976,Q008-ZN03,Horticultural Areas,Flower Beds,Landscape Features,
22519,Q379,Benches,Wood Benches,Structural Features,
55111,M010-01,Trees,>10,Landscape Features,
2532,B102,Play Equipment,New Adventure,Structural Features,
35452,B367,Trees,>10,Landscape Features,
10461,M029-ZN01,Lawns,Grass Strips,Landscape Features,
35629,X232,Safety Surface,Spectraturf New Sectional,Structural Features,
48870,Q163-ZN06B,Lawns,Lawn,Landscape Features,
14461,M216,Play Equipment,Playground Environments,Structural Features,
16115,MZ52,Sidewalks,Concrete Curbs,Structural Features,
2960,B126-ZN06,Lawns,Grass Strips,Landscape Features,
48829,Q009-01,Safety Surface,Spectraturf New Sectional,Structural Features,
26953,R144,Fences,Chain-Link,Structural Features,
5783,B272,Benches,Wood Benches,Structural Features,
16897,Q009-01,Trees,>10,Landscape Features,
8189,BZ283,Trees,1-5,Landscape Features,
31633,X172,Play Equipment,HBCT,Structural Features,
26994,RZ013B,Sidewalks,Belgian Blocks,Structural Features,
30140,X092-ZN11,Trees,>10,Landscape Features,
47823,X260,Safety Surface,Spectraturf New Sectional,Structural Features,
49767,B255N,Paved Surfaces,Cribbing,Structural Features,
37424,Q318,Safety Surface,Mitchell New Sectional,Structural Features,
59062,R119-ZN01,Trails,Foot Bridge,Landscape Features,
21387,Q313,Play Equipment,HBCT,Structural Features,
27620,RZ50,Horticultural Areas,Bushes,Landscape Features,
25176,QZ664,Trees,1-5,Landscape Features,
48628,B261,Paved Surfaces,Belgian Blocks,Structural Features,
18073,Q031,Sidewalks,Concrete Flags,Structural Features,
38894,Q452,Trails,Dirt Paths,Landscape Features,
57373,B021-01,Fences,Chain-Link,Structural Features,
58374,BT15,Fences,Pipe-Rail,Structural Features,
7205,B380,Benches,Picnic Tables,Structural Features,
3304,B150,Horticultural Areas,Bushes,Landscape Features,
6716,B337,Benches,Picnic Tables,Structural Features,
56863,Q098-01,Paved Surfaces,Concrete Pavers,Structural Features,
86,B006,Fences,Wrought-Iron,Structural Features,
15927,MZ258,Horticultural Areas,Bushes,Landscape Features,
24335,QZ32,Sidewalks,Concrete Flags,Structural Features,
18704,Q086-01,Benches,Wood Benches,Structural Features,
47737,XZ338,Horticultural Areas,Bushes,Landscape Features,
30653,X118-ZN04,Paved Surfaces,Concrete,Structural Features,
62085,M385,Fences,Ornamental,Structural Features,
36290,B169-ZN04B,Paved Surfaces,Boardwalk,Structural Features,
39073,X119,Trees,6-10,Landscape Features,
37487,X090,Paved Surfaces,Hex Blocks,Structural Features,
18188,Q042,Sidewalks,Concrete Flags,Structural Features,
17765,Q021-ZN06,Lawns,Tree Lines,Landscape Features,
48060,B166C-ZN01,Paved Surfaces,Cribbing,Structural Features,
24106,QZ190,Sidewalks,Concrete Curbs,Structural Features,
3721,B169-ZN03,Fences,Pipe-Rail,Structural Features,
7220,B381,Trees,>10,Landscape Features,
12896,M099,Fences,Wire,Structural Features,
7723,BZ135,Trees,6-10,Landscape Features,
28547,X010A-02,Benches,Plastic Benches,Structural Features,
5636,B263,Fences,Chain-Link,Structural Features,
27054,RZ061I,Sidewalks,Concrete Curbs,Structural Features,
58333,R119-ZN03,Water Bodies,Pond,Landscape Features,
11613,M071-03,Safety Surface,Kangaroo New Sectional,Structural Features,
22411,Q371,Paved Surfaces,Asphalt,Structural Features,
13893,M170,Trees,>10,Landscape Features,
38760,B360,Play Equipment,BBCT,Structural Features,
17457,Q015-ZN12,Lawns,Tree Lines,Landscape Features,
11213,M048,Lawns,Lawn,Landscape Features,
9910,M010-ZN40,Paved Surfaces,Belgian Blocks,Structural Features,
24732,QZ472,Horticultural Areas,Bushes,Landscape Features,
7812,BZ157,Horticultural Areas,Bushes,Landscape Features,
28898,X034-01,Paved Surfaces,Concrete,Structural Features,
14228,M203D,Paved Surfaces,Brick,Structural Features,
12010,M071-ZN15,Fences,Wrought-Iron,Structural Features,
14200,M203B,Paved Surfaces,Stone/Slate/Granite,Structural Features,
29696,X073,Lawns,Tree Lines,Landscape Features,
5911,B283,Trees,>10,Landscape Features,
22004,Q355,Play Equipment,Chess & Checkers Tables,Structural Features,
5580,B260,Paved Surfaces,Concrete,Structural Features,
38775,Q015-08,Paved Surfaces,Monument,Structural Features,
29691,X073,Trees,>10,Landscape Features,
33076,XZ18,Sidewalks,Concrete Curbs,Structural Features,
11227,M052,Fences,Wire,Structural Features,
36967,RZ156,Horticultural Areas,Bushes,Landscape Features,
35257,Q001-04,Paved Surfaces,Concrete,Structural Features,
34354,QZ317,Sidewalks,Concrete Curbs,Structural Features,
59703,M037-ZN10,Benches,Wood Benches,Structural Features,
4327,B217,Sidewalks,Concrete Curbs,Structural Features,
33966,XZ313,Paved Surfaces,Belgian Blocks,Structural Features,
49320,Q027-02,Sidewalks,Concrete Flags,Structural Features,
26311,R065-ZN03,Fences,Wood Guardrails,Structural Features,
37912,X239,Paved Surfaces,Monument,Structural Features,
25989,R042,Sidewalks,Concrete Flags,Structural Features,
2441,B089,Fences,Wrought-Iron,Structural Features,
11208,M048,Paved Surfaces,Concrete,Structural Features,
12346,M076,Play Equipment,Swings,Structural Features,
33047,XZ170,Sidewalks,Concrete Flags,Structural Features,
57158,M395,Safety Surface,Mitchell New Sectional,Structural Features,
23020,Q415,Trees,>10,Landscape Features,
26712,R099,Fences,Guardrails,Structural Features,
10864,M038,Safety Surface,Miracle New Sectional,Structural Features,
7349,B391,Paved Surfaces,Hex Blocks,Structural Features,
28177,X006,Lawns,Tree Lines,Landscape Features,
11962,M071-ZN11,Paved Surfaces,Plaque,Structural Features,
10068,M012,Fences,Wrought-Iron,Structural Features,
27051,RZ061F,Sidewalks,Concrete Curbs,Structural Features,
